"cluster_id","n_sig","I2_med","tau2_med","k_eff","anchor_key","kind_effective_resolved","agent_id_resolved","canonical_name","recovery_source"
"group_L4_3b8583a4",106,8.1,0.0017,5,"pathogen_or_aggregate_exposure|NCBITaxon:10407|liver","pathogen_or_aggregate_exposure","NCBITaxon:10407","Hepatitis B virus","LLM_NAME_CLEANUP"
"group_L4_37d46677",93,76.6,0.2469,3,"cytokine_stim|HGNC:8861|blood","cytokine_stim","HGNC:8861","PF4","K3_MISTYPE_cytokine"
"group_L4_f789d4d7",85,95.4,0.2888,18,"genetic_knockdown|HGNC:11744|breast","genetic_knockdown","HGNC:11744","TFAP2C","LLM_NAME_CLEANUP"
"group_L4_05753d11",79,82.1,0.1538,7,"small_molecule|CHEBI:5855|blood","small_molecule","CHEBI:5855","ibuprofen","LLM_NAME_CLEANUP"
"group_L4_81372eea",76,78.5,0.1487,13,"disease_vs_normal|UNK|brain","disease_vs_normal","UNK",NA,"NO_RECOVERY"
"group_L4_1ce0f97a",73,2,0.0046,3,"environmental|MeSH:D009369|Tumor","environmental","MeSH:D009369","cancer","LLM_NAME_CLEANUP"
"group_L4_482e8f25",67,81.3,0.0643,9,"small_molecule|CHEBI:16411|blood","small_molecule","CHEBI:16411","indole-3-acetic acid","LLM_NAME_CLEANUP"
"group_L4_654eb856",67,93.1,0.1641,15,"small_molecule|CHEBI:50114|breast","small_molecule","CHEBI:50114","estrogen","LLM_NAME_CLEANUP"
"group_L4_7dd70dd8",67,86.5,0.2836,5,"pathogen_or_aggregate_exposure|NCBITaxon:1313|nasopharynx","pathogen_or_aggregate_exposure","NCBITaxon:1313","Streptococcus pneumoniae","LLM_NAME_CLEANUP"
"group_L4_aaa4da54",67,27.1,0.0184,4,"genetic_knockdown|HGNC:7553|peripheral blood","genetic_knockdown","HGNC:7553","MYC","LLM_NAME_CLEANUP"
"group_L4_897283e8",66,94.1,0.1436,5,"small_molecule|CHEBI:28748|breast","small_molecule","CHEBI:28748","doxorubicin","CHEBI_ALIAS"
"group_L4_6311c024",63,94.6,0.2559,23,"genetic_knockdown|MeSH:D008175|lung","genetic_knockdown","MeSH:D008175","lung cancer","LLM_NAME_CLEANUP"
"group_L4_ac8fe7ea",61,89.8,0.4334,5,"environmental|MeSH:D013119|blood","environmental","MeSH:D013119","spinal cord injury","LLM_NAME_CLEANUP"
"group_L4_87b13599",56,59.6,0.2341,5,"disease_vs_normal|MeSH:D001172|synovium","disease_vs_normal","MeSH:D001172","Arthritis, Rheumatoid","MESH_NAME"
"group_L4_8f0b3b9e",49,62.7,0.1529,18,"disease_vs_normal|MeSH:D015470|bone marrow","disease_vs_normal","MeSH:D015470","acute myeloid leukemia","LLM_NAME_CLEANUP"
"group_L4_5d10ee81",46,95.5,0.3723,30,"disease_vs_normal|MeSH:D001943|breast","disease_vs_normal","MeSH:D001943","breast cancer","LLM_NAME_CLEANUP"
"group_L4_e2c8aff6",39,34.5,0.0819,3,"environmental|MeSH:D005317|placenta","environmental","MeSH:D005317","Intrauterine Growth Restriction","LLM_NAME_CLEANUP"
"group_L4_5d02c61f",32,94.5,0.4697,5,"environmental|MeSH:D007252|blood","environmental","MeSH:D007252","influenza vaccine","LLM_NAME_CLEANUP"
"group_L4_5ca9f53d",21,56.3,0.0453,22,"disease_vs_normal|MeSH:D009369|blood","disease_vs_normal","MeSH:D009369","cancer","LLM_NAME_CLEANUP"
"group_L4_7284c83d",21,38.3,0.0306,3,"pathogen_or_aggregate_exposure|NCBITaxon:777|peripheral blood","pathogen_or_aggregate_exposure","NCBITaxon:777","Coxiella burnetii","LLM_NAME_CLEANUP"
"group_L4_fbaef709",19,0,0,3,"small_molecule|CHEBI:63637|skin","small_molecule","CHEBI:63637","vemurafenib","NO_RECOVERY"
"group_L4_2f25f949",18,6.8,0.0024,7,"environmental|MeSH:D003865|brain","environmental","MeSH:D003865","Major Depressive Disorder","LLM_NAME_CLEANUP"
"group_L4_9d140332",17,31.2,0.0354,3,"disease_vs_normal|STR:endometriosis|endometrium","disease_vs_normal","STR:endometriosis","endometriosis","STR_FALLBACK"
"group_L4_ac3c4024",6,0,0,3,"environmental|MeSH:D002289|lung","environmental","MeSH:D002289","Non-Small Cell Lung Cancer","LLM_NAME_CLEANUP"
"group_L4_f20ecdaa",6,0,0,3,"disease_vs_normal|MeSH:D054198|Blood","disease_vs_normal","MeSH:D054198","acute lymphoblastic leukemia","LLM_NAME_CLEANUP"
"group_L4_23d99677",0,61.7,0.0986,3,"disease_vs_normal|MeSH:D001424|blood","disease_vs_normal","MeSH:D001424","Bacterial Infections","NO_RECOVERY"
"group_L4_25bd1011",0,0,0,3,"small_molecule|CHEBI:50105|heart","small_molecule","CHEBI:50105","TNP-ATP<small><sup>5−</small></sup>","LLM_NAME_CLEANUP"
"group_L4_3551bca6",0,0,0,3,"pathogen_or_aggregate_exposure|NCBITaxon:10358|blood","pathogen_or_aggregate_exposure","NCBITaxon:10358","Cytomegalovirus","LLM_NAME_CLEANUP"
"group_L4_4c2f189a",0,0,0,3,"environmental|MeSH:D001172|synovium","environmental","MeSH:D001172","rheumatoid arthritis","LLM_NAME_CLEANUP"
