"cluster_id","kind","mode","n_studies","agent_id_resolved","canonical_name","n_members","n_members_resolved","n_named_diseases","n_named_compounds","n_distinct_ids","distinct_id_sample","is_minestrone"
"group_L1_eb78873c","disease_vs_normal","group",2,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L1_ebac1d15","disease_vs_normal","group",2,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L1_ec4f8494","disease_vs_normal","group",4,"UNK",NA,14,14,0,0,0,"",FALSE
"group_L1_ec78559d","disease_vs_normal","group",4,"UNK",NA,40,40,0,0,0,"",FALSE
"group_L1_ed15537f","pathogen_or_aggregate_exposure","group",2,"STR:hepatitis b virus","Hepatitis B virus",8,8,0,1,1,"STR:tlr7_cm",FALSE
"group_L1_ee0fb7e5","small_molecule","group",2,"CHEBI:145431","indisulam",4,4,0,1,1,"CHEBI:145431",FALSE
"group_L1_ee173cdc","disease_vs_normal","group",2,"UNK",NA,105,105,0,0,0,"",FALSE
"group_L1_ee54ec77","disease_vs_normal","group",2,"MeSH:D006976","Hypertension, Pulmonary",39,39,1,0,1,"MeSH:D006976",FALSE
"group_L1_eea2ad46","disease_vs_normal","group",2,"MeSH:D009875","Operator Regions, Genetic",3,3,1,0,1,"STR:caov2_primary_ovarian_cancer_cell",FALSE
"group_L1_eea9fe8d","small_molecule","group",2,"CHEBI:123456","N-ethyl-2-[(2R,3R,6S)-3-[(4-fluorophenyl)sulfonylamino]-2-(hydroxymethyl)-3,6-dihydro-2H-pyran-6-yl]acetamide",8,8,0,2,2,"STR:2_m_osimertinib_9d|STR:osimertinib_2_um_9d",TRUE
"group_L1_ef356ae1","disease_vs_normal","group",2,"UNK",NA,28,28,0,0,0,"",FALSE
"group_L1_ef6d35a3","small_molecule","group",3,"UNK",NA,44,44,0,0,0,"",FALSE
"group_L1_ef8b9068","disease_vs_normal","group",2,"UNK",NA,12,12,0,0,0,"",FALSE
"group_L1_ef96e672","disease_vs_normal","group",2,"UNK",NA,10,10,0,0,0,"",FALSE
"group_L1_f0dc6857","small_molecule","group",2,"UNK",NA,2,2,0,0,0,"",FALSE
"group_L1_f15164d7","disease_vs_normal","group",2,"UNK",NA,16,16,0,0,0,"",FALSE
"group_L1_f1b199d5","disease_vs_normal","group",2,"STR:breast_cancer_cells","breast cancer cells",5,5,1,0,1,"STR:breast_cancer_cells",FALSE
"group_L1_f1b631fc","small_molecule","group",2,"MeSH:D000989","Antistreptolysin",10,10,0,0,0,"",FALSE
"group_L1_f1d2dbcf","small_molecule","group",2,"CHEBI:16635","Met-tRNA<small><sup>Met</small></sup>",12,12,0,1,1,"STR:tgf_beta1",FALSE
"group_L1_f2348876","disease_vs_normal","group",2,"UNK",NA,21,21,0,0,0,"",FALSE
"group_L1_f237c61f","disease_vs_normal","group",2,"UNK",NA,29,29,0,0,0,"",FALSE
"group_L1_f2828b1f","disease_vs_normal","group",2,"UNK",NA,6,6,0,0,0,"",FALSE
"group_L1_f2dcee89","disease_vs_normal","group",2,"MeSH:D001254","Astrocytoma",3,3,1,0,1,"MeSH:D001254",FALSE
"group_L1_f3759447","small_molecule","group",2,"CHEBI:87197","dichlorophenyl dicarboximide fungicide",2,2,0,1,1,"CHEBI:39112",FALSE
"group_L1_f41b4dcf","disease_vs_normal","group",2,"UNK",NA,2,2,0,0,0,"",FALSE
"group_L1_f4acaf7b","disease_vs_normal","group",2,"UNK",NA,48,48,0,0,0,"",FALSE
"group_L1_f4b50c6d","disease_vs_normal","group",8,"UNK",NA,12,12,0,0,0,"",FALSE
"group_L1_f4fbe59c","disease_vs_normal","group",2,"UNK",NA,6,6,0,0,0,"",FALSE
"group_L1_f5ca365e","disease_vs_normal","group",2,"UNK",NA,3,3,0,0,0,"",FALSE
"group_L1_f5f335e7","disease_vs_normal","group",2,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L1_f65ea31a","disease_vs_normal","group",2,"STR:high_grade_serous_ovarian_cancer","high grade serous ovarian cancer",50,50,1,0,1,"STR:high_grade_serous_ovarian_cancer",FALSE
"group_L1_f6e5913a","small_molecule","group",2,"UNK",NA,9,9,0,0,0,"",FALSE
"group_L1_f7bd60e2","disease_vs_normal","group",3,"UNK",NA,5,5,0,0,0,"",FALSE
"group_L1_f8d27f8e","disease_vs_normal","group",4,"UNK",NA,39,39,0,0,0,"",FALSE
"group_L1_f947ec39","disease_vs_normal","group",2,"STR:pancreatic_ductal_adenocarcinoma","pancreatic ductal adenocarcinoma",4,4,1,0,1,"STR:pancreatic_ductal_adenocarcinoma",FALSE
"group_L1_f97b7f30","small_molecule","group",2,"CHEBI:42068","idarubicin",18,18,0,0,0,"",FALSE
"group_L1_f9f6bca4","disease_vs_normal","group",4,"MeSH:D008175","Lung Neoplasms",8,8,1,0,1,"MeSH:D008175",FALSE
"group_L1_fa36eb7d","pathogen_or_aggregate_exposure","group",2,"UNK",NA,63,63,0,0,0,"",FALSE
"group_L1_fa479273","disease_vs_normal","group",2,"MeSH:D006559","Pemphigoid Gestationis",3,3,1,0,1,"MeSH:D006528",FALSE
"group_L1_fa91b81b","small_molecule","group",2,"STR:glycine max 7s globulin","Glycine max 7S globulin",24,24,0,0,0,"",FALSE
"group_L1_faaaf7bf","pathogen_or_aggregate_exposure","group",2,"STR:tuberculosis","Tuberculosis",72,72,0,0,0,"",FALSE
"group_L1_fb72f56a","disease_vs_normal","group",2,"STR:adenocarcinoma","adenocarcinoma",6,6,1,0,1,"STR:adenocarcinoma",FALSE
"group_L1_fd4efa25","pathogen_or_aggregate_exposure","group",2,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L1_fdc0f00f","disease_vs_normal","group",2,"STR:human_colon_cancer_cells","human colon cancer cells",4,4,1,0,1,"STR:human_colon_cancer_cells",FALSE
"group_L1_fdf71acc","disease_vs_normal","group",2,"UNK",NA,32,32,0,0,0,"",FALSE
"group_L1_fdfe0a3f","disease_vs_normal","group",3,"UNK",NA,36,36,0,0,0,"",FALSE
"group_L1_feb7791f","disease_vs_normal","group",9,"UNK",NA,20,20,0,0,0,"",FALSE
"group_L1_feb86dda","pathogen_or_aggregate_exposure","group",3,"STR:hepatitis b virus","Hepatitis B virus",8,8,0,0,0,"",FALSE
"group_L1_fec7be60","disease_vs_normal","group",3,"UNK",NA,13,13,0,0,0,"",FALSE
"group_L1_ff48668d","disease_vs_normal","group",2,"UNK",NA,10,10,0,0,0,"",FALSE
"group_L2_002b1a2b","disease_vs_normal","group",2,"UNK",NA,24,24,0,0,0,"",FALSE
"group_L2_007a663b","disease_vs_normal","group",3,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L2_009c9a97","disease_vs_normal","group",2,"STR:no_doxycycline","no doxycycline",6,6,1,0,1,"STR:no_doxycycline",FALSE
"group_L2_01687567","disease_vs_normal","group",2,"MeSH:D015470","Leukemia, Myeloid, Acute",163,163,1,0,1,"MeSH:D015470",FALSE
"group_L2_017f2eeb","small_molecule","group",2,"CHEBI:68534","enzalutamide",4,4,0,2,2,"STR:10_um_enzalutamide_and_30_nm_onvansertib|STR:enza",TRUE
"group_L2_01b6d337","small_molecule","group",3,"CHEBI:123456","N-ethyl-2-[(2R,3R,6S)-3-[(4-fluorophenyl)sulfonylamino]-2-(hydroxymethyl)-3,6-dihydro-2H-pyran-6-yl]acetamide",15,15,0,4,4,"STR:2_m_osimertinib_9d|STR:osimertinib_1_um|STR:osimertinib_2_um_48h|STR:osimertinib_2_um_9d",TRUE
"group_L2_0204af40","disease_vs_normal","group",2,"UNK",NA,5,5,0,0,0,"",FALSE
"group_L2_02853784","disease_vs_normal","group",5,"MeSH:D015179","Colorectal Neoplasms",18,18,1,0,1,"MeSH:D015179",FALSE
"group_L2_02dcc35c","disease_vs_normal","group",6,"MeSH:D006559","Pemphigoid Gestationis",7,7,1,0,1,"STR:sgintc",FALSE
"group_L2_02dd19af","disease_vs_normal","group",2,"MeSH:D011271","Pregnancy, Ectopic",8,8,1,0,1,"MeSH:D011471",FALSE
"group_L2_03691bd9","disease_vs_normal","group",8,"UNK",NA,19,19,0,0,0,"",FALSE
"group_L2_03901172","small_molecule","group",4,"CHEBI:68534","enzalutamide",15,15,0,3,3,"CHEBI:68534|STR:enzalutamide_induction|STR:wt_100nm_plus_ezalutamide_1_micromolar",TRUE
"group_L2_03939419","disease_vs_normal","group",4,"MeSH:D011471","Prostatic Neoplasms",101,101,1,0,1,"MeSH:D011471",FALSE
"group_L2_039b5818","disease_vs_normal","group",4,"UNK",NA,8,8,0,0,0,"",FALSE
"group_L2_03f2262a","disease_vs_normal","group",5,"UNK",NA,20,20,0,0,0,"",FALSE
"group_L2_0417c240","disease_vs_normal","group",2,"STR:colon_cancer_organoids","colon cancer organoids",7,7,1,0,1,"STR:colon_cancer_organoids",FALSE
"group_L2_04258289","disease_vs_normal","group",3,"STR:breast_cancer_cells","breast cancer cells",7,7,1,0,1,"STR:breast_cancer_cells",FALSE
"group_L2_046b18af","disease_vs_normal","group",2,"STR:high_grade_serous_ovarian_cancer","high grade serous ovarian cancer",50,50,1,0,1,"STR:high_grade_serous_ovarian_cancer",FALSE
"group_L2_04f0fccd","disease_vs_normal","group",2,"UNK",NA,11,11,0,0,0,"",FALSE
"group_L2_0524962b","small_molecule","group",2,"CHEBI:46345","5-fluorouracil",8,8,0,1,1,"CHEBI:46345",FALSE
"group_L2_0597f44a","small_molecule","group",2,"CHEBI:17135","long-chain fatty alcohol",8,8,0,4,4,"CHEBI:50114|STR:10_nm_estrogen_for_12hr|STR:estrogen_12_hours|STR:estrogen_4_hours",TRUE
"group_L2_05ab9867","disease_vs_normal","group",2,"MeSH:D011471","Prostatic Neoplasms",5,5,1,0,1,"MeSH:D011471",FALSE
"group_L2_05e2e953","disease_vs_normal","group",2,"MeSH:D000077192","Adenocarcinoma of Lung",5,5,1,0,1,"MeSH:D000077192",FALSE
"group_L2_06098627","disease_vs_normal","group",2,"MeSH:D003110","Colonic Neoplasms",10,10,1,0,1,"MeSH:D003110",FALSE
"group_L2_0669d141","disease_vs_normal","group",2,"MeSH:D001943","Breast Neoplasms",13,13,1,0,1,"MeSH:D001943",FALSE
"group_L2_067854e2","small_molecule","group",2,"CHEBI:46345","5-fluorouracil",3,3,0,1,1,"STR:treated_with_5_fu_2hr",FALSE
"group_L2_06b7c3a4","disease_vs_normal","group",9,"UNK",NA,14,14,0,0,0,"",FALSE
"group_L2_074a6dcc","disease_vs_normal","group",3,"UNK",NA,10,10,0,0,0,"",FALSE
"group_L2_07590555","pathogen_or_aggregate_exposure","group",2,"STR:sars-cov-2","SARS-CoV-2",4,4,0,1,1,"STR:sars_cov_2_infected_moi_2",FALSE
"group_L2_07806671","disease_vs_normal","group",2,"STR:idiopathic_pulmonary_fibrosis_ipf","idiopathic pulmonary fibrosis (ipf)",11,11,1,0,1,"STR:idiopathic_pulmonary_fibrosis_ipf",FALSE
"group_L2_081ae1ec","disease_vs_normal","group",2,"UNK",NA,10,10,0,0,0,"",FALSE
"group_L2_0834c2cc","pathogen_or_aggregate_exposure","group",3,"UNK",NA,20,20,0,0,0,"",FALSE
"group_L2_08c502da","disease_vs_normal","group",4,"UNK",NA,52,52,0,0,0,"",FALSE
"group_L2_08e4c819","small_molecule","group",2,"CHEBI:232752","GSK-LSD1",12,12,0,1,1,"CHEBI:232752",FALSE
"group_L2_09593946","disease_vs_normal","group",6,"UNK",NA,10,10,0,0,0,"",FALSE
"group_L2_096587ec","small_molecule","group",2,"CHEBI:41774","tamoxifen",3,3,0,1,1,"CHEBI:41774",FALSE
"group_L2_0965cebb","small_molecule","group",2,"CHEBI:79685","3-Methoxy-19-norpregna-1,3,5(10)-trien-20-one",4,4,0,0,0,"",FALSE
"group_L2_09a5340a","small_molecule","group",2,"UNK",NA,8,8,0,0,0,"",FALSE
"group_L2_0a279cb0","disease_vs_normal","group",2,"UNK",NA,8,8,0,0,0,"",FALSE
"group_L2_0a6506eb","pathogen_or_aggregate_exposure","group",3,"UNK",NA,73,73,0,0,0,"",FALSE
"group_L2_0a66c23f","small_molecule","group",2,"MeSH:D003473","Neuromuscular Nondepolarizing Agents",4,4,0,0,0,"",FALSE
"group_L2_0b2e80a5","small_molecule","group",2,"CHEBI:45783","imatinib",2,2,0,1,1,"CHEBI:45783",FALSE
"group_L2_0b8839b8","small_molecule","group",2,"CHEBI:91435","linifanib",3,3,0,1,1,"CHEBI:91435",FALSE
"group_L2_0ba50327","disease_vs_normal","group",5,"MeSH:D013274","Stomach Neoplasms",25,25,1,0,1,"MeSH:D013274",FALSE
"group_L2_0bcebc2b","small_molecule","group",2,"CHEBI:30971","2<em>H</em>-azirine",6,6,0,2,2,"CHEBI:41879|STR:dox_for_24_hours",TRUE
"group_L2_0c811a4a","disease_vs_normal","group",2,"MeSH:D009369","Neoplasms",14,14,1,0,1,"MeSH:D009369",FALSE
"group_L2_0c891ca0","cytokine_stim","group",2,"STR:interferon gamma","Interferon gamma",3,3,0,2,2,"STR:ifn_g|STR:ifng",TRUE
"group_L2_0cac69d3","pathogen_or_aggregate_exposure","group",4,"UNK",NA,178,178,0,0,0,"",FALSE
"group_L2_0d718835","disease_vs_normal","group",2,"STR:hct116_colon_cancer_cell_line","hct116 colon cancer cell line",6,6,1,0,1,"STR:hct116_colon_cancer_cell_line",FALSE
"group_L2_0e085269","small_molecule","group",2,"CHEBI:38246","methyl (<i>S</i>)-3-hydroxypalmitate",4,4,0,2,2,"CHEBI:44616|STR:100_nm_4_hydroxy_tamoxifen_for_6_hours",TRUE
"group_L2_0ea4ede9","disease_vs_normal","group",3,"STR:prostate_cancer_cells","prostate cancer cells",12,12,1,0,1,"STR:prostate_cancer_cells",FALSE
"group_L2_100dda26","small_molecule","group",3,"UNK",NA,13,13,0,0,0,"",FALSE
"group_L2_10b46209","small_molecule","group",2,"UNK",NA,10,10,0,0,0,"",FALSE
"group_L2_1171e940","disease_vs_normal","group",2,"UNK",NA,5,5,0,0,0,"",FALSE
"group_L2_1221fb01","disease_vs_normal","group",2,"UNK",NA,14,14,0,0,0,"",FALSE
"group_L2_12b0299c","disease_vs_normal","group",5,"UNK",NA,62,62,0,0,0,"",FALSE
"group_L2_13163087","disease_vs_normal","group",2,"STR:colon_cancer_cell_line","colon cancer cell line",10,10,1,0,1,"STR:colon_cancer_cell_line",FALSE
"group_L2_133a2010","disease_vs_normal","group",2,"STR:breast_cancer_cell_line","breast cancer cell line",18,18,1,0,1,"STR:breast_cancer_cell_line",FALSE
"group_L2_139b054d","disease_vs_normal","group",12,"UNK",NA,43,43,0,0,0,"",FALSE
"group_L2_1415a232","disease_vs_normal","group",11,"STR:breast_cancer_cells","breast cancer cells",21,21,1,0,1,"STR:breast_cancer_cells",FALSE
"group_L2_1479a4e4","disease_vs_normal","group",2,"MeSH:D015470","Leukemia, Myeloid, Acute",4,4,1,0,1,"MeSH:D015470",FALSE
"group_L2_14c4f5cb","disease_vs_normal","group",2,"UNK",NA,30,30,0,0,0,"",FALSE
"group_L2_14d95b39","small_molecule","group",3,"UNK",NA,36,36,0,0,0,"",FALSE
"group_L2_15b268b4","disease_vs_normal","group",13,"MeSH:D001943","Breast Neoplasms",57,57,3,0,3,"MeSH:D001943|STR:breast_cancer_cells|STR:human_breast_cancer_cells",TRUE
"group_L2_15ce6d1c","disease_vs_normal","group",3,"UNK",NA,10,10,0,0,0,"",FALSE
"group_L2_15d87d71","disease_vs_normal","group",2,"STR:non_squamous","non-squamous",25,25,1,0,1,"STR:non_squamous",FALSE
"group_L2_15f16ab5","disease_vs_normal","group",9,"UNK",NA,23,23,0,0,0,"",FALSE
"group_L2_16816181","disease_vs_normal","group",2,"MeSH:D006290","Health Planning Technical Assistance",2,2,0,0,0,"",FALSE
"group_L2_16ef50dd","pathogen_or_aggregate_exposure","group",2,"UNK",NA,33,33,0,0,0,"",FALSE
"group_L2_17036a4a","disease_vs_normal","group",2,"UNK",NA,25,25,0,0,0,"",FALSE
"group_L2_1751675e","small_molecule","group",2,"CHEBI:88502","DG(16:1(9Z)/18:3(6Z,9Z,12Z)/0:0)",8,8,0,0,0,"",FALSE
"group_L2_17559310","small_molecule","group",2,"CHEBI:63637","vemurafenib",14,14,0,0,0,"",FALSE
"group_L2_179373e2","pathogen_or_aggregate_exposure","group",5,"UNK",NA,47,47,0,0,0,"",FALSE
"group_L2_17b12a2d","small_molecule","group",2,"UNK",NA,5,5,0,0,0,"",FALSE
"group_L2_18045fca","small_molecule","group",2,"CHEBI:136056","(18<i>S</i>)-resolvin E2(1−)",3,3,0,0,0,"",FALSE
"group_L2_1819a75a","disease_vs_normal","group",2,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L2_187eee1a","small_molecule","group",3,"CHEBI:63637","vemurafenib",12,12,0,1,1,"CHEBI:63637",FALSE
"group_L2_18f0e50d","disease_vs_normal","group",2,"UNK",NA,70,70,0,0,0,"",FALSE
"group_L2_19cb7a8b","disease_vs_normal","group",3,"MeSH:D001749","Urinary Bladder Neoplasms",62,62,1,0,1,"MeSH:D001749",FALSE
"group_L2_1a1da6fd","small_molecule","group",2,"CHEBI:23965","estradiol",2,2,0,0,0,"",FALSE
"group_L2_1a72fc63","disease_vs_normal","group",4,"UNK",NA,35,35,0,0,0,"",FALSE
"group_L2_1aedd65a","disease_vs_normal","group",2,"MeSH:D000077192","Adenocarcinoma of Lung",4,4,1,0,1,"MeSH:D000077192",FALSE
"group_L2_1b62fbb2","disease_vs_normal","group",8,"UNK",NA,23,23,0,0,0,"",FALSE
"group_L2_1bcdc123","disease_vs_normal","group",2,"UNK",NA,14,14,0,0,0,"",FALSE
"group_L2_1bde30f4","disease_vs_normal","group",2,"STR:human_esophageal_squamous_carcinoma_cells","human esophageal squamous carcinoma cells",2,2,1,0,1,"STR:human_esophageal_squamous_carcinoma_cells",FALSE
"group_L2_1c1b04fd","small_molecule","group",2,"CHEBI:134201","<em>P</em>-{α-<small>D</small>-Glc<em>p</em>NAc-(1→3)-[<small>D</small>-GroA-(2→1)]-α-<small>D</small>-Glc<em>p</em>NAc-6-yl}-α-<small>D</small>-Glc<em>p</em>NAc-(1→3)-[<em>P</em>-6-[CH<small><sub>2</sub></small>]<small><sub>5</sub></small>NH<small><sub>2</sub></small>]-α-<small>D</small>-Glc<em>p</em>NAc-(1→2)-<small>D</small>-GroA",15,15,0,14,14,"CHEBI:134689|CHEBI:145365|CHEBI:145374|CHEBI:177413|CHEBI:183639",TRUE
"group_L2_1c79d70f","disease_vs_normal","group",2,"STR:breast_cancer_zr75_1_cells","breast cancer zr75-1 cells",4,4,1,0,1,"STR:breast_cancer_zr75_1_cells",FALSE
"group_L2_1d3ef7be","disease_vs_normal","group",3,"UNK",NA,6,6,0,0,0,"",FALSE
"group_L2_1d8ba69a","disease_vs_normal","group",3,"STR:nsclc","nsclc",554,554,1,0,1,"STR:nsclc",FALSE
"group_L2_1dd941fa","disease_vs_normal","group",2,"MeSH:D009369","Neoplasms",2,2,1,0,1,"MeSH:D009369",FALSE
"group_L2_1e341cab","pathogen_or_aggregate_exposure","group",2,"CHEBI:16412","lipopolysaccharide",17,17,0,1,1,"CHEBI:16412",FALSE
"group_L2_1e8f5e13","disease_vs_normal","group",10,"UNK",NA,21,21,0,0,0,"",FALSE
"group_L2_1ea46774","disease_vs_normal","group",2,"MeSH:D009875","Operator Regions, Genetic",3,3,1,0,1,"STR:caov2_primary_ovarian_cancer_cell",FALSE
"group_L2_1f346788","pathogen_or_aggregate_exposure","group",5,"UNK",NA,13,13,0,0,0,"",FALSE
"group_L2_1f999e20","disease_vs_normal","group",2,"UNK",NA,10,10,0,0,0,"",FALSE
"group_L2_1fa7e688","small_molecule","group",2,"CHEBI:88502","DG(16:1(9Z)/18:3(6Z,9Z,12Z)/0:0)",4,4,0,0,0,"",FALSE
"group_L2_1fa80364","disease_vs_normal","group",2,"UNK",NA,6,6,0,0,0,"",FALSE
"group_L2_1fe47d69","pathogen_or_aggregate_exposure","group",4,"UNK",NA,152,152,0,0,0,"",FALSE
"group_L2_205be78b","small_molecule","group",2,"CHEBI:5078","flavonol",7,7,0,3,3,"CHEBI:47344|CHEBI:90620|STR:cediranib",TRUE
"group_L2_2098847f","disease_vs_normal","group",3,"UNK",NA,9,9,0,0,0,"",FALSE
"group_L2_20ec3a99","small_molecule","group",2,"CHEBI:88237","CDP-3,6-dideoxy-α-<small>D</small>-mannose",2,2,0,1,1,"CHEBI:61390",FALSE
"group_L2_212552d3","small_molecule","group",2,"STR:white bean 7s globulin","White Bean 7S globulin",43,43,0,0,0,"",FALSE
"group_L2_21da743f","disease_vs_normal","group",3,"UNK",NA,3,3,0,0,0,"",FALSE
"group_L2_223532cf","small_molecule","group",4,"CHEBI:17126","carnitine",22,22,0,2,2,"STR:lps_exposed|STR:lps_exposed_for_24_hours",TRUE
"group_L2_23634b54","small_molecule","group",2,"STR:kw2449","kw2449",4,4,0,1,1,"STR:kw2449",FALSE
"group_L2_23cab70f","small_molecule","group",2,"CHEBI:50280","(<i>R</i>)-lavandulyl diphosphate",3,3,0,1,1,"CHEBI:38940",FALSE
"group_L2_24647ced","disease_vs_normal","group",2,"UNK",NA,2,2,0,0,0,"",FALSE
"group_L2_248f520f","pathogen_or_aggregate_exposure","group",2,"MeSH:D015497","HIV-1",2,2,0,0,0,"",FALSE
"group_L2_24a887ae","small_molecule","group",2,"CHEBI:28748","doxorubicin",19,19,0,0,0,"",FALSE
"group_L2_25034ac8","small_molecule","group",2,"STR:ykl_5_124_100_nm","ykl-5-124 (100 nm)",4,4,0,1,1,"STR:ykl_5_124_100_nm",FALSE
"group_L2_25aae851","disease_vs_normal","group",2,"UNK",NA,5,5,0,0,0,"",FALSE
"group_L2_25b4b6a0","small_molecule","group",2,"STR:glycine max 7s globulin","Glycine max 7S globulin",26,26,0,0,0,"",FALSE
"group_L2_2648e734","small_molecule","group",2,"CHEBI:27899","cisplatin",4,4,0,1,1,"CHEBI:27899",FALSE
"group_L2_267f2726","disease_vs_normal","group",2,"MeSH:D009427","Netherlands Antilles",3,3,0,0,0,"",FALSE
"group_L2_269fcc70","disease_vs_normal","group",2,"UNK",NA,6,6,0,0,0,"",FALSE
"group_L2_26a838a3","disease_vs_normal","group",2,"UNK",NA,6,6,0,0,0,"",FALSE
"group_L2_26bf65f4","disease_vs_normal","group",2,"UNK",NA,5,5,0,0,0,"",FALSE
"group_L2_27952d98","disease_vs_normal","group",5,"UNK",NA,46,46,0,0,0,"",FALSE
"group_L2_27a29127","disease_vs_normal","group",2,"STR:breast_cancer_mcf7_cells","breast cancer mcf7 cells",4,4,1,0,1,"STR:breast_cancer_mcf7_cells",FALSE
"group_L2_27cea1f5","disease_vs_normal","group",2,"STR:j82_bladder_cancer_cell","j82 bladder cancer cell",9,9,1,0,1,"STR:j82_bladder_cancer_cell",FALSE
"group_L2_28be1385","disease_vs_normal","group",5,"UNK",NA,22,22,0,0,0,"",FALSE
"group_L2_28e5e792","disease_vs_normal","group",2,"MeSH:D006528","Carcinoma, Hepatocellular",10,10,1,0,1,"MeSH:D006528",FALSE
"group_L2_293d3428","disease_vs_normal","group",3,"MeSH:D000077192","Adenocarcinoma of Lung",38,38,1,0,1,"MeSH:D000077192",FALSE
"group_L2_29b0f7c2","disease_vs_normal","group",2,"STR:gastric_cancer_tissue","gastric cancer tissue",15,15,1,0,1,"STR:gastric_cancer_tissue",FALSE
"group_L2_29bb0be5","disease_vs_normal","group",2,"STR:human_colon_cancer_cells","human colon cancer cells",4,4,1,0,1,"STR:human_colon_cancer_cells",FALSE
"group_L2_2a09ad43","disease_vs_normal","group",3,"UNK",NA,5,5,0,0,0,"",FALSE
"group_L2_2a7ef0ab","pathogen_or_aggregate_exposure","group",3,"STR:tuberculosis","Tuberculosis",51,51,0,0,0,"",FALSE
"group_L2_2b5cbb06","disease_vs_normal","group",3,"MeSH:D001943","Breast Neoplasms",36,36,1,0,1,"MeSH:D001943",FALSE
"group_L2_2bb5a6bf","small_molecule","group",2,"CHEBI:134203","<em>P</em>-{α-<small>D</small>-Glc<em>p</em>NAc-(1→3)-[<small>D</small>-GroA-(2→1)]-α-<small>D</small>-Glc<em>p</em>NAc-6-yl}-α-<small>D</small>-Glc<em>p</em>NAc-(1→3)-[<small>D</small>-GroA-(2→1)]-α-<small>D</small>-Glc<em>p</em>NAc-<em>P</em>-6-[CH<small><sub>2</sub></small>]<small><sub>5</sub></small>NHC(=O)[CH<small><sub>2</sub></small>]<small><sub>4</sub></small>C(=O)NHR group",26,26,0,25,25,"CHEBI:134689|CHEBI:140592|CHEBI:145374|CHEBI:177413|CHEBI:177705",TRUE
"group_L2_2be1d537","small_molecule","group",2,"CHEBI:5091","flecainide acetate",14,14,0,0,0,"",FALSE
"group_L2_2be1f9b8","disease_vs_normal","group",19,"UNK",NA,57,57,0,0,0,"",FALSE
"group_L2_2c529def","disease_vs_normal","group",2,"UNK",NA,10,10,0,0,0,"",FALSE
"group_L2_2d6c8eea","small_molecule","group",2,"CHEBI:2663","amiodarone",26,26,0,0,0,"",FALSE
"group_L2_2e2aa928","pathogen_or_aggregate_exposure","group",2,"STR:malaria","Malaria",74,74,0,0,0,"",FALSE
"group_L2_2e61e853","disease_vs_normal","group",2,"UNK",NA,9,9,0,0,0,"",FALSE
"group_L2_2ebb1a94","small_molecule","group",2,"CHEBI:78823","<em>O</em>-(<em>S</em>-3-oxo-4-methylhexanoylpantetheine-4'-phosphoryl)serine(1−) residue",3,3,0,0,0,"",FALSE
"group_L2_2ed46b14","disease_vs_normal","group",3,"UNK",NA,111,111,0,0,0,"",FALSE
"group_L2_319b9c86","disease_vs_normal","group",2,"UNK",NA,2,2,0,0,0,"",FALSE
"group_L2_319e5188","small_molecule","group",2,"UNK",NA,7,7,0,0,0,"",FALSE
"group_L2_31ddf5dd","disease_vs_normal","group",3,"UNK",NA,38,38,0,0,0,"",FALSE
"group_L2_31f82049","disease_vs_normal","group",2,"STR:pancreatic_ductal_adenocarcinoma","pancreatic ductal adenocarcinoma",4,4,1,0,1,"STR:pancreatic_ductal_adenocarcinoma",FALSE
"group_L2_32608948","disease_vs_normal","group",2,"UNK",NA,64,64,0,0,0,"",FALSE
"group_L2_32900091","disease_vs_normal","group",2,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L2_32e617f3","disease_vs_normal","group",3,"UNK",NA,3,3,0,0,0,"",FALSE
"group_L2_32e94a07","disease_vs_normal","group",3,"UNK",NA,86,86,0,0,0,"",FALSE
"group_L2_33299757","small_molecule","group",4,"UNK",NA,55,55,0,0,0,"",FALSE
"group_L2_332fbd2a","small_molecule","group",2,"CHEBI:8378","prednisolone",10,10,0,0,0,"",FALSE
"group_L2_3332f447","disease_vs_normal","group",2,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L2_3349e8e4","disease_vs_normal","group",2,"UNK",NA,29,29,0,0,0,"",FALSE
"group_L2_33adef3a","small_molecule","group",2,"UNK",NA,11,11,0,0,0,"",FALSE
"group_L2_33c2ebc1","disease_vs_normal","group",2,"STR:hcc","hcc",16,16,1,0,1,"STR:hcc",FALSE
"group_L2_34b65742","disease_vs_normal","group",2,"UNK",NA,5,5,0,0,0,"",FALSE
"group_L2_34d254c5","disease_vs_normal","group",2,"STR:formalin_fixed_paraffin_embedded_ffpe_tumor_tissue_block_from_human_nf2_patient","formalin-fixed, paraffin-embedded (ffpe) tumor tissue block from human nf2 patient",4,4,1,0,1,"STR:formalin_fixed_paraffin_embedded_ffpe_tumor_tissue_block_from_human_nf2_patient",FALSE
"group_L2_35453f03","disease_vs_normal","group",2,"UNK",NA,66,66,0,0,0,"",FALSE
