"post_seg2","klass","level","n","n_ov","k_pre","k_post"
"NCBITaxon:1773","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:1773","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:1773","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:1773","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:1773","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:1773","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:1773","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:1773","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:1773","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:1773","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:1773","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:1773","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:1773","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:1773","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:1773","nuova_coalescenza_override",1,3,3,0,1
"NCBITaxon:1773","nuova_coalescenza_override",0,3,3,0,1
"NCBITaxon:1773","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:1773","fusione_in_esistente",1,6,5,1,1
"NCBITaxon:1773","fusione_in_esistente",0,6,5,1,1
"NCBITaxon:210","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:210","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:210","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:210","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:234","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:234","fusione_in_esistente",2,3,2,1,1
"NCBITaxon:234","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:234","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:234","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:234","fusione_in_esistente",1,3,2,1,1
"NCBITaxon:234","fusione_in_esistente",0,3,2,1,1
"NCBITaxon:234","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:234","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:234","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:234","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:2560525","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:2560525","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:2560525","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:2560525","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:2560525","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:2560526","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:2560526","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:2560526","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:2560526","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:2560526","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",4,3,3,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:2697049","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:2697049","fusione_in_esistente",2,2,1,1,1
"NCBITaxon:2697049","nuova_coalescenza_override",2,3,3,0,1
"NCBITaxon:2697049","fusione_in_esistente",2,13,12,1,1
"NCBITaxon:2697049","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:2697049","fusione_in_esistente",2,2,1,1,1
"NCBITaxon:2697049","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",2,3,3,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:2697049","fusione_in_esistente",2,3,2,1,1
"NCBITaxon:2697049","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:2697049","fusione_in_esistente",3,2,1,1,1
"NCBITaxon:2697049","fusione_in_esistente",3,3,2,1,1
"NCBITaxon:2697049","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:2697049","fusione_in_esistente",2,2,1,1,1
"NCBITaxon:2697049","fusione_in_esistente",2,2,1,1,1
"NCBITaxon:2697049","nuova_coalescenza_override",3,3,3,0,1
"NCBITaxon:2697049","fusione_in_esistente",3,2,1,1,1
"NCBITaxon:2697049","fusione_in_esistente",3,2,1,1,1
"NCBITaxon:2697049","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:2697049","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:2697049","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:2697049","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:2697049","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:2697049","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",1,5,5,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",0,5,5,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",1,3,3,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",0,3,3,0,1
"NCBITaxon:2697049","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:2697049","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:2697049","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:2697049","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:2697049","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:2697049","fusione_in_esistente",1,13,12,1,1
"NCBITaxon:2697049","fusione_in_esistente",0,12,11,1,1
"NCBITaxon:2697049","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:2697049","fusione_in_esistente",1,3,2,1,1
"NCBITaxon:2697049","fusione_in_esistente",0,3,2,1,1
"NCBITaxon:2697049","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:2697049","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:2702","nuova_coalescenza_override",4,3,3,0,1
"NCBITaxon:2702","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:2702","nuova_coalescenza_override",3,3,3,0,1
"NCBITaxon:2702","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:2702","nuova_coalescenza_override",2,3,3,0,1
"NCBITaxon:2702","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:2702","nuova_coalescenza_override",1,3,3,0,1
"NCBITaxon:2702","nuova_coalescenza_override",0,3,3,0,1
"NCBITaxon:2702","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:2702","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:277944","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:277944","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:277944","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:277944","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:277944","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:2848072","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:2848072","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:2848072","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:2848072","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:2848072","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:2848072","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:2848072","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:2848072","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:2848072","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:2848072","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:2848072","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:2848072","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:2848072","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:2848072","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:2848072","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:287","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:287","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:287","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:287","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:287","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:287","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:290028","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:3052230","fusione_in_esistente",2,2,1,1,1
"NCBITaxon:3052230","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:3052230","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:3052230","fusione_in_esistente",3,2,1,1,1
"NCBITaxon:3052230","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:3052230","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:3052731","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:3052731","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:3052731","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:3052731","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:3052731","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:3052731","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:3052731","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:31631","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:31631","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:31631","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:31631","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:31631","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:329641","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:329641","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:329641","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:329641","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:329641","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:329641","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:329641","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:329641","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:329641","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:329641","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:333760","nuova_coalescenza_override",2,4,4,0,1
"NCBITaxon:333760","nuova_coalescenza_override",3,4,4,0,1
"NCBITaxon:37296","nuova_coalescenza_override",4,3,3,0,1
"NCBITaxon:37296","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:37296","fusione_in_esistente",2,2,1,1,1
"NCBITaxon:37296","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:37296","nuova_coalescenza_override",2,3,3,0,1
"NCBITaxon:37296","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:37296","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:37296","nuova_coalescenza_override",3,3,3,0,1
"NCBITaxon:37296","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:37296","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:37296","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:37959","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:37959","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",4,5,5,0,1
"NCBITaxon:39054","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",2,3,3,0,1
"NCBITaxon:39054","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",3,3,3,0,1
"NCBITaxon:39054","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:39054","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:446","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:446","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:446","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:446","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:446","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:446","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:446","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:446","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:446","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:446","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:446","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:446","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:446","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:446","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:446","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:463676","nuova_coalescenza_override",4,5,5,0,1
"NCBITaxon:463676","nuova_coalescenza_override",4,6,6,0,1
"NCBITaxon:463676","nuova_coalescenza_override",2,6,6,0,1
"NCBITaxon:463676","nuova_coalescenza_override",2,4,4,0,1
"NCBITaxon:463676","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:463676","nuova_coalescenza_override",3,6,6,0,1
"NCBITaxon:463676","nuova_coalescenza_override",3,4,4,0,1
"NCBITaxon:463676","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:463676","nuova_coalescenza_override",1,6,6,0,1
"NCBITaxon:463676","nuova_coalescenza_override",0,6,6,0,1
"NCBITaxon:463676","nuova_coalescenza_override",1,4,4,0,1
"NCBITaxon:463676","nuova_coalescenza_override",0,4,4,0,1
"NCBITaxon:463676","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:463676","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:47770","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:487","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:487","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:487","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:487","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:487","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:487","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:493803","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:493803","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:493803","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:493803","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:493803","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:493803","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:5476","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:5476","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:5476","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:5476","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:5476","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:5476","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:5476","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:5476","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:5476","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:5476","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:5476","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:5476","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:5476","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:5476","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:5476","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:5476","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:5476","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:562","fusione_in_esistente",3,2,1,1,1
"NCBITaxon:562","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:562","fusione_in_esistente",2,2,1,1,1
"NCBITaxon:562","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:562","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:562","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:562","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:5658","nuova_coalescenza_override",4,3,3,0,1
"NCBITaxon:5658","nuova_coalescenza_override",3,3,3,0,1
"NCBITaxon:5693","fusione_in_esistente",3,2,1,1,1
"NCBITaxon:5811","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:5811","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:5811","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:5811","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:5811","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:5811","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:5811","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:5811","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:5811","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:5811","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:5811","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:5811","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:5811","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:5833","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:5833","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:5833","fusione_in_esistente",1,2,1,1,1
"NCBITaxon:5833","fusione_in_esistente",0,2,1,1,1
"NCBITaxon:5833","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:5833","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:5833","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:5833","nuova_coalescenza_override",2,3,3,0,1
"NCBITaxon:5833","fusione_in_esistente",3,2,1,1,1
"NCBITaxon:5833","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:5833","fusione_in_esistente",2,2,1,1,1
"NCBITaxon:5833","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:5833","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:5833","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:5833","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:5833","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:5833","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:5833","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:5833","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:5833","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:64320","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:666","nuova_coalescenza_override",3,5,5,0,1
"NCBITaxon:666","nuova_coalescenza_override",2,3,3,0,1
"NCBITaxon:666","nuova_coalescenza_override",1,3,3,0,1
"NCBITaxon:666","nuova_coalescenza_override",0,3,3,0,1
"NCBITaxon:670","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:670","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:670","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:6956","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:6956","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:6956","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:6956","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:6956","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:6956","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:6956","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:727","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:727","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:727","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:727","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:727","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:746128","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:746128","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:746128","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:746128","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:746128","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:777","fusione_in_esistente",2,4,3,1,1
"NCBITaxon:777","fusione_in_esistente",1,4,3,1,1
"NCBITaxon:777","fusione_in_esistente",0,4,3,1,1
"NCBITaxon:813","nuova_coalescenza_override",3,3,3,0,1
"NCBITaxon:813","fusione_in_esistente",2,3,2,1,1
"NCBITaxon:813","nuova_coalescenza_override",2,3,3,0,1
"NCBITaxon:813","fusione_in_esistente",3,3,2,1,1
"NCBITaxon:813","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:813","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:813","fusione_in_esistente",1,3,2,1,1
"NCBITaxon:813","fusione_in_esistente",0,3,2,1,1
"NCBITaxon:837","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:837","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:837","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:837","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:837","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:837","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:837","nuova_coalescenza_override",0,2,2,0,1
"NCBITaxon:90370","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:90370","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:90371","nuova_coalescenza_override",4,3,3,0,1
"NCBITaxon:90371","nuova_coalescenza_override",4,2,2,0,1
"NCBITaxon:90371","nuova_coalescenza_override",3,3,3,0,1
"NCBITaxon:90371","nuova_coalescenza_override",2,3,3,0,1
"NCBITaxon:90371","nuova_coalescenza_override",2,2,2,0,1
"NCBITaxon:90371","nuova_coalescenza_override",3,2,2,0,1
"NCBITaxon:90371","nuova_coalescenza_override",1,3,3,0,1
"NCBITaxon:90371","nuova_coalescenza_override",0,3,3,0,1
"NCBITaxon:90371","nuova_coalescenza_override",1,2,2,0,1
"NCBITaxon:90371","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:132082","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:132082","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:132974","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:132974","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:132974","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:132974","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:132974","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:133021","fusione_in_esistente",1,2,1,1,1
"CHEBI:133021","fusione_in_esistente",0,2,1,1,1
"CHEBI:133021","fusione_in_esistente",2,2,1,1,1
"CHEBI:133021","fusione_in_esistente",3,2,1,1,1
"CHEBI:134677","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:134677","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:134677","nuova_coalescenza_override",2,2,2,0,1
