"regola","n_cond","prec_A","cop_A","n_A"
"n_studi_model<=0 & !dominato_da_modello & !entita_NCBITaxon",3,0.32258064516129,0.434782608695652,31
"n_studi_model<=0 & !entita_NCBITaxon & verso_gain",3,0.32258064516129,0.434782608695652,31
"n_studi_model<=2 & frazione_efficace>=0.5 & I2_med<=60",3,0.32258064516129,0.434782608695652,31
"n_studi_model<=2 & I2_med<=60 & !materiale_misto",3,0.32258064516129,0.434782608695652,31
"n_studi_model<=2 & !dominato & !ramo_anchor",3,0.32258064516129,0.434782608695652,31
"frazione_efficace>=0.5 & I2_med<=60 & I2_med<=70",3,0.32258064516129,0.434782608695652,31
"frazione_efficace>=0.5 & I2_med<=60 & verso_gain",3,0.32258064516129,0.434782608695652,31
"frazione_efficace>=0.5 & !dominato & !materiale_misto",3,0.32258064516129,0.434782608695652,31
"I2_med<=60 & !materiale_misto & !entita_NCBITaxon",3,0.32258064516129,0.434782608695652,31
"frazione_efficace>=0.7 & !dominato",2,0.321428571428571,0.391304347826087,28
"k_effective<=5 & frazione_efficace>=0.5 & I2_med<=60",3,0.321428571428571,0.391304347826087,28
"k_effective<=6 & I2_med<=50 & !entita_MeSH",3,0.321428571428571,0.391304347826087,28
"k_effective<=6 & I2_med<=50 & !ramo_anchor",3,0.321428571428571,0.391304347826087,28
"k_effective<=8 & n_studi_model<=1 & I2_med<=50",3,0.321428571428571,0.391304347826087,28
"k_effective<=8 & I2_med<=50 & !dominato_da_modello",3,0.321428571428571,0.391304347826087,28
"k_effective<=10 & k_kish<=5 & !dominato",3,0.321428571428571,0.391304347826087,28
"k_effective<=10 & !dominato & !entita_STR",3,0.321428571428571,0.391304347826087,28
"k_effective<=10 & !dominato & !ramo_anchor",3,0.321428571428571,0.391304347826087,28
"frazione_efficace>=0.5 & frazione_efficace>=0.7 & !dominato",3,0.321428571428571,0.391304347826087,28
"frazione_efficace>=0.6 & frazione_efficace>=0.7 & !dominato",3,0.321428571428571,0.391304347826087,28
"frazione_efficace>=0.7 & !dominato & !dominato_da_modello",3,0.321428571428571,0.391304347826087,28
"frazione_efficace>=0.7 & !dominato & verso_gain",3,0.321428571428571,0.391304347826087,28
"frazione_efficace>=0.7 & !dominato_da_modello & !stessi_membri",3,0.321428571428571,0.391304347826087,28
"frazione_efficace>=0.7 & !dominato_da_modello & !entita_STR",3,0.321428571428571,0.391304347826087,28
"frazione_efficace>=0.7 & !stessi_membri & controllo_veicolo",3,0.321428571428571,0.391304347826087,28
"frazione_efficace>=0.7 & !entita_STR & !entita_NCBITaxon",3,0.321428571428571,0.391304347826087,28
"I2_med<=60 & !materiale_misto & !ramo_anchor",3,0.321428571428571,0.391304347826087,28
"!dominato & !materiale_misto & !stessi_membri",3,0.321428571428571,0.391304347826087,28
"!dominato & !materiale_misto & !entita_STR",3,0.321428571428571,0.391304347826087,28
"n_studi_model<=1 & frazione_efficace>=0.5 & !materiale_misto",3,0.320754716981132,0.739130434782609,53
"n_studi_model<=1 & !materiale_misto & !ramo_anchor",3,0.320754716981132,0.739130434782609,53
"k_effective<=5 & frazione_efficace>=0.5 & !entita_NCBITaxon",3,0.32,0.695652173913043,50
"k_effective<=5 & stessi_membri",2,0.32,0.347826086956522,25
"k_effective<=5 & k_effective<=6 & stessi_membri",3,0.32,0.347826086956522,25
"k_effective<=5 & k_effective<=8 & stessi_membri",3,0.32,0.347826086956522,25
"k_effective<=5 & k_effective<=10 & stessi_membri",3,0.32,0.347826086956522,25
"k_effective<=5 & n_studi_model<=2 & stessi_membri",3,0.32,0.347826086956522,25
"k_effective<=5 & I2_med<=50 & !dominato_da_modello",3,0.32,0.347826086956522,25
"k_effective<=5 & stessi_membri & verso_gain",3,0.32,0.347826086956522,25
"k_effective<=6 & n_studi_model<=0 & !ramo_anchor",3,0.32,0.347826086956522,25
"k_effective<=6 & stessi_membri & !entita_NCBITaxon",3,0.32,0.347826086956522,25
"k_effective<=8 & n_studi_model<=0 & frazione_efficace>=0.5",3,0.32,0.347826086956522,25
"n_studi_model<=0 & !entita_MeSH & controllo_veicolo",3,0.32,0.347826086956522,25
"n_studi_model<=0 & !entita_NCBITaxon & !ramo_anchor",3,0.32,0.347826086956522,25
"n_studi_model<=1 & I2_med<=50 & !ramo_anchor",3,0.32,0.347826086956522,25
"frazione_efficace>=0.7 & !dominato & !stessi_membri",3,0.32,0.347826086956522,25
"frazione_efficace>=0.7 & !stessi_membri & !entita_STR",3,0.32,0.347826086956522,25
"frazione_efficace>=0.7 & !stessi_membri & !entita_MeSH",3,0.32,0.347826086956522,25
"frazione_efficace>=0.7 & !entita_STR & !entita_MeSH",3,0.32,0.347826086956522,25
"stessi_membri & !entita_MeSH & !entita_NCBITaxon",3,0.32,0.347826086956522,25
"k_effective<=5 & frazione_efficace>=0.5 & !entita_MeSH",3,0.319148936170213,0.652173913043478,47
"k_effective<=6 & !entita_MeSH & !entita_NCBITaxon",3,0.318181818181818,0.91304347826087,66
"k_effective<=6 & frazione_efficace>=0.5 & !entita_STR",3,0.318181818181818,0.608695652173913,44
"k_effective<=6 & frazione_efficace>=0.6 & !entita_NCBITaxon",3,0.318181818181818,0.608695652173913,44
"k_kish<=2 & frazione_efficace>=0.5",2,0.318181818181818,0.304347826086957,22
"n_studi_model<=0 & !stessi_membri",2,0.318181818181818,0.304347826086957,22
"k_effective<=3 & k_kish<=2 & !materiale_misto",3,0.318181818181818,0.304347826086957,22
"k_effective<=3 & frazione_efficace>=0.5 & !entita_STR",3,0.318181818181818,0.304347826086957,22
"k_effective<=3 & frazione_efficace>=0.6 & !dominato_da_modello",3,0.318181818181818,0.304347826086957,22
"k_effective<=4 & k_kish<=2 & frazione_efficace>=0.5",3,0.318181818181818,0.304347826086957,22
"k_effective<=4 & n_studi_model<=0 & !entita_NCBITaxon",3,0.318181818181818,0.304347826086957,22
"k_effective<=5 & k_kish<=2 & frazione_efficace>=0.5",3,0.318181818181818,0.304347826086957,22
"k_effective<=5 & n_studi_model<=1 & stessi_membri",3,0.318181818181818,0.304347826086957,22
"k_effective<=5 & !dominato_da_modello & stessi_membri",3,0.318181818181818,0.304347826086957,22
"k_effective<=6 & k_kish<=2 & frazione_efficace>=0.5",3,0.318181818181818,0.304347826086957,22
"k_effective<=6 & n_studi_model<=1 & stessi_membri",3,0.318181818181818,0.304347826086957,22
"k_effective<=6 & frazione_efficace>=0.5 & stessi_membri",3,0.318181818181818,0.304347826086957,22
"k_effective<=6 & !materiale_misto & stessi_membri",3,0.318181818181818,0.304347826086957,22
"k_effective<=8 & k_kish<=2 & frazione_efficace>=0.5",3,0.318181818181818,0.304347826086957,22
"k_effective<=10 & k_kish<=2 & frazione_efficace>=0.5",3,0.318181818181818,0.304347826086957,22
"k_effective<=10 & n_studi_model<=0 & !stessi_membri",3,0.318181818181818,0.304347826086957,22
"k_kish<=2 & k_kish<=3 & frazione_efficace>=0.5",3,0.318181818181818,0.304347826086957,22
"k_kish<=2 & k_kish<=4 & frazione_efficace>=0.5",3,0.318181818181818,0.304347826086957,22
"k_kish<=2 & k_kish<=5 & frazione_efficace>=0.5",3,0.318181818181818,0.304347826086957,22
"k_kish<=2 & n_studi_model<=1 & frazione_efficace>=0.5",3,0.318181818181818,0.304347826086957,22
"k_kish<=2 & n_studi_model<=2 & frazione_efficace>=0.5",3,0.318181818181818,0.304347826086957,22
"k_kish<=2 & frazione_efficace>=0.5 & dominato",3,0.318181818181818,0.304347826086957,22
"k_kish<=2 & frazione_efficace>=0.5 & !entita_MeSH",3,0.318181818181818,0.304347826086957,22
"k_kish<=2 & frazione_efficace>=0.5 & verso_gain",3,0.318181818181818,0.304347826086957,22
"k_kish<=4 & frazione_efficace>=0.5 & I2_med<=50",3,0.318181818181818,0.304347826086957,22
"k_kish<=4 & frazione_efficace>=0.5 & stessi_membri",3,0.318181818181818,0.304347826086957,22
"k_kish<=4 & stessi_membri & !ramo_anchor",3,0.318181818181818,0.304347826086957,22
"k_kish<=5 & frazione_efficace>=0.5 & stessi_membri",3,0.318181818181818,0.304347826086957,22
"k_kish<=5 & stessi_membri & !ramo_anchor",3,0.318181818181818,0.304347826086957,22
"n_studi_model<=0 & n_studi_model<=1 & !stessi_membri",3,0.318181818181818,0.304347826086957,22
"n_studi_model<=0 & n_studi_model<=2 & !stessi_membri",3,0.318181818181818,0.304347826086957,22
"n_studi_model<=0 & !materiale_misto & !stessi_membri",3,0.318181818181818,0.304347826086957,22
"n_studi_model<=0 & !dominato_da_modello & !stessi_membri",3,0.318181818181818,0.304347826086957,22
"n_studi_model<=0 & !stessi_membri & controllo_veicolo",3,0.318181818181818,0.304347826086957,22
"n_studi_model<=0 & !stessi_membri & verso_gain",3,0.318181818181818,0.304347826086957,22
"n_studi_model<=1 & !dominato_da_modello & stessi_membri",3,0.318181818181818,0.304347826086957,22
"n_studi_model<=1 & stessi_membri & !entita_MeSH",3,0.318181818181818,0.304347826086957,22
"frazione_efficace>=0.5 & I2_med<=50 & controllo_veicolo",3,0.318181818181818,0.304347826086957,22
"frazione_efficace>=0.5 & stessi_membri & !entita_MeSH",3,0.318181818181818,0.304347826086957,22
"!materiale_misto & stessi_membri & !ramo_anchor",3,0.318181818181818,0.304347826086957,22
"!dominato_da_modello & stessi_membri & !ramo_anchor",3,0.318181818181818,0.304347826086957,22
"k_effective<=6 & n_studi_model<=1 & frazione_efficace>=0.6",3,0.317073170731707,0.565217391304348,41
"k_effective<=6 & k_kish<=5 & frazione_efficace>=0.5",3,0.315789473684211,0.782608695652174,57
"k_effective<=6 & n_studi_model<=1 & !ramo_anchor",3,0.315789473684211,0.782608695652174,57
"k_effective<=6 & !materiale_misto & !ramo_anchor",3,0.315789473684211,0.782608695652174,57
"k_effective<=8 & frazione_efficace>=0.5 & !materiale_misto",3,0.315789473684211,0.782608695652174,57
"k_effective<=8 & frazione_efficace>=0.6 & !stessi_membri",3,0.315789473684211,0.521739130434783,38
"k_effective<=5 & frazione_efficace>=0.7",2,0.315789473684211,0.260869565217391,19
"k_kish<=4 & frazione_efficace>=0.7",2,0.315789473684211,0.260869565217391,19
"I2_med<=70 & stessi_membri",2,0.315789473684211,0.260869565217391,19
"k_effective<=3 & k_kish<=2 & frazione_efficace>=0.5",3,0.315789473684211,0.260869565217391,19
"k_effective<=3 & frazione_efficace>=0.5 & I2_med<=60",3,0.315789473684211,0.260869565217391,19
"k_effective<=3 & !stessi_membri & !entita_STR",3,0.315789473684211,0.260869565217391,19
"k_effective<=5 & k_effective<=6 & frazione_efficace>=0.7",3,0.315789473684211,0.260869565217391,19
"k_effective<=5 & k_effective<=8 & frazione_efficace>=0.7",3,0.315789473684211,0.260869565217391,19
"k_effective<=5 & k_effective<=10 & frazione_efficace>=0.7",3,0.315789473684211,0.260869565217391,19
"k_effective<=5 & k_kish<=4 & frazione_efficace>=0.7",3,0.315789473684211,0.260869565217391,19
"k_effective<=5 & k_kish<=5 & frazione_efficace>=0.7",3,0.315789473684211,0.260869565217391,19
"k_effective<=5 & n_studi_model<=2 & frazione_efficace>=0.7",3,0.315789473684211,0.260869565217391,19
"k_effective<=5 & frazione_efficace>=0.5 & frazione_efficace>=0.7",3,0.315789473684211,0.260869565217391,19
"k_effective<=5 & frazione_efficace>=0.6 & frazione_efficace>=0.7",3,0.315789473684211,0.260869565217391,19
"k_effective<=5 & frazione_efficace>=0.7 & !entita_NCBITaxon",3,0.315789473684211,0.260869565217391,19
"k_effective<=5 & frazione_efficace>=0.7 & controllo_veicolo",3,0.315789473684211,0.260869565217391,19
"k_effective<=5 & frazione_efficace>=0.7 & verso_gain",3,0.315789473684211,0.260869565217391,19
"k_effective<=6 & k_kish<=4 & frazione_efficace>=0.7",3,0.315789473684211,0.260869565217391,19
"k_effective<=8 & k_kish<=4 & frazione_efficace>=0.7",3,0.315789473684211,0.260869565217391,19
"k_effective<=8 & frazione_efficace>=0.5 & entita_STR",3,0.315789473684211,0.260869565217391,19
"k_effective<=8 & I2_med<=70 & stessi_membri",3,0.315789473684211,0.260869565217391,19
"k_effective<=10 & k_kish<=4 & frazione_efficace>=0.7",3,0.315789473684211,0.260869565217391,19
"k_effective<=10 & frazione_efficace>=0.5 & entita_STR",3,0.315789473684211,0.260869565217391,19
"k_effective<=10 & I2_med<=70 & stessi_membri",3,0.315789473684211,0.260869565217391,19
"k_kish<=2 & frazione_efficace>=0.5 & I2_med<=70",3,0.315789473684211,0.260869565217391,19
"k_kish<=4 & k_kish<=5 & frazione_efficace>=0.7",3,0.315789473684211,0.260869565217391,19
"k_kish<=4 & n_studi_model<=2 & frazione_efficace>=0.7",3,0.315789473684211,0.260869565217391,19
"k_kish<=4 & frazione_efficace>=0.5 & frazione_efficace>=0.7",3,0.315789473684211,0.260869565217391,19
"k_kish<=4 & frazione_efficace>=0.6 & frazione_efficace>=0.7",3,0.315789473684211,0.260869565217391,19
"k_kish<=4 & frazione_efficace>=0.7 & !entita_NCBITaxon",3,0.315789473684211,0.260869565217391,19
"k_kish<=4 & frazione_efficace>=0.7 & controllo_veicolo",3,0.315789473684211,0.260869565217391,19
"k_kish<=4 & frazione_efficace>=0.7 & verso_gain",3,0.315789473684211,0.260869565217391,19
"k_kish<=4 & !dominato & !ramo_anchor",3,0.315789473684211,0.260869565217391,19
"k_kish<=5 & frazione_efficace>=0.7 & !ramo_anchor",3,0.315789473684211,0.260869565217391,19
"n_studi_model<=1 & frazione_efficace>=0.5 & entita_STR",3,0.315789473684211,0.260869565217391,19
"n_studi_model<=2 & frazione_efficace>=0.5 & entita_STR",3,0.315789473684211,0.260869565217391,19
"n_studi_model<=2 & I2_med<=70 & stessi_membri",3,0.315789473684211,0.260869565217391,19
"frazione_efficace>=0.5 & dominato & stessi_membri",3,0.315789473684211,0.260869565217391,19
"I2_med<=70 & stessi_membri & verso_gain",3,0.315789473684211,0.260869565217391,19
"dominato & stessi_membri & !ramo_anchor",3,0.315789473684211,0.260869565217391,19
"k_effective<=6 & I2_med<=60 & !dominato_da_modello",3,0.314285714285714,0.478260869565217,35
"k_effective<=6 & I2_med<=60 & !entita_MeSH",3,0.314285714285714,0.478260869565217,35
"k_effective<=6 & I2_med<=60 & !ramo_anchor",3,0.314285714285714,0.478260869565217,35
"n_studi_model<=1 & I2_med<=60 & !dominato_da_modello",3,0.314285714285714,0.478260869565217,35
"frazione_efficace>=0.6 & !materiale_misto & !stessi_membri",3,0.314285714285714,0.478260869565217,35
"frazione_efficace>=0.6 & !materiale_misto & !entita_STR",3,0.314285714285714,0.478260869565217,35
"I2_med<=60 & !entita_MeSH & !ramo_anchor",3,0.314285714285714,0.478260869565217,35
"k_effective<=6 & n_studi_model<=1 & !dominato_da_modello",3,0.3125,0.869565217391304,64
"k_effective<=6 & n_studi_model<=1 & !entita_NCBITaxon",3,0.3125,0.869565217391304,64
"k_effective<=5 & frazione_efficace>=0.5 & !dominato_da_modello",3,0.3125,0.652173913043478,48
"n_studi_model<=0",1,0.3125,0.434782608695652,32
"k_effective<=10 & n_studi_model<=0",2,0.3125,0.434782608695652,32
"n_studi_model<=0 & n_studi_model<=1",2,0.3125,0.434782608695652,32
"n_studi_model<=0 & n_studi_model<=2",2,0.3125,0.434782608695652,32
"n_studi_model<=0 & !materiale_misto",2,0.3125,0.434782608695652,32
"n_studi_model<=0 & !dominato_da_modello",2,0.3125,0.434782608695652,32
"n_studi_model<=0 & verso_gain",2,0.3125,0.434782608695652,32
"I2_med<=60 & !materiale_misto",2,0.3125,0.434782608695652,32
"!dominato & !materiale_misto",2,0.3125,0.434782608695652,32
"k_effective<=3 & !ramo_anchor & controllo_veicolo",3,0.3125,0.434782608695652,32
"k_effective<=8 & n_studi_model<=2 & I2_med<=50",3,0.3125,0.434782608695652,32
"k_effective<=8 & I2_med<=50 & !entita_NCBITaxon",3,0.3125,0.434782608695652,32
"k_effective<=10 & n_studi_model<=0 & n_studi_model<=1",3,0.3125,0.434782608695652,32
"k_effective<=10 & n_studi_model<=0 & n_studi_model<=2",3,0.3125,0.434782608695652,32
"k_effective<=10 & n_studi_model<=0 & !materiale_misto",3,0.3125,0.434782608695652,32
"k_effective<=10 & n_studi_model<=0 & !dominato_da_modello",3,0.3125,0.434782608695652,32
"k_effective<=10 & n_studi_model<=0 & verso_gain",3,0.3125,0.434782608695652,32
"k_effective<=10 & I2_med<=60 & !materiale_misto",3,0.3125,0.434782608695652,32
"n_studi_model<=0 & n_studi_model<=1 & n_studi_model<=2",3,0.3125,0.434782608695652,32
"n_studi_model<=0 & n_studi_model<=1 & !materiale_misto",3,0.3125,0.434782608695652,32
"n_studi_model<=0 & n_studi_model<=1 & !dominato_da_modello",3,0.3125,0.434782608695652,32
"n_studi_model<=0 & n_studi_model<=1 & verso_gain",3,0.3125,0.434782608695652,32
"n_studi_model<=0 & n_studi_model<=2 & !materiale_misto",3,0.3125,0.434782608695652,32
"n_studi_model<=0 & n_studi_model<=2 & !dominato_da_modello",3,0.3125,0.434782608695652,32
"n_studi_model<=0 & n_studi_model<=2 & verso_gain",3,0.3125,0.434782608695652,32
"n_studi_model<=0 & !materiale_misto & !dominato_da_modello",3,0.3125,0.434782608695652,32
"n_studi_model<=0 & !materiale_misto & verso_gain",3,0.3125,0.434782608695652,32
"n_studi_model<=0 & !dominato_da_modello & verso_gain",3,0.3125,0.434782608695652,32
"n_studi_model<=1 & I2_med<=60 & !ramo_anchor",3,0.3125,0.434782608695652,32
"frazione_efficace>=0.6 & !dominato & !ramo_anchor",3,0.3125,0.434782608695652,32
"frazione_efficace>=0.7 & !dominato_da_modello & !entita_NCBITaxon",3,0.3125,0.434782608695652,32
"I2_med<=60 & I2_med<=70 & !materiale_misto",3,0.3125,0.434782608695652,32
"I2_med<=60 & !materiale_misto & !dominato_da_modello",3,0.3125,0.434782608695652,32
"I2_med<=60 & !materiale_misto & verso_gain",3,0.3125,0.434782608695652,32
"!dominato & !materiale_misto & !dominato_da_modello",3,0.3125,0.434782608695652,32
"!dominato & !materiale_misto & !entita_NCBITaxon",3,0.3125,0.434782608695652,32
"!dominato & !materiale_misto & controllo_veicolo",3,0.3125,0.434782608695652,32
"!dominato & !materiale_misto & verso_gain",3,0.3125,0.434782608695652,32
"k_effective<=3 & stessi_membri",2,0.3125,0.217391304347826,16
"k_effective<=4 & frazione_efficace>=0.7",2,0.3125,0.217391304347826,16
"k_effective<=3 & k_effective<=4 & stessi_membri",3,0.3125,0.217391304347826,16
"k_effective<=3 & k_effective<=5 & stessi_membri",3,0.3125,0.217391304347826,16
"k_effective<=3 & k_effective<=6 & stessi_membri",3,0.3125,0.217391304347826,16
"k_effective<=3 & k_effective<=8 & stessi_membri",3,0.3125,0.217391304347826,16
"k_effective<=3 & k_effective<=10 & stessi_membri",3,0.3125,0.217391304347826,16
"k_effective<=3 & k_kish<=3 & stessi_membri",3,0.3125,0.217391304347826,16
"k_effective<=3 & k_kish<=4 & stessi_membri",3,0.3125,0.217391304347826,16
"k_effective<=3 & k_kish<=5 & stessi_membri",3,0.3125,0.217391304347826,16
"k_effective<=3 & n_studi_model<=2 & stessi_membri",3,0.3125,0.217391304347826,16
"k_effective<=3 & frazione_efficace>=0.6 & !stessi_membri",3,0.3125,0.217391304347826,16
"k_effective<=3 & stessi_membri & !entita_NCBITaxon",3,0.3125,0.217391304347826,16
"k_effective<=3 & stessi_membri & verso_gain",3,0.3125,0.217391304347826,16
"k_effective<=4 & k_effective<=5 & frazione_efficace>=0.7",3,0.3125,0.217391304347826,16
"k_effective<=4 & k_effective<=6 & frazione_efficace>=0.7",3,0.3125,0.217391304347826,16
"k_effective<=4 & k_effective<=8 & frazione_efficace>=0.7",3,0.3125,0.217391304347826,16
"k_effective<=4 & k_effective<=10 & frazione_efficace>=0.7",3,0.3125,0.217391304347826,16
"k_effective<=4 & k_kish<=4 & frazione_efficace>=0.7",3,0.3125,0.217391304347826,16
"k_effective<=4 & k_kish<=5 & frazione_efficace>=0.7",3,0.3125,0.217391304347826,16
"k_effective<=4 & n_studi_model<=2 & frazione_efficace>=0.7",3,0.3125,0.217391304347826,16
"k_effective<=4 & frazione_efficace>=0.5 & frazione_efficace>=0.7",3,0.3125,0.217391304347826,16
"k_effective<=4 & frazione_efficace>=0.6 & frazione_efficace>=0.7",3,0.3125,0.217391304347826,16
"k_effective<=4 & frazione_efficace>=0.7 & !entita_NCBITaxon",3,0.3125,0.217391304347826,16
"k_effective<=4 & frazione_efficace>=0.7 & controllo_veicolo",3,0.3125,0.217391304347826,16
"k_effective<=4 & frazione_efficace>=0.7 & verso_gain",3,0.3125,0.217391304347826,16
"k_effective<=5 & k_kish<=4 & entita_STR",3,0.3125,0.217391304347826,16
"k_effective<=5 & k_kish<=5 & entita_STR",3,0.3125,0.217391304347826,16
"k_effective<=5 & frazione_efficace>=0.7 & !entita_STR",3,0.3125,0.217391304347826,16
"k_effective<=5 & entita_STR & controllo_veicolo",3,0.3125,0.217391304347826,16
"k_effective<=6 & k_kish<=4 & entita_STR",3,0.3125,0.217391304347826,16
"k_kish<=3 & I2_med<=60 & stessi_membri",3,0.3125,0.217391304347826,16
"k_kish<=4 & frazione_efficace>=0.7 & !entita_STR",3,0.3125,0.217391304347826,16
"k_kish<=4 & I2_med<=60 & stessi_membri",3,0.3125,0.217391304347826,16
"k_kish<=5 & I2_med<=60 & stessi_membri",3,0.3125,0.217391304347826,16
"k_kish<=5 & I2_med<=70 & entita_STR",3,0.3125,0.217391304347826,16
"n_studi_model<=0 & !stessi_membri & !ramo_anchor",3,0.3125,0.217391304347826,16
"I2_med<=60 & dominato & stessi_membri",3,0.3125,0.217391304347826,16
"I2_med<=60 & stessi_membri & controllo_veicolo",3,0.3125,0.217391304347826,16
"I2_med<=70 & !dominato_da_modello & stessi_membri",3,0.3125,0.217391304347826,16
"I2_med<=70 & entita_STR & controllo_veicolo",3,0.3125,0.217391304347826,16
"k_effective<=6 & n_studi_model<=1 & !entita_MeSH",3,0.311475409836066,0.826086956521739,61
"k_effective<=6 & !materiale_misto & !entita_MeSH",3,0.311475409836066,0.826086956521739,61
"k_effective<=8 & frazione_efficace>=0.5 & !entita_MeSH",3,0.311475409836066,0.826086956521739,61
"n_studi_model<=1 & !materiale_misto & !entita_NCBITaxon",3,0.311475409836066,0.826086956521739,61
"k_effective<=6 & frazione_efficace>=0.6",2,0.311111111111111,0.608695652173913,45
"k_effective<=6 & k_effective<=8 & frazione_efficace>=0.6",3,0.311111111111111,0.608695652173913,45
"k_effective<=6 & k_effective<=10 & frazione_efficace>=0.6",3,0.311111111111111,0.608695652173913,45
"k_effective<=6 & n_studi_model<=2 & frazione_efficace>=0.6",3,0.311111111111111,0.608695652173913,45
"k_effective<=6 & frazione_efficace>=0.5 & frazione_efficace>=0.6",3,0.311111111111111,0.608695652173913,45
"k_effective<=6 & frazione_efficace>=0.6 & controllo_veicolo",3,0.311111111111111,0.608695652173913,45
"k_effective<=6 & frazione_efficace>=0.6 & verso_gain",3,0.311111111111111,0.608695652173913,45
"k_effective<=8 & n_studi_model<=1 & frazione_efficace>=0.5",3,0.310344827586207,0.782608695652174,58
"k_effective<=8 & frazione_efficace>=0.5 & !ramo_anchor",3,0.310344827586207,0.782608695652174,58
"k_kish<=5 & !dominato",2,0.310344827586207,0.391304347826087,29
"frazione_efficace>=0.7 & !stessi_membri",2,0.310344827586207,0.391304347826087,29
"k_effective<=5 & I2_med<=50 & !entita_NCBITaxon",3,0.310344827586207,0.391304347826087,29
"k_effective<=6 & n_studi_model<=0 & controllo_veicolo",3,0.310344827586207,0.391304347826087,29
"k_effective<=8 & I2_med<=50 & !ramo_anchor",3,0.310344827586207,0.391304347826087,29
"k_effective<=10 & n_studi_model<=1 & I2_med<=50",3,0.310344827586207,0.391304347826087,29
"k_effective<=10 & I2_med<=50 & !dominato_da_modello",3,0.310344827586207,0.391304347826087,29
"k_kish<=5 & !dominato & !dominato_da_modello",3,0.310344827586207,0.391304347826087,29
"k_kish<=5 & !dominato & !entita_NCBITaxon",3,0.310344827586207,0.391304347826087,29
"k_kish<=5 & !dominato & controllo_veicolo",3,0.310344827586207,0.391304347826087,29
"k_kish<=5 & !dominato & verso_gain",3,0.310344827586207,0.391304347826087,29
"n_studi_model<=1 & frazione_efficace>=0.5 & I2_med<=60",3,0.310344827586207,0.391304347826087,29
"n_studi_model<=1 & I2_med<=50 & !entita_NCBITaxon",3,0.310344827586207,0.391304347826087,29
"n_studi_model<=2 & I2_med<=50 & !dominato_da_modello",3,0.310344827586207,0.391304347826087,29
"n_studi_model<=2 & I2_med<=50 & !ramo_anchor",3,0.310344827586207,0.391304347826087,29
"frazione_efficace>=0.5 & frazione_efficace>=0.7 & !stessi_membri",3,0.310344827586207,0.391304347826087,29
"frazione_efficace>=0.6 & frazione_efficace>=0.7 & !stessi_membri",3,0.310344827586207,0.391304347826087,29
"frazione_efficace>=0.7 & !stessi_membri & verso_gain",3,0.310344827586207,0.391304347826087,29
"frazione_efficace>=0.7 & !entita_MeSH & !entita_NCBITaxon",3,0.310344827586207,0.391304347826087,29
"I2_med<=50 & !dominato_da_modello & !entita_NCBITaxon",3,0.310344827586207,0.391304347826087,29
"I2_med<=50 & !entita_MeSH & !ramo_anchor",3,0.310344827586207,0.391304347826087,29
"I2_med<=50 & !entita_NCBITaxon & !ramo_anchor",3,0.310344827586207,0.391304347826087,29
"I2_med<=60 & !materiale_misto & !entita_MeSH",3,0.310344827586207,0.391304347826087,29
"n_studi_model<=1 & frazione_efficace>=0.5 & !entita_MeSH",3,0.309090909090909,0.739130434782609,55
"k_effective<=6 & !dominato_da_modello & !entita_NCBITaxon",3,0.308823529411765,0.91304347826087,68
"k_effective<=8 & frazione_efficace>=0.5 & !entita_NCBITaxon",3,0.307692307692308,0.869565217391304,65
"k_effective<=5 & frazione_efficace>=0.5",2,0.307692307692308,0.695652173913043,52
"k_effective<=5 & k_effective<=6 & frazione_efficace>=0.5",3,0.307692307692308,0.695652173913043,52
"k_effective<=5 & k_effective<=8 & frazione_efficace>=0.5",3,0.307692307692308,0.695652173913043,52
"k_effective<=5 & k_effective<=10 & frazione_efficace>=0.5",3,0.307692307692308,0.695652173913043,52
"k_effective<=5 & k_kish<=4 & frazione_efficace>=0.5",3,0.307692307692308,0.695652173913043,52
"k_effective<=5 & k_kish<=5 & frazione_efficace>=0.5",3,0.307692307692308,0.695652173913043,52
"k_effective<=5 & n_studi_model<=2 & frazione_efficace>=0.5",3,0.307692307692308,0.695652173913043,52
"k_effective<=5 & frazione_efficace>=0.5 & verso_gain",3,0.307692307692308,0.695652173913043,52
"n_studi_model<=1 & frazione_efficace>=0.5 & !ramo_anchor",3,0.307692307692308,0.695652173913043,52
"k_effective<=3 & !entita_NCBITaxon",2,0.307692307692308,0.521739130434783,39
"k_effective<=3 & k_effective<=4 & !entita_NCBITaxon",3,0.307692307692308,0.521739130434783,39
"k_effective<=3 & k_effective<=5 & !entita_NCBITaxon",3,0.307692307692308,0.521739130434783,39
"k_effective<=3 & k_effective<=6 & !entita_NCBITaxon",3,0.307692307692308,0.521739130434783,39
"k_effective<=3 & k_effective<=8 & !entita_NCBITaxon",3,0.307692307692308,0.521739130434783,39
"k_effective<=3 & k_effective<=10 & !entita_NCBITaxon",3,0.307692307692308,0.521739130434783,39
"k_effective<=3 & k_kish<=3 & !entita_NCBITaxon",3,0.307692307692308,0.521739130434783,39
"k_effective<=3 & k_kish<=4 & !entita_NCBITaxon",3,0.307692307692308,0.521739130434783,39
"k_effective<=3 & k_kish<=5 & !entita_NCBITaxon",3,0.307692307692308,0.521739130434783,39
"k_effective<=3 & n_studi_model<=2 & !entita_NCBITaxon",3,0.307692307692308,0.521739130434783,39
"k_effective<=3 & !entita_NCBITaxon & verso_gain",3,0.307692307692308,0.521739130434783,39
