"cluster_id","agent_id","nome_llm","nome_vero","src","entity","scatta_llm","scatterebbe_vero","nel_deliverable"
"cgroup_L5_3c02e20e","STR:aqlq-responder=1","aqlq-responder=1",NA,"anchor","STR:aqlq-responder=1",TRUE,FALSE,FALSE
"cgroup_L5_3c04515d","STR:mir-200a","miR-200a",NA,"anchor","STR:mir-200a",TRUE,FALSE,FALSE
"cgroup_L5_3c0e9e3c","CHEBI:38561","fluvastatin","fluvastatin","onto","CHEBI:38561",FALSE,FALSE,FALSE
"cgroup_L5_3c18b1df","CHEBI:135997+CHEBI:45716","iobenguane (131I) + vorinostat",NA,"COMBO","COMBO:mibg+vorinostat",FALSE,FALSE,FALSE
"cgroup_L5_3c1a1544","CHEBI:16330","17β-hydroxy-5α-androstan-3-one","17β-hydroxy-5α-androstan-3-one","COMBO","COMBO:dht+x15695",FALSE,FALSE,FALSE
"cgroup_L5_3c1c43c0","HGNC:6407","KRAS","KRAS","STR","STR:kras_knockout",FALSE,FALSE,FALSE
"cgroup_L5_3c33b16b","MeSH:D006816","Huntington's Disease","Huntington Disease","STR","STR:glioblastoma_t0",FALSE,FALSE,FALSE
"cgroup_L5_3c48aeb8","UNK",NA,NA,"STR","STR:3_cb2479_117ry",FALSE,FALSE,FALSE
"cgroup_L5_3c4f8f80","HGNC:1915","CHD1","CHD1","onto","HGNC:1915",FALSE,FALSE,FALSE
"cgroup_L5_3c5926dd","HGNC:6775","ZFYVE9","ZFYVE9","STR","STR:pten_lost",FALSE,FALSE,FALSE
"cgroup_L5_3c5ab201","STR:her2_enriched","her2-enriched",NA,"STR","STR:her2_enriched",FALSE,FALSE,FALSE
"cgroup_L5_3c673cf0","STR:human_high_grade_serous_ovarian_cancer","human high-grade serous ovarian cancer",NA,"STR","STR:responders",FALSE,FALSE,FALSE
"cgroup_L5_3c69e6f7","CHEBI:144671","LDC4297","LDC4297","onto","CHEBI:144671",FALSE,FALSE,FALSE
"cgroup_L5_3c74ffd1","STR:chondrosarcoma","chondrosarcoma",NA,"STR","STR:chondrosarcoma",FALSE,FALSE,FALSE
"cgroup_L5_3c76819c","NCBITaxon:813","Chlamydia trachomatis",NA,"STR","STR:c_trachomatis_infection_44hrs",FALSE,FALSE,FALSE
"cgroup_L5_3c78f0cb","NCBITaxon:672","Vibrio vulnificus",NA,"STR","STR:v_vulnificus_acd_mcf_abh_martx_toxin",FALSE,FALSE,FALSE
"cgroup_L5_3c7e17cf","HGNC:10455","RRM2P3","RRM2P3","STR","STR:creb2l2",FALSE,FALSE,FALSE
"cgroup_L5_3c80e2cc","STR:rna binding protein with serine rich domain 15","RNA binding protein with serine rich domain 15",NA,"STR","STR:shrrp15_2",FALSE,FALSE,FALSE
"cgroup_L5_3c8b4ebb","STR:pesa score","pesa score",NA,"anchor","STR:pesa score",TRUE,FALSE,FALSE
"cgroup_L5_3c9a238f","STR:pna_21_3","pna-21-3",NA,"STR","STR:pna_21_3",FALSE,FALSE,FALSE
"cgroup_L5_3c9faf84","HGNC:10762","SETMAR","SETMAR","onto","HGNC:10260",FALSE,FALSE,FALSE
"cgroup_L5_3ca228a2","MeSH:D014390","Tuberculosis, Meningeal","Tuberculosis, Meningeal","STR","STR:pediatric_tb_meningitis",FALSE,FALSE,FALSE
"cgroup_L5_3ca6b937","CHEBI:16526+CHEMBL:CHEMBL3707366","carbon dioxide + ALANYL GLUTAMINE",NA,"COMBO","COMBO:glutamax+steen",FALSE,FALSE,FALSE
"cgroup_L5_3ca7a6ce","UNK",NA,NA,"STR","STR:k562_41bb_mbil21",FALSE,FALSE,FALSE
"cgroup_L5_3ca9b795","HGNC:7410","MTA1","MTA1","STR","STR:mta1_knockout_6",FALSE,FALSE,FALSE
"cgroup_L5_3cadf68b","HGNC:17202","PSORS1C1","PSORS1C1","STR","STR:shnsun2_2",FALSE,FALSE,FALSE
"cgroup_L5_3cb74616","UNK",NA,NA,"STR","STR:ha_ss18_ssx1",FALSE,FALSE,FALSE
"cgroup_L5_3cb79a18","MeSH:D013584","Sarcoma, Synovial","Sarcoma, Synovial","anchor","MeSH:D013584",TRUE,TRUE,FALSE
"cgroup_L5_3cbd66e8","CHEBI:178199","sotorasib","sotorasib","anchor","CHEBI:178199",TRUE,TRUE,FALSE
"cgroup_L5_3cd9d103","UNK",NA,NA,"STR","STR:nift",FALSE,FALSE,FALSE
"cgroup_L5_3cd9e075","STR:ige_anti_np_and_np_hsa","ige anti-np and np-hsa",NA,"anchor","STR:ige_anti_np_and_np_hsa",TRUE,FALSE,FALSE
"cgroup_L5_3cdd6d76","CHEBI:37684","mannose","mannose","anchor","CHEBI:37684",TRUE,TRUE,FALSE
"cgroup_L5_3cea5703","HGNC:263","ADORA2A","ADORA2A","onto","HGNC:542",FALSE,FALSE,FALSE
"cgroup_L5_3cf009c3","HGNC:5261","HSPD1","HSPD1","onto","HGNC:11936",FALSE,FALSE,FALSE
"cgroup_L5_3cf84b2a","HGNC:3373","EP300","EP300","STR","STR:etc_15",FALSE,FALSE,FALSE
"cgroup_L5_3cf991be","CHEBI:15427","<em>N</em><small><sup>2</small></sup>-(2-carboxyethyl)-<small>L</small>-arginine","<em>N</em><small><sup>2</small></sup>-(2-carboxyethyl)-<small>L</small>-arginine","onto","CHEBI:15422",FALSE,FALSE,FALSE
"cgroup_L5_3d03aadf","NCBITaxon:2697049","SARS-CoV-2",NA,"COMBO","COMBO:camostat+sars-cov-2",FALSE,FALSE,FALSE
"cgroup_L5_3d04e441","MeSH:D013274","gastric cancer","Stomach Neoplasms","onto","MeSH:D013274",FALSE,FALSE,FALSE
"cgroup_L5_3d0cfe4c","CHEBI:17105","4-maleylacetoacetate","4-maleylacetoacetate","COMBO","COMBO:etanercept+ifng+lps+tnf",FALSE,FALSE,FALSE
"cgroup_L5_3d0ede04","HGNC:270","PARP1","PARP1","STR","STR:cytosolic_egfp_parp1cd",FALSE,FALSE,FALSE
"cgroup_L5_3d1d048b","CHEBI:39026","low-density lipoprotein","low-density lipoprotein","onto","CHEBI:39026",FALSE,FALSE,FALSE
"cgroup_L5_3d1fc104","CHEBI:16412","lipopolysaccharide","lipopolysaccharide","STR","STR:h879",FALSE,FALSE,FALSE
"cgroup_L5_3d21ee90","CHEBI:48607","lithium chloride","lithium chloride","onto","CHEBI:48607",FALSE,FALSE,FALSE
"cgroup_L5_3d2997b4","MeSH:D016232","Endothelins","Endothelins","COMBO","COMBO:endothelin-1+macitentan",FALSE,FALSE,FALSE
"cgroup_L5_3d2c0a99","HGNC:29158","SBNO2","SBNO2","STR","STR:sisbno2_3",FALSE,FALSE,FALSE
"cgroup_L5_3d31ff71","CHEBI:29073","vitamin C","<small>L</small>-ascorbic acid","STR","STR:0_12h_vitcv",FALSE,FALSE,FALSE
"cgroup_L5_3d3658ad","CHEBI:28777","liquiritigenin","liquiritigenin","anchor","CHEBI:28777",TRUE,TRUE,FALSE
"cgroup_L5_3d393448","UNK",NA,NA,"STR","STR:rv_a39",FALSE,FALSE,FALSE
"cgroup_L5_3d397978","CHEBI:16412","lipopolysaccharide","lipopolysaccharide","COMBO","COMBO:cd49b+ins+lag3",FALSE,FALSE,FALSE
"cgroup_L5_3d3e24b8","HGNC:1103","BRD2","BRD2","STR","STR:bmi1_knockdown",FALSE,FALSE,FALSE
"cgroup_L5_3d3ee740","STR:methyltransferase like 3","methyltransferase like 3",NA,"STR","STR:shrna_mettl3",FALSE,FALSE,FALSE
"cgroup_L5_3d48d68c","HGNC:11999","TP53BP1","TP53BP1","STR","STR:shtmed3",FALSE,FALSE,FALSE
"cgroup_L5_3d4a552b","HGNC:28917","JAZF1","JAZF1","STR","STR:jazf1_sirna_pool",FALSE,FALSE,FALSE
"cgroup_L5_3d4e016d","HGNC:11204","SOX9","SOX9","COMBO","COMBO:sisox9+tgfb1",FALSE,FALSE,FALSE
"cgroup_L5_3d51e9e6","MeSH:D006816","Huntington's disease","Huntington Disease","STR","STR:phelan_mcdermid",FALSE,FALSE,FALSE
"cgroup_L5_3d57991e","MeSH:D002311","dilated cardiomyopathy","Cardiomyopathy, Dilated","STR","STR:critical_16wpi",FALSE,FALSE,FALSE
"cgroup_L5_3d5b1da9","HGNC:7559","MYCN","MYCN","COMBO","COMBO:mycn+sox17",FALSE,FALSE,FALSE
"cgroup_L5_3d64db40","HGNC:6853","MAP3K14","MAP3K14","STR","STR:sirna_nik",FALSE,FALSE,FALSE
"cgroup_L5_3d660898","UNK",NA,NA,"STR","STR:polysome_hur_sirna",FALSE,FALSE,FALSE
"cgroup_L5_3d6a7eff","HGNC:6164","ITGBL1","ITGBL1","onto","HGNC:8800",FALSE,FALSE,FALSE
"cgroup_L5_3d7a9d4c","CHEBI:27899","cisplatin","cisplatin","COMBO","COMBO:cisplatin+neurod1",TRUE,TRUE,FALSE
"cgroup_L5_3d811bf2","MeSH:D001943","breast cancer","Breast Neoplasms","onto","NCBITaxon:9796",FALSE,FALSE,FALSE
"cgroup_L5_3d834a1d","CHEBI:6801","metformin","metformin","anchor","CHEBI:6801",TRUE,TRUE,FALSE
"cgroup_L5_3d840846","HGNC:31509","MIR127","MIR127","STR","STR:day10_mir_127",FALSE,FALSE,FALSE
"cgroup_L5_3d847183","CHEBI:16412","lipopolysaccharide","lipopolysaccharide","onto","CHEBI:16412",FALSE,FALSE,FALSE
"cgroup_L5_3d8c29f4","MeSH:D007376","Interleukin-2","Interleukin-2","onto","HGNC:6001",FALSE,FALSE,TRUE
"cgroup_L5_3da535cb","CHEBI:15396","(<i>R</i>)-camphor","(<i>R</i>)-camphor","onto","CHEBI:17303",FALSE,FALSE,FALSE
"cgroup_L5_3da69ba6","HGNC:6667","LPA","LPA","onto","HGNC:6667",FALSE,FALSE,FALSE
"cgroup_L5_3db171d8","CHEBI:49870","antimonous acid","antimonous acid","COMBO","COMBO:anthracene+benz",FALSE,FALSE,FALSE
"cgroup_L5_3db80da2","MeSH:D009293","opioid use disorder","Opioid-Related Disorders","STR","STR:abud_medium_tic",FALSE,FALSE,FALSE
"cgroup_L5_3dc2f42a","HGNC:16542","PPIAP2","PPIAP2","STR","STR:macroh2a1_1",FALSE,FALSE,FALSE
"cgroup_L5_3dc51e39","MeSH:D018319","Neurofibrosarcoma","Neurofibrosarcoma","onto","MeSH:D018319",FALSE,FALSE,FALSE
"cgroup_L5_3dc76e14","CHEBI:50305","podophyllotoxin","podophyllotoxin","onto","CHEBI:50305",FALSE,FALSE,FALSE
"cgroup_L5_3dd72502","NCBITaxon:263","francisellatularensis",NA,"onto","NCBITaxon:263",FALSE,FALSE,FALSE
"cgroup_L5_3ddbd0c8","HGNC:6348","KLF4","KLF4","COMBO","COMBO:irf7+klf4",FALSE,FALSE,FALSE
"cgroup_L5_3ddf262e","CHEBI:16615","biotin amide","biotin amide","onto","CHEBI:18243",FALSE,FALSE,FALSE
"cgroup_L5_3de56a79","STR:pdac","pdac",NA,"STR","STR:pdac",FALSE,FALSE,TRUE
"cgroup_L5_3df630fd","STR:pesa score","PESA score",NA,"STR","STR:generalized_pesa_score",FALSE,FALSE,FALSE
"cgroup_L5_3dfee5d5","STR:avr+mvr","AVR+MVR",NA,"STR","STR:avr_mvr",FALSE,FALSE,FALSE
"cgroup_L5_3e028abe","UNK",NA,NA,"STR","STR:nt_empty",FALSE,FALSE,FALSE
"cgroup_L5_3e0fe218","CHEBI:15640","5-formyltetrahydrofolic acid","5-formyltetrahydrofolic acid","onto","CHEBI:15640",FALSE,FALSE,FALSE
"cgroup_L5_3e103ee2","STR:peanut agglutinin","Peanut agglutinin",NA,"COMBO","COMBO:albumin+peanut",FALSE,FALSE,FALSE
"cgroup_L5_3e14a42b","HGNC:14362","MUC19","MUC19","onto","HGNC:16067",FALSE,FALSE,FALSE
"cgroup_L5_3e18cdb6","UNK",NA,NA,"onto","CHEMBL:CHEMBL4303201",FALSE,FALSE,FALSE
"cgroup_L5_3e1c475e","NCBITaxon:1980442","Hantavirus",NA,"STR","STR:acute",FALSE,FALSE,FALSE
"cgroup_L5_3e1e1e01","MeSH:D053582","Interleukin-1alpha","Interleukin-1alpha","onto","HGNC:5991",FALSE,FALSE,FALSE
"cgroup_L5_3e22e209","MeSH:D013584","Synovial Sarcoma","Sarcoma, Synovial","COMBO","COMBO:doxycycline sgeloa3+jq1",FALSE,FALSE,FALSE
"cgroup_L5_3e255d31","MeSH:D001172","rheumatoid arthritis","Arthritis, Rheumatoid","onto","HGNC:44305",FALSE,FALSE,FALSE
"cgroup_L5_3e260314","NCBITaxon:1773","Mycobacterium tuberculosis",NA,"STR","STR:rv_b69_visit_1b",FALSE,FALSE,FALSE
"cgroup_L5_3e271764","CHEBI:134094","polybrominated diphenyl ethers","polybromodiphenyl ether","STR","STR:bde47",FALSE,FALSE,FALSE
"cgroup_L5_3e2d85be","MeSH:D010195","acute pancreatitis","Pancreatitis","STR","STR:mild_ap",FALSE,FALSE,FALSE
"cgroup_L5_3e40b641","STR:placental micro-evs","placental micro-EVs",NA,"anchor","STR:placental micro-evs",TRUE,FALSE,FALSE
"cgroup_L5_3e4e016e","MeSH:D005317","Intrauterine Growth Restriction","Fetal Growth Retardation","anchor","MeSH:D005317",TRUE,FALSE,FALSE
"cgroup_L5_3e5148fc","CHEBI:18035","diglyceride","diglyceride","STR","STR:4su_labeling_8h_4su_washout_no_washout_chronic_hypoxia",FALSE,FALSE,FALSE
"cgroup_L5_3e5f2bc9","NCBITaxon:1773","mycobacteriumtuberculosis",NA,"COMBO","COMBO:amk+mycobacterium tuberculosis",FALSE,FALSE,FALSE
"cgroup_L5_3e6bc996","CHEBI:15358","histone","histone","onto","CHEBI:15414",FALSE,FALSE,FALSE
"cgroup_L5_3e6ddab7","HGNC:16200","PCIF1","PCIF1","onto","HGNC:16200",FALSE,FALSE,FALSE
"cgroup_L5_3e7686a5","MeSH:D009220","idiopathic inflammatory myopathies","Myositis","onto","MeSH:D018979",FALSE,FALSE,FALSE
"cgroup_L5_3e7f6343","STR:matrigel","Matrigel",NA,"STR","STR:7d_matrigel",FALSE,FALSE,FALSE
"cgroup_L5_3e7fa8a6","NCBITaxon:3052230","Hepatitis C virus",NA,"COMBO","COMBO:ombitasvir+paritaprevir+ritonavir",FALSE,FALSE,FALSE
"cgroup_L5_3e7ff43e","NCBITaxon:5476","Candida albicans",NA,"STR","STR:live_c_albicans",FALSE,FALSE,FALSE
"cgroup_L5_3e8ba26a","MeSH:D005839","Gentamicins","Gentamicins","onto","MeSH:D005909",FALSE,FALSE,FALSE
"cgroup_L5_3e923ec2","MeSH:D001943","breast cancer","Breast Neoplasms","STR","STR:mir_200b_mir_200a_mir_429",FALSE,FALSE,FALSE
"cgroup_L5_3e926bdb","HGNC:8888","PGAM1","PGAM1","STR","STR:wild_type_pgam1",FALSE,FALSE,FALSE
"cgroup_L5_3ea1230d","STR:von hippel-lindau tumor suppressor","von Hippel-Lindau tumor suppressor",NA,"STR","STR:shvhl61_shvhl61",FALSE,FALSE,FALSE
"cgroup_L5_3ea228f2","HGNC:1226","GIPC1","GIPC1","STR","STR:synectin_shrna",FALSE,FALSE,FALSE
"cgroup_L5_3eaa92c9","CHEBI:50122","rosiglitazone","rosiglitazone","anchor","CHEBI:50122",TRUE,TRUE,TRUE
"cgroup_L5_3ec58cd6","STR:obese","obese",NA,"anchor","STR:obese",TRUE,FALSE,TRUE
"cgroup_L5_3ecb094d","STR:mir-146a antagomir","miR-146a antagomir",NA,"anchor","STR:mir-146a antagomir",TRUE,FALSE,FALSE
"cgroup_L5_3ecbb019","STR:pediatric_ependymoma","pediatric ependymoma",NA,"STR","STR:rela1_r7",FALSE,FALSE,FALSE
"cgroup_L5_3ecc331a","CHEBI:50924","Sorafenib","sorafenib","STR","STR:sd36",FALSE,FALSE,FALSE
"cgroup_L5_3ed1111d","MeSH:D014612","Vaccines","Vaccines","STR","STR:14_post_vaccine",FALSE,FALSE,FALSE
"cgroup_L5_3ed54d17","HGNC:7136","MLLT3","MLLT3","STR","STR:1_copy",FALSE,FALSE,FALSE
"cgroup_L5_3ee7a888","UNK",NA,NA,"STR","STR:biaxial_cyclic_strain_at_100_mhz",FALSE,FALSE,FALSE
"cgroup_L5_3ef0e39b","HGNC:3508","EWSR1","EWSR1","STR","STR:ha_ewsr1_ssx1",FALSE,FALSE,FALSE
"cgroup_L5_3ef32171","STR:gram domain containing 1","GRAM domain containing 1",NA,"STR","STR:qko_orp9_ko_gramd1_tko",FALSE,FALSE,FALSE
"cgroup_L5_3ef38deb","MeSH:D001943","breast cancer","Breast Neoplasms","STR","STR:dia4",FALSE,FALSE,FALSE
"cgroup_L5_3ef52aa1","HGNC:32952","SNORD118","SNORD118","onto","HGNC:32952",FALSE,FALSE,FALSE
"cgroup_L5_3efc4fce","STR:co-culture with prkcb-/- bmsc","co-culture with prkcb-/- BMSC",NA,"STR","STR:prkcb_bmsc_co_prkcb_bmsc",FALSE,FALSE,FALSE
"cgroup_L5_3f0cc1fe","MeSH:D003093","ulcerative colitis","Colitis, Ulcerative","anchor","MeSH:D003093",TRUE,TRUE,TRUE
"cgroup_L5_3f114c6e","CHEBI:24261","glucocorticoid","glucocorticoid","STR","STR:us_40_3_40_ug_ml_1",FALSE,FALSE,FALSE
"cgroup_L5_3f16fd58","HGNC:6160","ITGB5","ITGB5","onto","HGNC:11825",FALSE,FALSE,FALSE
"cgroup_L5_3f1721bb","HGNC:225","ADAR","ADAR","STR","STR:shadar1",FALSE,FALSE,FALSE
"cgroup_L5_3f1f430f","CHEBI:8863","Riluzole","Riluzole","COMBO","COMBO:riluzole+sars-cov-2",FALSE,FALSE,FALSE
"cgroup_L5_3f20dd8c","CHEBI:89324","24,25-Dihydroxyvitamin D","24,25-Dihydroxyvitamin D","STR","STR:vitamin_d",FALSE,FALSE,FALSE
"cgroup_L5_3f22b534","CHEBI:189865","C75","C75","onto","CHEBI:189865",FALSE,FALSE,FALSE
"cgroup_L5_3f268f55","MeSH:D051304","Profilins","Profilins","STR","STR:mutant_m114t_heterozygous",FALSE,FALSE,FALSE
"cgroup_L5_3f32aa7c","MeSH:D012595","systemic sclerosis","Scleroderma, Systemic","STR","STR:ssc_1_5086",FALSE,FALSE,FALSE
"cgroup_L5_3f32cf63","HGNC:19874","BRD8","BRD8","STR","STR:brd8_36_sirna",FALSE,FALSE,FALSE
"cgroup_L5_3f379fcf","STR:dead-box helicase 21","DEAD-box helicase 21",NA,"STR","STR:ddx21_shrna_2",FALSE,FALSE,FALSE
"cgroup_L5_3f38fc42","STR:g protein subunit alpha 12","G protein subunit alpha 12",NA,"STR","STR:shrna_g_alpha_12",FALSE,FALSE,FALSE
"cgroup_L5_3f3bef6c","CHEBI:28444","methyl 2-diazo-2-acetamidohexanoate","methyl 2-diazo-2-acetamidohexanoate","onto","CHEBI:28121",FALSE,FALSE,FALSE
"cgroup_L5_3f4e279e","HGNC:2434","CSF2","CSF2","COMBO","COMBO:gm-csf+trametinib",FALSE,FALSE,FALSE
"cgroup_L5_3f4e6b8b","STR:calcific_aortic_valve_disease","calcific aortic valve disease",NA,"anchor","STR:calcific_aortic_valve_disease",TRUE,FALSE,FALSE
"cgroup_L5_3f60d57c","NCBITaxon:10298","Herpes Simplex Virus 1",NA,"STR","STR:letx",FALSE,FALSE,FALSE
"cgroup_L5_3f61870a","UNK",NA,NA,"STR","STR:nup133_wt_2_repl_1",FALSE,FALSE,FALSE
"cgroup_L5_3f6aa689","MeSH:D006528","hepatocellular carcinoma","Carcinoma, Hepatocellular","COMBO","COMBO:linoleic acid+matrigel gfr+oleic",FALSE,FALSE,FALSE
"cgroup_L5_3f70e34d","HGNC:16212","PCED1A","PCED1A","onto","HGNC:15804",FALSE,FALSE,FALSE
"cgroup_L5_3f71c67f","CHEBI:33364","platinum","platinum","anchor","CHEBI:33364",TRUE,TRUE,FALSE
"cgroup_L5_3f77a0b5","MeSH:D001943","breast cancer","Breast Neoplasms","STR","STR:splice_del_expressed",FALSE,FALSE,FALSE
"cgroup_L5_3f7f4d98","STR:a83_01_treated","a83-01 treated",NA,"STR","STR:a83_01",FALSE,FALSE,FALSE
"cgroup_L5_3f845cc3","STR:tcda_treated","tcda-treated",NA,"STR","STR:tcda",FALSE,FALSE,FALSE
"cgroup_L5_3f870f03","CHEMBL:CHEMBL1201583","BEVACIZUMAB",NA,"onto","CHEMBL:CHEMBL1201583",FALSE,FALSE,FALSE
"cgroup_L5_3f8b0f1e","STR:contact inhibition","Contact Inhibition",NA,"STR","STR:contact_inhibition_60h",FALSE,FALSE,FALSE
"cgroup_L5_3f98ecb5","HGNC:11203","SOX8","SOX8","STR","STR:shsuz12",FALSE,FALSE,FALSE
"cgroup_L5_3fa29eeb","MeSH:D000077216","Carcinoma, Ovarian Epithelial","Carcinoma, Ovarian Epithelial","anchor","MeSH:D000077216",TRUE,TRUE,FALSE
"cgroup_L5_3fa73f4d","CHEBI:24996","lactate","lactate","COMBO","COMBO:lactate+sodium",TRUE,TRUE,FALSE
"cgroup_L5_3fa7a094","STR:normoxia","normoxia",NA,"STR","STR:normoxia",FALSE,FALSE,FALSE
"cgroup_L5_3fa847fe","STR:osteoarthritis","osteoarthritis",NA,"anchor","STR:osteoarthritis",TRUE,FALSE,TRUE
"cgroup_L5_3fae4016","HGNC:33510","HOTAIR","HOTAIR","STR","STR:genetic_knockdown_shhotair_2",FALSE,FALSE,FALSE
"cgroup_L5_3fb0f36f","CHEBI:231702","tirbanibulin","tirbanibulin","onto","CHEBI:231702",FALSE,FALSE,FALSE
"cgroup_L5_3fb50e40","STR:normal growth medium","normal growth medium",NA,"COMBO","COMBO:doxycycline+mef2a",FALSE,FALSE,FALSE
"cgroup_L5_3fb7edef","MeSH:D003248","Constipation","Constipation","STR","STR:normal_colonic_inertia_ti_submucosal_hemorrhage",FALSE,FALSE,FALSE
"cgroup_L5_3fc886c7","MeSH:D003865","Major Depressive Disorder","Depressive Disorder, Major","STR","STR:responding",FALSE,FALSE,FALSE
"cgroup_L5_3fd30dc1","HGNC:18538","NUSAP1","NUSAP1","STR","STR:shrna_nusap_2",FALSE,FALSE,FALSE
"cgroup_L5_3fd9fc25","CHEBI:8772","raloxifene","raloxifene","onto","CHEBI:8772",FALSE,FALSE,FALSE
"cgroup_L5_3fdbf2a4","CHEBI:28179","benzamide","benzamide","onto","CHEBI:8382",FALSE,FALSE,FALSE
"cgroup_L5_3fe710b5","MeSH:D000067596","Interleukin-33","Interleukin-33","STR","STR:fl_il33",FALSE,FALSE,FALSE
"cgroup_L5_3fea8e11","CHEBI:68508","diethyl maleate","diethyl maleate","STR","STR:sc623136",FALSE,FALSE,FALSE
"cgroup_L5_3feb1285","HGNC:3478","ETF1P1","ETF1P1","STR","STR:shfoxa2",FALSE,FALSE,FALSE
"cgroup_L5_40089463","STR:tuberous sclerosis complex subunit 1","Tuberous sclerosis complex subunit 1",NA,"onto","HGNC:12362",FALSE,FALSE,FALSE
"cgroup_L5_400be2ac","HGNC:17907","ZNG1B","ZNG1B","STR","STR:pmvkko_g2",FALSE,FALSE,FALSE
"cgroup_L5_400ee308","HGNC:6014","IL4","IL4","onto","HGNC:8975",FALSE,FALSE,FALSE
"cgroup_L5_40115097","STR:24h_in_vitro_stim_with_moi_10_3_vp_chadox1_gfp","24h in vitro stim with moi=10^3 vp chadox1-gfp",NA,"STR","STR:chadox1_gfp",FALSE,FALSE,FALSE
"cgroup_L5_401690f4","STR:kaschin_beck_disease_patient","kaschin-beck disease patient",NA,"STR","STR:kaschin_beck_disease",FALSE,FALSE,FALSE
"cgroup_L5_401a41c3","CHEBI:5870","imidacloprid","imidacloprid","onto","CHEBI:5870",FALSE,FALSE,FALSE
"cgroup_L5_401d3378","HGNC:9896","RBM10","RBM10","STR","STR:shrbm10_2",FALSE,FALSE,FALSE
"cgroup_L5_40219caa","CHEBI:46859","polidocanol","polidocanol","STR","STR:trichostatina",FALSE,FALSE,FALSE
"cgroup_L5_4023238b","CHEBI:134134","1-acylglycerol 20:5","1-acylglycerol 20:5","STR","STR:bay_11_7082",FALSE,FALSE,FALSE
"cgroup_L5_402835ba","UNK",NA,NA,"STR","STR:collageniv",FALSE,FALSE,FALSE
"cgroup_L5_4029a87f","MeSH:D006528","hepatocellular carcinoma","Carcinoma, Hepatocellular","STR","STR:prot_5_2",FALSE,FALSE,FALSE
"cgroup_L5_403b75a4","HGNC:959","BAX","BAX","onto","HGNC:9666",FALSE,FALSE,FALSE
"cgroup_L5_4041e3af","CHEBI:95077","GSK-J4","GSK-J4","onto","CHEBI:95077",FALSE,FALSE,TRUE
"cgroup_L5_40433aaf","NCBITaxon:2697049","SARS-CoV-2",NA,"STR","STR:vaccinated",FALSE,FALSE,FALSE
"cgroup_L5_4044f190","HGNC:10302","RPL12","RPL12","STR","STR:prmt4_knockdown",FALSE,FALSE,FALSE
"cgroup_L5_4045aa00","CHEBI:123456","N-ethyl-2-[(2R,3R,6S)-3-[(4-fluorophenyl)sulfonylamino]-2-(hydroxymethyl)-3,6-dihydro-2H-pyran-6-yl]acetamide","N-ethyl-2-[(2R,3R,6S)-3-[(4-fluorophenyl)sulfonylamino]-2-(hydroxymethyl)-3,6-dihydro-2H-pyran-6-yl]acetamide","COMBO","COMBO:linsitinib+osimertinib",FALSE,FALSE,FALSE
"cgroup_L5_4049874c","CHEBI:63448","PD173074","PD173074","COMBO","COMBO:sr1+um171",FALSE,FALSE,FALSE
"cgroup_L5_404ebb88","HGNC:6483","LAMA3","LAMA3","STR","STR:alt_lama3_ko",FALSE,FALSE,FALSE
"cgroup_L5_40580c83","HGNC:3584","FANCC","FANCC","STR","STR:celf1_sirna",FALSE,FALSE,FALSE
"cgroup_L5_405df232","HGNC:6827","MAN2C1","MAN2C1","STR","STR:jmml_nras_mutated",FALSE,FALSE,FALSE
"cgroup_L5_405e83bc","MeSH:D003900","Desoxycorticosterone","Desoxycorticosterone","STR","STR:geographic_atrophy",FALSE,FALSE,FALSE
"cgroup_L5_40687e64","MeSH:D049452","Green Fluorescent Proteins","Green Fluorescent Proteins","COMBO","COMBO:flag-gfp+hsv1 k220a mutated",FALSE,FALSE,FALSE
"cgroup_L5_406a8433","CHEBI:17327","phytol","phytol","anchor","CHEBI:17327",TRUE,TRUE,FALSE
"cgroup_L5_4072d879","STR:fgf_exosome_treated_cells_with_fgf_antibody","fgf exosome treated cells with fgf antibody",NA,"anchor","STR:fgf_exosome_treated_cells_with_fgf_antibody",TRUE,FALSE,FALSE
"cgroup_L5_40748c0b","HGNC:93","ACAT1","ACAT1","STR","STR:siacat1_1",FALSE,FALSE,FALSE
"cgroup_L5_407552f4","STR:patient_7_glioblastoma_rna_seq_of_brain_tumor_tissue","patient 7 (glioblastoma), rna-seq of brain tumor tissue",NA,"anchor","STR:patient_7_glioblastoma_rna_seq_of_brain_tumor_tissue",TRUE,FALSE,FALSE
"cgroup_L5_4077f034","CHEBI:68534","Enzalutamide","enzalutamide","STR","STR:pbk_inhibition",FALSE,FALSE,FALSE
"cgroup_L5_407a1d31","STR:notch 1","Notch 1",NA,"STR","STR:nicd",FALSE,FALSE,FALSE
"cgroup_L5_40870c2b","CHEMBL:CHEMBL2108501","LABETUZUMAB",NA,"COMBO","COMBO:il-13+labetuzumab",FALSE,FALSE,FALSE
"cgroup_L5_4089401c","CHEBI:50709","<small>D</small>-homomethionine","<small>D</small>-homomethionine","onto","CHEBI:46557",FALSE,FALSE,FALSE
"cgroup_L5_408af487","HGNC:25472","SPATA6L","SPATA6L","STR","STR:hnf4a_as1",FALSE,FALSE,FALSE
"cgroup_L5_408fc48d","HGNC:3232","MEGF6","MEGF6","STR","STR:e2f1_sh1_2_knockdown",FALSE,FALSE,FALSE
