"record_id","organism","nchar_raw","fail_mode"
"GSM4681083","Homo sapiens",7020,"MODE_B_LEGIT_TRUNC"
"GSM4010395","Homo sapiens",2403,"MODE_A_WHITESPACE"
"GSM6285630","Homo sapiens",2404,"MODE_A_WHITESPACE"
"GSM4762627","Homo sapiens",2492,"MODE_A_WHITESPACE"
"GSM4763020","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763056","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM7427050","Homo sapiens",2427,"MODE_A_WHITESPACE"
"GSM7427122","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM4681050","Homo sapiens",7051,"MODE_B_LEGIT_TRUNC"
"GSM6434408","Homo sapiens",2403,"MODE_A_WHITESPACE"
"GSM6503077","Homo sapiens",2735,"OTHER_DEGEN"
"GSM4631291","Homo sapiens",2386,"MODE_A_WHITESPACE"
"GSM4034945","Homo sapiens",2427,"MODE_A_WHITESPACE"
"GSM8188706","Homo sapiens",2406,"MODE_A_WHITESPACE"
"GSM4762636","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763029","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763065","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4078121","Homo sapiens",2685,"OTHER_DEGEN"
"GSM4680312","Homo sapiens",2436,"MODE_A_WHITESPACE"
"GSM4681148","Homo sapiens",7017,"MODE_B_LEGIT_TRUNC"
"GSM7518513","Homo sapiens",2430,"MODE_A_WHITESPACE"
"GSM4699533","Homo sapiens",2432,"MODE_A_WHITESPACE"
"GSM3724048","Homo sapiens",5726,"MODE_B_LEGIT_TRUNC"
"GSM4704001","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM4631118","Homo sapiens",2385,"MODE_A_WHITESPACE"
"GSM4631268","Homo sapiens",2385,"MODE_A_WHITESPACE"
"GSM4631340","Homo sapiens",2385,"MODE_A_WHITESPACE"
"GSM8006155","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM8150849","Homo sapiens",2415,"MODE_A_WHITESPACE"
"GSM4763002","Homo sapiens",2492,"MODE_A_WHITESPACE"
"GSM4763038","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763074","Homo sapiens",2492,"MODE_A_WHITESPACE"
"GSM2411773","Homo sapiens",2424,"MODE_A_WHITESPACE"
"GSM4077838","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM4773175","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM4681032","Homo sapiens",6992,"MODE_B_LEGIT_TRUNC"
"GSM4681112","Homo sapiens",7032,"MODE_B_LEGIT_TRUNC"
"GSM4681120","Homo sapiens",6982,"MODE_B_LEGIT_TRUNC"
"GSM4681195","Homo sapiens",7020,"MODE_B_LEGIT_TRUNC"
"GSM7518531","Homo sapiens",2427,"MODE_A_WHITESPACE"
"GSM7123617","Homo sapiens",2394,"MODE_A_WHITESPACE"
"GSM4010386","Homo sapiens",2403,"MODE_A_WHITESPACE"
"GSM4746906","Homo sapiens",2434,"MODE_A_WHITESPACE"
"GSM7221383","Homo sapiens",2401,"MODE_A_WHITESPACE"
"GSM3436236","Homo sapiens",2397,"MODE_A_WHITESPACE"
"GSM4762654","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM2718686","Homo sapiens",2800,"OTHER_DEGEN"
"GSM3476276","Homo sapiens",2423,"MODE_A_WHITESPACE"
"GSM4680725","Homo sapiens",2444,"MODE_A_WHITESPACE"
"GSM4680967","Homo sapiens",7043,"MODE_B_LEGIT_TRUNC"
"GSM2130856","Homo sapiens",6832,"MODE_B_LEGIT_TRUNC"
"GSM4681168","Homo sapiens",7022,"MODE_B_LEGIT_TRUNC"
"GSM4681291","Homo sapiens",7025,"MODE_B_LEGIT_TRUNC"
"GSM4818541","Homo sapiens",6946,"MODE_B_LEGIT_TRUNC"
"GSM4826796","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM4762647","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763000","Homo sapiens",2492,"MODE_A_WHITESPACE"
"GSM4763004","Homo sapiens",2492,"MODE_A_WHITESPACE"
"GSM4763036","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763072","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763448","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4770908","Homo sapiens",6100,"MODE_B_LEGIT_TRUNC"
"GSM4192147","Homo sapiens",2419,"MODE_A_WHITESPACE"
"GSM4773173","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM5509083","Homo sapiens",2396,"MODE_A_WHITESPACE"
"GSM3636503","Homo sapiens",2438,"MODE_A_WHITESPACE"
"GSM3724049","Homo sapiens",5705,"MODE_B_LEGIT_TRUNC"
"GSM3743516","Homo sapiens",2398,"MODE_A_WHITESPACE"
"GSM7712277","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM4746908","Homo sapiens",2434,"MODE_A_WHITESPACE"
"GSM6597942","Homo sapiens",2391,"MODE_A_WHITESPACE"
"GSM4762620","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4762652","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4762656","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763009","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763013","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763049","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763081","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM6674911","Homo sapiens",2402,"MODE_A_WHITESPACE"
"GSM3071615","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM4751197","Homo sapiens",2682,"OTHER_DEGEN"
"GSM4762625","Homo sapiens",2492,"MODE_A_WHITESPACE"
"GSM4762629","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4762661","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763018","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763390","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763394","Homo sapiens",2492,"MODE_A_WHITESPACE"
"GSM2483309","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM7123627","Homo sapiens",2395,"MODE_A_WHITESPACE"
"GSM2114011","Homo sapiens",2425,"MODE_A_WHITESPACE"
"GSM4763027","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763475","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM6720814","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM7840869","Homo sapiens",2413,"MODE_A_WHITESPACE"
"GSM2114020","Homo sapiens",2432,"MODE_A_WHITESPACE"
"GSM7840879","Homo sapiens",2413,"MODE_A_WHITESPACE"
"GSM4849135","Homo sapiens",2406,"MODE_A_WHITESPACE"
"GSM4849139","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM4253994","Homo sapiens",2437,"MODE_A_WHITESPACE"
"GSM3071612","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM4257803","Homo sapiens",2406,"MODE_A_WHITESPACE"
"GSM4288923","Homo sapiens",2474,"MODE_A_WHITESPACE"
"GSM8119636","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM5585198","Homo sapiens",2420,"MODE_A_WHITESPACE"
"GSM6845524","Homo sapiens",2423,"MODE_A_WHITESPACE"
"GSM4849144","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM4849148","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM7988598","Homo sapiens",2445,"MODE_A_WHITESPACE"
"GSM3071614","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM8038044","Homo sapiens",2410,"MODE_A_WHITESPACE"
"GSM4213997","Homo sapiens",2435,"MODE_A_WHITESPACE"
"GSM1602271","Homo sapiens",2419,"MODE_A_WHITESPACE"
"GSM1612320","Homo sapiens",2433,"MODE_A_WHITESPACE"
"GSM7872503","Homo sapiens",2400,"MODE_A_WHITESPACE"
"GSM4849153","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM1853591","Homo sapiens",2689,"OTHER_DEGEN"
"GSM1890822","Homo sapiens",5963,"MODE_B_LEGIT_TRUNC"
"GSM3386928","Homo sapiens",2715,"OTHER_DEGEN"
"GSM3071571","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM8006150","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM7032416","Homo sapiens",2684,"OTHER_DEGEN"
"GSM2895209","Homo sapiens",2383,"MODE_A_WHITESPACE"
"GSM4974146","Homo sapiens",2688,"OTHER_DEGEN"
"GSM6911385","Homo sapiens",2417,"MODE_A_WHITESPACE"
"GSM2931829","Homo sapiens",2500,"MODE_A_WHITESPACE"
"GSM4981366","Homo sapiens",2461,"MODE_A_WHITESPACE"
"GSM6625322","Homo sapiens",2410,"MODE_A_WHITESPACE"
"GSM7086176","Homo sapiens",2392,"MODE_A_WHITESPACE"
"GSM7049210","Homo sapiens",2446,"MODE_A_WHITESPACE"
"GSM3531623","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM5595392","Homo sapiens",2702,"OTHER_DEGEN"
"GSM2784567","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM5092657","Homo sapiens",2440,"MODE_A_WHITESPACE"
"GSM3574855","Homo sapiens",6509,"MODE_B_LEGIT_TRUNC"
"GSM8095971","Homo sapiens",2399,"MODE_A_WHITESPACE"
"GSM3476284","Homo sapiens",2396,"MODE_A_WHITESPACE"
"GSM2411269","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM1535676","Homo sapiens",2702,"OTHER_DEGEN"
"GSM4773172","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM7086803","Homo sapiens",2455,"MODE_A_WHITESPACE"
"GSM4959834","Homo sapiens",2405,"MODE_A_WHITESPACE"
"GSM7170291","Homo sapiens",2712,"OTHER_DEGEN"
"GSM5592213","Homo sapiens",2447,"MODE_A_WHITESPACE"
"GSM3325843","Homo sapiens",2387,"MODE_A_WHITESPACE"
"GSM4763062","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM8188710","Homo sapiens",2406,"MODE_A_WHITESPACE"
"GSM5029909","Homo sapiens",2403,"MODE_A_WHITESPACE"
"GSM7104964","Homo sapiens",2713,"OTHER_DEGEN"
"GSM7427102","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM5081845","Homo sapiens",2402,"MODE_A_WHITESPACE"
"GSM8128133","Homo sapiens",2453,"MODE_A_WHITESPACE"
"GSM4952238","Homo sapiens",2400,"MODE_A_WHITESPACE"
"GSM4763465","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM7086158","Homo sapiens",2392,"MODE_A_WHITESPACE"
"GSM3531614","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM7123621","Homo sapiens",2394,"MODE_A_WHITESPACE"
"GSM3535861","Homo sapiens",2451,"MODE_A_WHITESPACE"
"GSM3223600","Homo sapiens",2403,"MODE_A_WHITESPACE"
"GSM4173613","Homo sapiens",2449,"MODE_A_WHITESPACE"
"GSM7427054","Homo sapiens",2427,"MODE_A_WHITESPACE"
"GSM3636511","Homo sapiens",2438,"MODE_A_WHITESPACE"
"GSM4681070","Homo sapiens",7017,"MODE_B_LEGIT_TRUNC"
"GSM2538875","Homo sapiens",2429,"MODE_A_WHITESPACE"
"GSM5654952","Homo sapiens",2419,"MODE_A_WHITESPACE"
"GSM6421498","Homo sapiens",2418,"MODE_A_WHITESPACE"
"GSM4680968","Homo sapiens",7020,"MODE_B_LEGIT_TRUNC"
"GSM4552952","Homo sapiens",2395,"MODE_A_WHITESPACE"
"GSM4385471","Homo sapiens",2692,"OTHER_DEGEN"
"GSM3633408","Homo sapiens",2458,"MODE_A_WHITESPACE"
"GSM3674357","Homo sapiens",2433,"MODE_A_WHITESPACE"
"GSM5685641","Homo sapiens",2402,"MODE_A_WHITESPACE"
"GSM5685649","Homo sapiens",2402,"MODE_A_WHITESPACE"
"GSM4614973","Homo sapiens",2412,"MODE_A_WHITESPACE"
"GSM5654922","Homo sapiens",2419,"MODE_A_WHITESPACE"
"GSM5219613","Homo sapiens",2394,"MODE_A_WHITESPACE"
"GSM4681185","Homo sapiens",7020,"MODE_B_LEGIT_TRUNC"
"GSM4681048","Homo sapiens",7073,"MODE_B_LEGIT_TRUNC"
"GSM4517379","Homo sapiens",2718,"OTHER_DEGEN"
"GSM4683956","Homo sapiens",2398,"MODE_A_WHITESPACE"
"GSM5643047","Homo sapiens",2439,"MODE_A_WHITESPACE"
"GSM5726351","Homo sapiens",2403,"MODE_A_WHITESPACE"
"GSM4547502","Homo sapiens",2425,"MODE_A_WHITESPACE"
"GSM4631292","Homo sapiens",2385,"MODE_A_WHITESPACE"
"GSM4635933","Homo sapiens",2396,"MODE_A_WHITESPACE"
"GSM4558572","Homo sapiens",2399,"MODE_A_WHITESPACE"
"GSM4681051","Homo sapiens",7074,"MODE_B_LEGIT_TRUNC"
"GSM4762617","Homo sapiens",2492,"MODE_A_WHITESPACE"
"GSM4763010","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM3071535","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM4773171","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM3108133","Homo sapiens",2410,"MODE_A_WHITESPACE"
"GSM4849133","Homo sapiens",2405,"MODE_A_WHITESPACE"
"GSM4614956","Homo sapiens",2412,"MODE_A_WHITESPACE"
"GSM4681197","Homo sapiens",6986,"MODE_B_LEGIT_TRUNC"
"GSM5029899","Homo sapiens",2418,"MODE_A_WHITESPACE"
"GSM4664481","Homo sapiens",2406,"MODE_A_WHITESPACE"
"GSM3071606","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM3636507","Homo sapiens",2438,"MODE_A_WHITESPACE"
"GSM5857761","Homo sapiens",2416,"MODE_A_WHITESPACE"
"GSM4385447","Homo sapiens",2688,"OTHER_DEGEN"
"GSM4763052","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763400","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4770896","Homo sapiens",6100,"MODE_B_LEGIT_TRUNC"
"GSM5713429","Homo sapiens",3425,"MODE_B_LEGIT_TRUNC"
"GSM5713434","Homo sapiens",3419,"MODE_B_LEGIT_TRUNC"
"GSM3636516","Homo sapiens",2438,"MODE_A_WHITESPACE"
"GSM6071280","Homo sapiens",2696,"OTHER_DEGEN"
"GSM4385459","Homo sapiens",2693,"OTHER_DEGEN"
"GSM4411763","Homo sapiens",2404,"MODE_A_WHITESPACE"
"GSM4034933","Homo sapiens",2426,"MODE_A_WHITESPACE"
"GSM3067321","Homo sapiens",2434,"MODE_A_WHITESPACE"
"GSM4047568","Homo sapiens",2400,"MODE_A_WHITESPACE"
"GSM4411772","Homo sapiens",2404,"MODE_A_WHITESPACE"
"GSM4385454","Homo sapiens",2693,"OTHER_DEGEN"
"GSM3071564","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM7030045","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM2478933","Homo sapiens",2435,"MODE_A_WHITESPACE"
"GSM3436235","Homo sapiens",2397,"MODE_A_WHITESPACE"
"GSM4680726","Homo sapiens",2444,"MODE_A_WHITESPACE"
"GSM4680964","Homo sapiens",7032,"MODE_B_LEGIT_TRUNC"
"GSM4681025","Homo sapiens",7021,"MODE_B_LEGIT_TRUNC"
"GSM5223936","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM2719214","Homo sapiens",2425,"MODE_A_WHITESPACE"
"GSM7427061","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM4763046","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM5081847","Homo sapiens",2402,"MODE_A_WHITESPACE"
"GSM5086610","Homo sapiens",2419,"MODE_A_WHITESPACE"
"GSM5092659","Homo sapiens",2440,"MODE_A_WHITESPACE"
"GSM5971535","Homo sapiens",2696,"OTHER_DEGEN"
"GSM8068004","Homo sapiens",2386,"MODE_A_WHITESPACE"
"GSM5815308","Homo sapiens",2393,"MODE_A_WHITESPACE"
"GSM5639292","Homo sapiens",2415,"MODE_A_WHITESPACE"
"GSM5957468","Homo sapiens",2427,"MODE_A_WHITESPACE"
"GSM6401931","Homo sapiens",2387,"MODE_A_WHITESPACE"
"GSM5957470","Homo sapiens",2419,"MODE_A_WHITESPACE"
"GSM6202596","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM5585196","Homo sapiens",2432,"MODE_A_WHITESPACE"
"GSM3636512","Homo sapiens",2438,"MODE_A_WHITESPACE"
"GSM4763026","Homo sapiens",2492,"MODE_A_WHITESPACE"
"GSM3071588","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM3071572","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM5971536","Homo sapiens",2696,"OTHER_DEGEN"
"GSM7427112","Homo sapiens",2420,"MODE_A_WHITESPACE"
"GSM4849145","Homo sapiens",2410,"MODE_A_WHITESPACE"
"GSM5970881","Homo sapiens",6909,"MODE_B_LEGIT_TRUNC"
"GSM5928352","Homo sapiens",6543,"MODE_B_LEGIT_TRUNC"
"GSM6008269","Homo sapiens",2413,"MODE_A_WHITESPACE"
"GSM4810333","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM4849142","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM4873073","Homo sapiens",2420,"MODE_A_WHITESPACE"
"GSM4763476","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4681077","Homo sapiens",6903,"MODE_B_LEGIT_TRUNC"
"GSM4762655","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4762659","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763060","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763064","Homo sapiens",2492,"MODE_A_WHITESPACE"
"GSM4763068","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4197406","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM6058737","Homo sapiens",2425,"MODE_A_WHITESPACE"
"GSM6071304","Homo sapiens",2696,"OTHER_DEGEN"
"GSM6122584","Homo sapiens",2410,"MODE_A_WHITESPACE"
"GSM5971534","Homo sapiens",2696,"OTHER_DEGEN"
"GSM4681133","Homo sapiens",6992,"MODE_B_LEGIT_TRUNC"
"GSM2773439","Homo sapiens",2425,"MODE_A_WHITESPACE"
"GSM6106290","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM2747512","Homo sapiens",2398,"MODE_A_WHITESPACE"
"GSM3674379","Homo sapiens",2434,"MODE_A_WHITESPACE"
"GSM5685642","Homo sapiens",2402,"MODE_A_WHITESPACE"
"GSM3264554","Homo sapiens",2420,"MODE_A_WHITESPACE"
"GSM5035386","Homo sapiens",2716,"OTHER_DEGEN"
"GSM6021879","Homo sapiens",2410,"MODE_A_WHITESPACE"
"GSM4959835","Homo sapiens",2405,"MODE_A_WHITESPACE"
"GSM3724051","Homo sapiens",5457,"MODE_B_LEGIT_TRUNC"
"GSM4614976","Homo sapiens",2412,"MODE_A_WHITESPACE"
"GSM6515832","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM3574814","Homo sapiens",6532,"MODE_B_LEGIT_TRUNC"
"GSM4762657","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM5654953","Homo sapiens",2419,"MODE_A_WHITESPACE"
"GSM4034942","Homo sapiens",2426,"MODE_A_WHITESPACE"
"GSM6058738","Homo sapiens",2425,"MODE_A_WHITESPACE"
"GSM3763016","Homo sapiens",2776,"OTHER_DEGEN"
"GSM4983634","Homo sapiens",2684,"OTHER_DEGEN"
"GSM6071333","Homo sapiens",2696,"OTHER_DEGEN"
"GSM4762650","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM6071339","Homo sapiens",2696,"OTHER_DEGEN"
"GSM4763414","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM6202598","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM4980658","Homo sapiens",2427,"MODE_A_WHITESPACE"
"GSM6093949","Homo sapiens",2400,"MODE_A_WHITESPACE"
"GSM6071263","Homo sapiens",2696,"OTHER_DEGEN"
"GSM6421490","Homo sapiens",2399,"MODE_A_WHITESPACE"
"GSM4763481","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4983613","Homo sapiens",2684,"OTHER_DEGEN"
"GSM6071312","Homo sapiens",2696,"OTHER_DEGEN"
"GSM3071575","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM5029907","Homo sapiens",2419,"MODE_A_WHITESPACE"
"GSM4763032","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM6285631","Homo sapiens",2404,"MODE_A_WHITESPACE"
"GSM8148835","Homo sapiens",2397,"MODE_A_WHITESPACE"
"GSM4385470","Homo sapiens",2693,"OTHER_DEGEN"
"GSM1939602","Homo sapiens",2423,"MODE_A_WHITESPACE"
"GSM5081841","Homo sapiens",2402,"MODE_A_WHITESPACE"
"GSM5081857","Homo sapiens",2402,"MODE_A_WHITESPACE"
"GSM4986939","Homo sapiens",7226,"MODE_B_LEGIT_TRUNC"
"GSM7426976","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM2114012","Homo sapiens",2425,"MODE_A_WHITESPACE"
"GSM4631155","Homo sapiens",2386,"MODE_A_WHITESPACE"
"GSM2483315","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM5068843","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM6258171","Homo sapiens",2401,"MODE_A_WHITESPACE"
"GSM4763078","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM6426667","Homo sapiens",2403,"MODE_A_WHITESPACE"
"GSM3068357","Homo sapiens",2434,"MODE_A_WHITESPACE"
"GSM4039444","Homo sapiens",2714,"OTHER_DEGEN"
"GSM6585852","Homo sapiens",2395,"MODE_A_WHITESPACE"
"GSM6597240","Homo sapiens",2399,"MODE_A_WHITESPACE"
"GSM6597919","Homo sapiens",2391,"MODE_A_WHITESPACE"
"GSM6597931","Homo sapiens",2391,"MODE_A_WHITESPACE"
"GSM6597943","Homo sapiens",2391,"MODE_A_WHITESPACE"
"GSM7428913","Homo sapiens",2430,"MODE_A_WHITESPACE"
"GSM5840001","Homo sapiens",2413,"MODE_A_WHITESPACE"
"GSM4762623","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4385463","Homo sapiens",2693,"OTHER_DEGEN"
"GSM6515843","Homo sapiens",2407,"MODE_A_WHITESPACE"
"GSM1959788","Homo sapiens",2707,"OTHER_DEGEN"
"GSM5223874","Homo sapiens",2416,"MODE_A_WHITESPACE"
"GSM5223906","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM5223934","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM5223938","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM5235846","Homo sapiens",2387,"MODE_A_WHITESPACE"
"GSM5256134","Homo sapiens",2693,"OTHER_DEGEN"
"GSM5256146","Homo sapiens",2693,"OTHER_DEGEN"
"GSM5261857","Homo sapiens",2700,"OTHER_DEGEN"
"GSM5223711","Homo sapiens",2412,"MODE_A_WHITESPACE"
"GSM5223723","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM3071543","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM5223935","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM3531607","Homo sapiens",2427,"MODE_A_WHITESPACE"
"GSM3531613","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM5256139","Homo sapiens",2706,"OTHER_DEGEN"
"GSM3398389","Homo sapiens",2401,"MODE_A_WHITESPACE"
"GSM5272757","Homo sapiens",2417,"MODE_A_WHITESPACE"
"GSM4614953","Homo sapiens",2412,"MODE_A_WHITESPACE"
"GSM3574812","Homo sapiens",6532,"MODE_B_LEGIT_TRUNC"
"GSM3574848","Homo sapiens",6391,"MODE_B_LEGIT_TRUNC"
"GSM1505855","Homo sapiens",7845,"MODE_B_LEGIT_TRUNC"
"GSM1602266","Homo sapiens",2419,"MODE_A_WHITESPACE"
"GSM3531621","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM3535859","Homo sapiens",2456,"MODE_A_WHITESPACE"
"GSM4763073","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4763077","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM6401929","Homo sapiens",2387,"MODE_A_WHITESPACE"
"GSM6426662","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM3926719","Homo sapiens",2427,"MODE_A_WHITESPACE"
"GSM3927278","Homo sapiens",2405,"MODE_A_WHITESPACE"
"GSM4773174","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM7221388","Homo sapiens",2401,"MODE_A_WHITESPACE"
"GSM4974145","Homo sapiens",2686,"OTHER_DEGEN"
"GSM3574808","Homo sapiens",6532,"MODE_B_LEGIT_TRUNC"
"GSM7499005","Homo sapiens",2400,"MODE_A_WHITESPACE"
"GSM3574800","Homo sapiens",6536,"MODE_B_LEGIT_TRUNC"
"GSM3574818","Homo sapiens",6530,"MODE_B_LEGIT_TRUNC"
"GSM3574836","Homo sapiens",6381,"MODE_B_LEGIT_TRUNC"
"GSM3574854","Homo sapiens",6511,"MODE_B_LEGIT_TRUNC"
"GSM4680975","Homo sapiens",6998,"MODE_B_LEGIT_TRUNC"
"GSM1394656","Homo sapiens",2463,"MODE_A_WHITESPACE"
"GSM3531609","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM6585849","Homo sapiens",2395,"MODE_A_WHITESPACE"
"GSM3029026","Homo sapiens",2423,"MODE_A_WHITESPACE"
"GSM6595603","Homo sapiens",2692,"OTHER_DEGEN"
"GSM6597908","Homo sapiens",2391,"MODE_A_WHITESPACE"
"GSM6597932","Homo sapiens",2391,"MODE_A_WHITESPACE"
"GSM4010397","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM4010385","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM3564206","Homo sapiens",2413,"MODE_A_WHITESPACE"
"GSM7086147","Homo sapiens",2392,"MODE_A_WHITESPACE"
"GSM7086159","Homo sapiens",2392,"MODE_A_WHITESPACE"
"GSM7086171","Homo sapiens",2392,"MODE_A_WHITESPACE"
"GSM3720786","Homo sapiens",2703,"OTHER_DEGEN"
"GSM7123622","Homo sapiens",2395,"MODE_A_WHITESPACE"
"GSM5352652","Homo sapiens",2430,"MODE_A_WHITESPACE"
"GSM3531615","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM5363267","Homo sapiens",2450,"MODE_A_WHITESPACE"
"GSM5363271","Homo sapiens",2450,"MODE_A_WHITESPACE"
"GSM5363275","Homo sapiens",2450,"MODE_A_WHITESPACE"
"GSM6503081","Homo sapiens",2735,"OTHER_DEGEN"
"GSM2478929","Homo sapiens",2435,"MODE_A_WHITESPACE"
"GSM6515840","Homo sapiens",2407,"MODE_A_WHITESPACE"
"GSM3526397","Homo sapiens",2402,"MODE_A_WHITESPACE"
"GSM6533850","Homo sapiens",2394,"MODE_A_WHITESPACE"
"GSM2773438","Homo sapiens",2425,"MODE_A_WHITESPACE"
"GSM5359743","Homo sapiens",2415,"MODE_A_WHITESPACE"
"GSM7680622","Homo sapiens",2402,"MODE_A_WHITESPACE"
"GSM7712282","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM7773120","Homo sapiens",2413,"MODE_A_WHITESPACE"
"GSM7840862","Homo sapiens",2413,"MODE_A_WHITESPACE"
"GSM7840874","Homo sapiens",2413,"MODE_A_WHITESPACE"
