"cluster_id","study_id","entity","cls","etichetta_trattato","etichetta_controllo","verdetto_regola","accusato"
"cgroup_L5_41f7b088","GSE221475","CHEBI:49668","drug","MDA-MB-231 + Gefitinib","MDA-MB-231 + DMSO","",FALSE
"cgroup_L5_44420e6e","GSE171611","NCBITaxon:851","infection","Fusobacterium nucleatum exposed HCT116 cells","PBS-treated HCT116 cells","",FALSE
"cgroup_L5_44420e6e","GSE236117","NCBITaxon:851","infection","AMC-HN-8 cells exposed to Fusobacterium nucleatum","Control AMC-HN-8 cells","",FALSE
"cgroup_L5_44420e6e","GSE237052","NCBITaxon:851","infection","Keratinocytes exposed to Fusobacterium nucleatum","Untreated Keratinocytes","",FALSE
"cgroup_L5_444e7fc2","GSE120891","NCBITaxon:10359","infection","ARPE19 cells infected with CMV/TB40e (MOI=3) for 48 hours","ARPE19 cells mock-infected for 48 hours","",FALSE
"cgroup_L5_444e7fc2","GSE120891","NCBITaxon:10359","infection","MRC5 cells infected with CMV/AD169 (MOI=3) for 48 hours","MRC5 cells mock-infected for 48 hours","",FALSE
"cgroup_L5_444e7fc2","GSE120891","NCBITaxon:10359","infection","MRC5 cells infected with CMV/TB40 (MOI=3) for 48 hours","MRC5 cells mock-infected for 48 hours","",FALSE
"cgroup_L5_444e7fc2","GSE120891","NCBITaxon:10359","infection","MRC5 cells infected with CMV/TB40e (MOI=3) for 48 hours","MRC5 cells mock-infected for 48 hours","",FALSE
"cgroup_L5_444e7fc2","GSE130665","NCBITaxon:10359","infection","siNT + CMV/TB40 strain","siNT + mock infected","",FALSE
"cgroup_L5_444e7fc2","GSE141236","NCBITaxon:10359","infection","HCMV infection","Vehicle control","",TRUE
"cgroup_L5_444e7fc2","GSE141236","NCBITaxon:10359","infection","HCMV/M. mass co-infection","Vehicle control","",TRUE
"cgroup_L5_444e7fc2","GSE159235","NCBITaxon:10359","infection","virus CMV strain TB40","mock","",FALSE
"cgroup_L5_444e7fc2","GSE179609","NCBITaxon:10359","infection","CD4_CMV","CD4","",FALSE
"cgroup_L5_444e7fc2","GSE179609","NCBITaxon:10359","infection","CD8_CM_CMV","CD8_CM","",FALSE
"cgroup_L5_444e7fc2","GSE179609","NCBITaxon:10359","infection","CD8_EM1_CMV","CD8_EM1","",FALSE
"cgroup_L5_444e7fc2","GSE179609","NCBITaxon:10359","infection","CD8_EM2_CMV","CD8_EM2","",FALSE
"cgroup_L5_444e7fc2","GSE179609","NCBITaxon:10359","infection","CD8_naive_CMV","CD8_naive","",FALSE
"cgroup_L5_444e7fc2","GSE203395","NCBITaxon:10359","infection","CMV infected, non-BCG","Control, non-BCG","",FALSE
"cgroup_L5_444e7fc2","GSE203395","NCBITaxon:10359","infection","CMV infected, BCG vaccinated","Control, BCG vaccinated","",FALSE
"cgroup_L5_444e7fc2","GSE210989","NCBITaxon:10359","infection","MRC5 cells infected with HCMV strain AD169 for 48 hours","MRC5 cells mock-treated for 48 hours","",FALSE
"cgroup_L5_444e7fc2","GSE248927","NCBITaxon:10359","infection","HCMV (TB40E) treated","Mock treated","",FALSE
"cgroup_L5_444e7fc2","GSE94724","NCBITaxon:10359","infection","HCMV infected decidua","Mock infected decidua","",FALSE
"cgroup_L5_469db990","GSE125342","STR:nahs","drug","NaHS","Control","",FALSE
"cgroup_L5_469db990","GSE148985","STR:nahs","drug","NaHS 0.25 mM 24h","Untreated (control)","",FALSE
"cgroup_L5_469db990","GSE193660","STR:nahs","drug","NaHS Treated","Control","",FALSE
"cgroup_L5_46a3a103","GSE222658","STR:radiation","drug","SAS wild-type + radiation","SAS wild-type + control","",FALSE
"cgroup_L5_46a3a103","GSE222658","STR:radiation","drug","SAS wild-type + radiation","SAS wild-type + control","",FALSE
"cgroup_L5_46a3a103","GSE222992","STR:radiation","drug","ACC-422_radiation","ACC-422_no_treatment","",FALSE
"cgroup_L5_46a3a103","GSE222992","STR:radiation","drug","MDA-MB-453_radiation","MDA-MB-453_no_treatment","",FALSE
"cgroup_L5_46a3a103","GSE242108","STR:radiation","drug","SCVI15 Radiation","SCVI15 Control","",FALSE
"cgroup_L5_46a3a103","GSE242706","STR:radiation","drug","Human lung microvascular endothelial cells Radiation 16 Gy 7d","Human lung microvascular endothelial cells Control 0 Gy 7d","",FALSE
"cgroup_L5_46a3a103","GSE242706","STR:radiation","drug","Human lung microvascular endothelial cells Radiation 16 Gy 6h","Human lung microvascular endothelial cells Control 0 Gy 6h","",FALSE
"cgroup_L5_46a3a103","GSE242706","STR:radiation","drug","Human primary alveolar epithelial cells Radiation 16 Gy 7d","Human primary alveolar epithelial cells Control 0 Gy 7d","",FALSE
"cgroup_L5_46a3a103","GSE242706","STR:radiation","drug","Human primary alveolar epithelial cells Radiation 16 Gy 6h","Human primary alveolar epithelial cells Control 0 Gy 6h","",FALSE
"cgroup_L5_4753688f","GSE126517","STR:r5020","drug","T47D breast cancer cells treated with R5020 for 6 hours and water for 18 hours","T47D breast cancer cells treated with EtOH for 6 hours and water for 18 hours","",FALSE
"cgroup_L5_4753688f","GSE126775","STR:r5020","drug","PR-A + R5020 (48h)","PR-A + vehicle (48h)","",FALSE
"cgroup_L5_4753688f","GSE126775","STR:r5020","drug","PR-B + R5020 (48h) + p53mut","PR-B + vehicle (48h)","",FALSE
"cgroup_L5_4753688f","GSE126775","STR:r5020","drug","PR-B + R5020 (6h)","PR-B + vehicle (6h)","",FALSE
"cgroup_L5_4753688f","GSE139393","STR:r5020","drug","Ishikawa cells treated with R5020","Untreated Ishikawa cells","",FALSE
"cgroup_L5_4753688f","GSE155272","STR:r5020","drug","R5020 (Donor M220)","ETOH (Control) (Donor M220)","",FALSE
"cgroup_L5_4753688f","GSE243454","STR:r5020","drug","T47D R5020","T47D Vehicle","",FALSE
"cgroup_L5_4753688f","GSE80365","STR:r5020","drug","R5020 10 nM 24h","Vehicle 24h","",FALSE
"cgroup_L5_4753688f","GSE80365","STR:r5020","drug","R5020 10 nM 48h","Vehicle 48h","",FALSE
"cgroup_L5_479c6221","GSE164247","CHEBI:124921","drug","GSK126","DMSO","",FALSE
"cgroup_L5_479c6221","GSE180067","CHEBI:124921","drug","A549 GSK126 polyA RNA","A549 negative control","",FALSE
"cgroup_L5_479c6221","GSE222376","CHEBI:124921","drug","H2731_GSK126","H2731_DMSO","",FALSE
"cgroup_L5_479c6221","GSE222376","CHEBI:124921","drug","H2810_GSK126","H2810_DMSO","",FALSE
"cgroup_L5_479c6221","GSE235704","CHEBI:124921","drug","NCI-H526 treated with GSK126","NCI-H526 treated with DMSO","",FALSE
"cgroup_L5_479c6221","GSE240898","CHEBI:124921","drug","A549 cells treated with GSK126","A549 naive cells","",FALSE
"cgroup_L5_479c6221","GSE247275","CHEBI:124921","drug","HPDEC + GSK126 (duplicate)","HPDEC + DMSO","",FALSE
"cgroup_L5_47e67cab","GSE100785","STR:1_25_oh_2d3","drug","Healthy Colon, 1,25(OH)2D3, Age 77","Healthy Colon, Vehicle, Age 77","",FALSE
"cgroup_L5_47e67cab","GSE100785","STR:1_25_oh_2d3","drug","Tumor Left Colon, 1,25(OH)2D3, Age 77","Tumor Left Colon, Vehicle, Age 77","",FALSE
"cgroup_L5_47e67cab","GSE143782","STR:1_25_oh_2d3","drug","Rectum Stem Cells - Calcitriol - Donor #40","Rectum Stem Cells - Vehicle - Donor #40","",FALSE
"cgroup_L5_47e67cab","GSE223405","STR:1_25_oh_2d3","drug","HPr1-AR Calcitriol","HPr1-AR Vehicle","",FALSE
"cgroup_L5_47e67cab","GSE223405","STR:1_25_oh_2d3","drug","HPr1-AR Vector Calcitriol","HPr1-AR Vector Vehicle","",FALSE
"cgroup_L5_47e67cab","GSE223405","STR:1_25_oh_2d3","drug","LNCaP Vector Calcitriol","LNCaP Vector Vehicle","",FALSE
"cgroup_L5_47e67cab","GSE223405","STR:1_25_oh_2d3","drug","RC43N Calcitriol","RC43N Vehicle","",FALSE
"cgroup_L5_47e67cab","GSE223405","STR:1_25_oh_2d3","drug","RC43N BAZ1A Calcitriol","RC43N BAZ1A Vehicle","",FALSE
"cgroup_L5_47e67cab","GSE223405","STR:1_25_oh_2d3","drug","RC43T Vector Calcitriol","RC43T Vector Vehicle","",FALSE
"cgroup_L5_4811fc0c","GSE162427","CHEBI:17823","drug","Calcitriol-treated CLL CD19+ B cells (GSM4951902)","Untreated CLL CD19+ B cells (GSM4951907)","",FALSE
"cgroup_L5_4811fc0c","GSE178702","CHEBI:17823","drug","HaCaT calcitriol","HaCaT untreated","",FALSE
"cgroup_L5_4811fc0c","GSE248274","CHEBI:17823","drug","Calcitriol (1,25(OH)2D3) - Patient #92","Vehicle (ethanol)","",FALSE
"cgroup_L5_4811fc0c","GSE261699","CHEBI:17823","drug","PBMC + calcitriol (10 nM) 24h","PBMC + ethanol (0.1%) 24h","",FALSE
"cgroup_L5_4811fc0c","GSE261699","CHEBI:17823","drug","PBMC + calcitriol (10 nM) 24h","PBMC + ethanol (0.1%) 24h","",FALSE
"cgroup_L5_49d55bfd","GSE132270","HGNC:6014","cytokine","IL-4 Day 1","Media Day 1","",FALSE
"cgroup_L5_49d55bfd","GSE132270","HGNC:6014","cytokine","IL-4 Day 3","Media Day 3","",FALSE
"cgroup_L5_49d55bfd","GSE132270","HGNC:6014","cytokine","IL-4 Day 6","Media Day 6","",FALSE
"cgroup_L5_49d55bfd","GSE140900","HGNC:6014","cytokine","IL4","no treatment","",FALSE
"cgroup_L5_49d55bfd","GSE171750","HGNC:6014","cytokine","A549 + IL4","A549 + untreated","",FALSE
"cgroup_L5_49d55bfd","GSE179420","HGNC:6014","cytokine","IL4 + Compound treated","untreated","",TRUE
"cgroup_L5_49d55bfd","GSE179420","HGNC:6014","cytokine","IL4","untreated","",TRUE
"cgroup_L5_49d55bfd","GSE179420","HGNC:6014","cytokine","IL4 + Compound treated","untreated","",TRUE
"cgroup_L5_49d55bfd","GSE244934","HGNC:6014","cytokine","IL-4 stimulated","Untreated","",FALSE
"cgroup_L5_49e290ae","GSE217421","CHEBI:4031","drug","Cyclosporine-treated cardiac myocytes","DMSO-treated cardiac myocytes","",FALSE
"cgroup_L5_49e290ae","GSE217423","CHEBI:4031","drug","Cardiac myocytes treated with Cyclosporine","Cardiac myocytes treated with DMSO","",FALSE
"cgroup_L5_49e290ae","GSE236896","CHEBI:4031","drug","HCT-116, Cyclosporin A, 5 uM, 3 days, passage 4-5","HCT-116, DMSO, 3 days, passage 4-5","",FALSE
"cgroup_L5_49e290ae","GSE259282","CHEBI:4031","drug","Neutrophils treated with Cyclosporine A","Control neutrophils (non-treated)","",FALSE
"cgroup_L5_4b901bf1","GSE108743","STR:psoriasis","disease","Psoriasis Skin-derived MSC Passage 5","Normal Skin-derived MSC Passage 5","",FALSE
"cgroup_L5_4b901bf1","GSE117405","STR:psoriasis","disease","Conventional Psoriatic Skin 2","Healthy Control Skin","",FALSE
"cgroup_L5_4b901bf1","GSE139341","STR:psoriasis","disease","Teff_psoriasis","Teff_healthy","",FALSE
"cgroup_L5_4b901bf1","GSE139341","STR:psoriasis","disease","Treg_psoriasis","Treg_healthy","",FALSE
"cgroup_L5_4b901bf1","GSE139341","STR:psoriasis","disease","Treg_psoriasis_alt","Treg_healthy","",FALSE
"cgroup_L5_4b901bf1","GSE142582","STR:psoriasis","disease","Psoriasis lesion","Healthy skin control","",FALSE
"cgroup_L5_4b901bf1","GSE142582","STR:psoriasis","disease","Psoriasis non-lesion","Healthy skin control","",FALSE
"cgroup_L5_4b901bf1","GSE147339","STR:psoriasis","disease","Psoriasis patients","Healthy controls","",FALSE
"cgroup_L5_4b901bf1","GSE150851","STR:psoriasis","disease","Psoriasis Case 1","Healthy Control 1","",FALSE
"cgroup_L5_4b901bf1","GSE150851","STR:psoriasis","disease","Psoriasis Case 2","Healthy Control 1","",FALSE
"cgroup_L5_4b901bf1","GSE150851","STR:psoriasis","disease","Psoriasis Case 3","Healthy Control 1","",FALSE
"cgroup_L5_4b901bf1","GSE150851","STR:psoriasis","disease","Psoriasis Case 4","Healthy Control 1","",FALSE
"cgroup_L5_4b901bf1","GSE150851","STR:psoriasis","disease","Psoriasis Case 5","Healthy Control 1","",FALSE
"cgroup_L5_4b901bf1","GSE74697","STR:psoriasis","disease","Psoriasis Lesional Skin","Healthy Normal Skin","",FALSE
"cgroup_L5_4b901bf1","GSE81106","STR:psoriasis","disease","Mesenchymal stem cells from Psoriasis patient 15Y15P5","Mesenchymal stem cells from Normal donor","",FALSE
"cgroup_L5_4b901bf1","GSE89725","STR:psoriasis","disease","Psoriasis","Normal","",FALSE
"cgroup_L5_4be9e90d","GSE129018","CHEBI:39421","drug","Day 8 PFOS","Day 8 DMSO","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 0.02 µM 1 day","DMSO 1 day","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 0.02 µM 10 days","DMSO 10 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 0.02 µM 14 days","DMSO 14 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 0.02 µM 4 days","DMSO 4 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 0.1 µM 1 day","DMSO 1 day","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 0.1 µM 10 days","DMSO 10 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 0.1 µM 14 days","DMSO 14 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 0.1 µM 4 days","DMSO 4 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 0.2 µM 1 day","DMSO 1 day","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 0.2 µM 10 days","DMSO 10 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 0.2 µM 14 days","DMSO 14 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 0.2 µM 4 days","DMSO 4 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 1 µM 1 day","DMSO 1 day","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 1 µM 10 days","DMSO 10 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 1 µM 14 days","DMSO 14 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 1 µM 4 days","DMSO 4 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 10 µM 1 day","DMSO 1 day","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 10 µM 10 days","DMSO 10 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 10 µM 14 days","DMSO 14 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 10 µM 4 days","DMSO 4 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 2 µM 1 day","DMSO 1 day","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 2 µM 10 days","DMSO 10 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 2 µM 14 days","DMSO 14 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 2 µM 4 days","DMSO 4 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 20 µM 1 day","DMSO 1 day","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 20 µM 10 days","DMSO 10 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 20 µM 14 days","DMSO 14 days","",FALSE
"cgroup_L5_4be9e90d","GSE144775","CHEBI:39421","drug","PFOS 20 µM 4 days","DMSO 4 days","",FALSE
"cgroup_L5_4be9e90d","GSE232176","CHEBI:39421","drug","PFOS treated","DMSO control","",FALSE
"cgroup_L5_4be9e90d","GSE262137","CHEBI:39421","drug","C1 cells treated with PFOS (10 nM)","C1 cells treated with DMSO","",FALSE
"cgroup_L5_4d535f25","GSE172442","STR:ykl_5_124","drug","AMO1 + YKL-5-124 (100 nM)","AMO1 + DMSO","",FALSE
"cgroup_L5_4d535f25","GSE172442","STR:ykl_5_124","drug","AMO1 + YKL-5-124 (1000 nM)","AMO1 + DMSO","",FALSE
"cgroup_L5_4d535f25","GSE172442","STR:ykl_5_124","drug","XG1 + YKL-5-124 (100 nM)","XG1 + DMSO","",FALSE
"cgroup_L5_4d535f25","GSE172442","STR:ykl_5_124","drug","XG1 + YKL-5-124 (1000 nM)","XG1 + DMSO","",FALSE
"cgroup_L5_4d535f25","GSE172443","STR:ykl_5_124","drug","AMO1_YKL-5-124_1000nM","AMO1_DMSO","",FALSE
"cgroup_L5_4d535f25","GSE172443","STR:ykl_5_124","drug","AMO1_YKL-5-124_100nM","AMO1_DMSO","",FALSE
"cgroup_L5_4d535f25","GSE172443","STR:ykl_5_124","drug","XG1_YKL-5-124_1000nM","XG1_DMSO","",FALSE
"cgroup_L5_4d535f25","GSE172444","STR:ykl_5_124","drug","MM1S cells treated with YKL-5-124 (98 nM) for 24 hours","MM1S cells treated with DMSO (98 nM) for 24 hours","",FALSE
"cgroup_L5_50ef2733","GSE247389","STR:5_aza","drug","5-Aza-treated","DMSO-control","",FALSE
"cgroup_L5_50ef2733","GSE56623","STR:5_aza","drug","JJN3 cells treated with 5.AZA for 24 hours","JJN3 cells treated with Control for 24 hours","",FALSE
"cgroup_L5_50ef2733","GSE56623","STR:5_aza","drug","JJN3 cells treated with 5.AZA for 4 hours","JJN3 cells treated with Control for 4 hours","",FALSE
"cgroup_L5_50ef2733","GSE56623","STR:5_aza","drug","U266 cells treated with 5.AZA for 24 hours","U266 cells treated with Control for 24 hours","",FALSE
"cgroup_L5_50ef2733","GSE56623","STR:5_aza","drug","U266 cells treated with 5.AZA for 4 hours","U266 cells treated with Control for 4 hours","",FALSE
"cgroup_L5_50ef2733","GSE60340","STR:5_aza","drug","5-aza treated","Untreated control","",FALSE
"cgroup_L5_522fa0c2","GSE122649","STR:sals","disease","sALS (JR9)","Non-neurological control (JR39)","",FALSE
"cgroup_L5_522fa0c2","GSE138691","STR:sals","disease","sALS PBMC","Control Whole Blood age 60","",TRUE
"cgroup_L5_522fa0c2","GSE234297","STR:sals","disease","sALS Case01","Healthy control","",FALSE
"cgroup_L5_522fa0c2","GSE52946","STR:sals","disease","sALS untreated","Healthy donor untreated","",FALSE
"cgroup_L5_522fa0c2","GSE67196","STR:sals","disease","sALS Cerebellum","Healthy Cerebellum","",FALSE
"cgroup_L5_535d97f6","GSE102209","CHEBI:45783","drug","xenograft of patient sample + imatinib","xenograft of patient sample + DMSO","",FALSE
"cgroup_L5_535d97f6","GSE155800","CHEBI:45783","drug","Gastrointestinal stromal tumor treated with imatinib","Gastrointestinal stromal tumor","",FALSE
"cgroup_L5_535d97f6","GSE184427","CHEBI:45783","drug","LuCaP 73 Imatinib","LuCaP 73 PBS Control","",FALSE
"cgroup_L5_535d97f6","GSE186341","CHEBI:45783","drug","NCI-H1793_Imatinib_5.4553uM_24h","NCI-H1793_DMSO_24h","",FALSE
"cgroup_L5_535d97f6","GSE186341","CHEBI:45783","drug","PANC-1_Imatinib","PANC-1_Untreated","",FALSE
"cgroup_L5_535d97f6","GSE193398","CHEBI:45783","drug","Imatinib 1uM","Untreated","",FALSE
"cgroup_L5_535d97f6","GSE193398","CHEBI:45783","drug","Imatinib 10uM","Untreated","",FALSE
"cgroup_L5_535d97f6","GSE193398","CHEBI:45783","drug","Imatinib 5uM","Untreated","",FALSE
"cgroup_L5_535d97f6","GSE217421","CHEBI:45783","drug","Imatinib-treated cardiac myocytes","DMSO-treated cardiac myocytes","",FALSE
"cgroup_L5_535d97f6","GSE217423","CHEBI:45783","drug","Cardiac myocytes treated with Imatinib","Cardiac myocytes treated with DMSO","",FALSE
"cgroup_L5_56d531e8","GSE164884","CHEBI:17154","drug","Nicotinamide Day 7","Control Day 7","",FALSE
"cgroup_L5_56d531e8","GSE164884","CHEBI:17154","drug","Nicotinamide Day 4","Control Day 4","",FALSE
"cgroup_L5_56d531e8","GSE172494","CHEBI:17154","drug","MDA-MB-231 cells treated with 20 mM Nicotinamide for 48 hours","MDA-MB-231 cells untreated","",FALSE
"cgroup_L5_56d531e8","GSE172494","CHEBI:17154","drug","MDA-MB-468 cells treated with 20 mM Nicotinamide for 48 hours","MDA-MB-468 cells untreated","",FALSE
"cgroup_L5_56d531e8","GSE90889","CHEBI:17154","drug","hiPSC-RPE Control Cornea Nicotinamide","hiPSC-RPE Control Cornea Vehicle","",FALSE
"cgroup_L5_57810d6c","GSE104869","CHEBI:27881","drug","Resveratrol","DMSO","",FALSE
"cgroup_L5_57810d6c","GSE117620","CHEBI:27881","drug","TB98 cells treated with 10 nM resveratrol","TB98 cells treated with DMSO","",FALSE
"cgroup_L5_57810d6c","GSE117620","CHEBI:27881","drug","TB98 cells treated with 20 uM resveratrol","TB98 cells treated with DMSO","",FALSE
"cgroup_L5_57810d6c","GSE65634","CHEBI:27881","drug","C2_resveratrol","C2_DMSO","",FALSE
"cgroup_L5_5927750b","GSE184029","CHEBI:65347","drug","CAPAN-2 + Carfilzomib (rep)","CAPAN-2 + DMSO (rep)","",FALSE
"cgroup_L5_5927750b","GSE184029","CHEBI:65347","drug","DLD-1 + Carfilzomib","DLD-1 + DMSO","",FALSE
"cgroup_L5_5927750b","GSE184029","CHEBI:65347","drug","H-1299 + Carfilzomib","H-1299 + DMSO","",FALSE
"cgroup_L5_5927750b","GSE184029","CHEBI:65347","drug","H-23 + Carfilzomib","H-23 + DMSO","",FALSE
"cgroup_L5_5927750b","GSE217421","CHEBI:65347","drug","Carfilzomib-treated cardiac myocytes","DMSO-treated cardiac myocytes","",FALSE
"cgroup_L5_5927750b","GSE217421","CHEBI:65347","drug","Carfilzomib-treated cardiac myocytes","DMSO-treated cardiac myocytes","",FALSE
"cgroup_L5_5927750b","GSE217898","CHEBI:65347","drug","Primary aorta endothelial cells, Carfilzomib, 24h","Primary aorta endothelial cells, DMSO, 24h","",FALSE
"cgroup_L5_5927750b","GSE217898","CHEBI:65347","drug","Primary aorta endothelial cells, Carfilzomib, 72h","Primary aorta endothelial cells, DMSO, 72h","",FALSE
"cgroup_L5_5927750b","GSE266011","CHEBI:65347","drug","SHP1705 (10 µM) + Carfilzomib (10 nM) for 24hr","DMSO for 24hr","",TRUE
"cgroup_L5_5927750b","GSE266011","CHEBI:65347","drug","SHP1705 (10 µM) + Carfilzomib (10 nM) for 8hr","DMSO for 8hr","",TRUE
"cgroup_L5_5b9a08fb","GSE163377","CHEBI:44185","drug","MTX 1uM 20h","Untreated 20h","",FALSE
"cgroup_L5_5b9a08fb","GSE163377","CHEBI:44185","drug","MTX 1uM 10h","Untreated 10h","",FALSE
"cgroup_L5_5b9a08fb","GSE183062","CHEBI:44185","drug","B-ALL cell line, >96% European, Methotrexate","B-ALL cell line, >96% European, no treatment","",FALSE
"cgroup_L5_5b9a08fb","GSE225731","CHEBI:44185","drug","RA mtx","RA untreated","",FALSE
"cgroup_L5_5e0c0fae","GSE206130","CHEMBL:CHEMBL1201576","drug","HDML-2 cells treated with Rituximab (RmAb)","HDML-2 cells treated with RPMI media (vehicle control)","",FALSE
"cgroup_L5_5e0c0fae","GSE206130","CHEMBL:CHEMBL1201576","drug","KARPAS 1106P cells treated with Rituximab (RmAb)","KARPAS 1106P cells treated with RPMI media (vehicle control)","",FALSE
"cgroup_L5_5e0c0fae","GSE206130","CHEMBL:CHEMBL1201576","drug","L-428 cells treated with Rituximab (RmAb)","L-428 cells treated with RPMI media (vehicle control)","",FALSE
"cgroup_L5_5e0c0fae","GSE206130","CHEMBL:CHEMBL1201576","drug","Primary mediastinal B-cell lymphoma cells treated with Rituximab (RmAb)","Primary mediastinal B-cell lymphoma cells treated with RPMI media (vehicle control)","",FALSE
"cgroup_L5_5e0c0fae","GSE211829","CHEMBL:CHEMBL1201576","drug","Rituximab 6h","Control (solvent only) 6h","",FALSE
"cgroup_L5_5e0c0fae","GSE211829","CHEMBL:CHEMBL1201576","drug","Rituximab 12h","Control (solvent only) 12h","",FALSE
"cgroup_L5_5e0c0fae","GSE211829","CHEMBL:CHEMBL1201576","drug","Rituximab 18h","Control (solvent only) 18h","",FALSE
"cgroup_L5_5e0c0fae","GSE211829","CHEMBL:CHEMBL1201576","drug","Rituximab 24h","Control (solvent only) 24h","",FALSE
"cgroup_L5_5e0c0fae","GSE217423","CHEMBL:CHEMBL1201576","drug","Cardiac myocytes treated with Rituximab","Cardiac myocytes treated with DMSO","",FALSE
"cgroup_L5_601ede7b","GSE153183","CHEBI:90943","cytokine","PC9 cells treated with Osimertinib","PC9 cells treated with DMSO","",FALSE
"cgroup_L5_601ede7b","GSE186341","CHEBI:90943","cytokine","Osimertinib","DMSO","",FALSE
"cgroup_L5_601ede7b","GSE186341","CHEBI:90943","cytokine","DU145 + Osimertinib 0.36 µM 24h","DU145 + UNTREATED","",FALSE
"cgroup_L5_601ede7b","GSE186341","CHEBI:90943","cytokine","HCC1143 cells treated with Osimertinib","HCC1143 cells untreated","",FALSE
"cgroup_L5_601ede7b","GSE186341","CHEBI:90943","cytokine","HSTS_Osimertinib","HSTS_DMSO","",FALSE
"cgroup_L5_601ede7b","GSE186341","CHEBI:90943","cytokine","NCI-H1793_Osimertinib","NCI-H1793_Untreated","",FALSE
"cgroup_L5_601ede7b","GSE186341","CHEBI:90943","cytokine","PANC-1_Osimertinib","PANC-1_Untreated","",FALSE
"cgroup_L5_601ede7b","GSE186341","CHEBI:90943","cytokine","U87_MG_Osimertinib","U87_MG_DMSO","",FALSE
"cgroup_L5_601ede7b","GSE202859","CHEBI:90943","cytokine","PC9 osimertinib","PC9 untreated","",FALSE
"cgroup_L5_601ede7b","GSE211854","CHEBI:90943","cytokine","H1975_Osimertinib_500nM_3days","H1975_DMSO_3days","",FALSE
"cgroup_L5_601ede7b","GSE223372","CHEBI:90943","cytokine","LX1042 cells treated with osimertinib","LX1042 cells treated with vehicle","",FALSE
"cgroup_L5_601ede7b","GSE243564","CHEBI:90943","cytokine","YU-006 PDX + Osimertinib","YU-006 PDX Vehicle Only","",FALSE
"cgroup_L5_601ede7b","GSE249721","CHEBI:90943","cytokine","HCC827_osimertinib_11days","HCC827_DMSO","",FALSE
"cgroup_L5_601ede7b","GSE253742","CHEBI:90943","cytokine","lung adenocarcinoma Osimertinib","lung adenocarcinoma untreated","",FALSE
"cgroup_L5_601ede7b","GSE253742","CHEBI:90943","cytokine","lung Osimertinib","lung adenocarcinoma untreated","",FALSE
"cgroup_L5_601ede7b","GSE255958","CHEBI:90943","cytokine","Lung Cancer Organoid Osimertinib 2","Lung Cancer Organoid DMSO","",TRUE
"cgroup_L5_601ede7b","GSE255958","CHEBI:90943","cytokine","PC9 Osimertinib VT104","PC9 DMSO","",TRUE
"cgroup_L5_601ede7b","GSE255958","CHEBI:90943","cytokine","PC9 Osimertinib persister","PC9 DMSO","",TRUE
"cgroup_L5_63e69fdc","GSE113524","MeSH:D000544","disease","Alzheimer's Disease (Patient1)","Healthy","",FALSE
"cgroup_L5_63e69fdc","GSE125583","MeSH:D000544","disease","Alzheimer's disease","Healthy control","",FALSE
