"cluster_id","study_id","gen_trattato","gen_controllo","stato","trattato","controllo"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A572 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A581 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A588 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A591 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A595 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A631 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A653 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A644 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A627 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A613 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A610 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A654 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A612 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A611 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","Unknown donor lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A306 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A652 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A656 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","A619 lung cancer ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","S496 squamous cell carcinoma ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","S462 squamous cell carcinoma ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","S441 squamous cell carcinoma ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","Unknown donor squamous cell carcinoma ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","S495 squamous cell carcinoma ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","S622 squamous cell carcinoma ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","S455 squamous cell carcinoma ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","S543 squamous cell carcinoma ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","S427 squamous cell carcinoma ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","S789 squamous cell carcinoma ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","Unknown donor squamous cell carcinoma ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","S293 squamous cell carcinoma ; disease_status=lung cancer","Adjacent lung tissue ; disease_status=normal"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","lung cancer stage 3a donor S447 ; disease_status=lung cancer ; stage=3a ; dono","normal lung N467 ; disease_status=normal ; tissue_se"
"cgroup_L5_a3c3e08c","GSE120622",FALSE,FALSE,"trattamento","lung cancer stage 4 donor unknown ; disease_status=lung cancer ; stage=4","normal lung N471 ; disease_status=normal"
"cgroup_L5_f94b6180","GSE120660",FALSE,FALSE,"trattamento","LNCaP cells treated with R1881 for 24 hours ; cell_line=LNCaP ; treatment=R188","Untreated LNCaP cells ; cell_line=LNCaP ; treatment="
"cgroup_L5_f94b6180","GSE120660",FALSE,FALSE,"trattamento","PC3 cells treated with R1881 for 12 hours ; cell_line=PC3 ; treatment=R1881","Untreated PC3 cells ; cell_line=PC3 ; treatment=untr"
"cgroup_L5_f94b6180","GSE120660",FALSE,FALSE,"trattamento","PC3 cells treated with R1881 for 6 hours ; cell_line=PC3 ; treatment=R1881","Untreated PC3 cells ; cell_line=PC3 ; treatment=untr"
"cgroup_L5_f94b6180","GSE120660",FALSE,FALSE,"trattamento","VCaP cells treated with R1881 for 24 hours ; cell_line=VCaP ; treatment=R1881","Untreated VCaP cells ; cell_line=VCaP ; treatment=un"
"cgroup_L5_bd19fe42","GSE120663",FALSE,FALSE,"trattamento","HCC PBMC ; disease_state=hepatocellular carcinoma","Healthy Control PBMC ; disease_state=normal"
"cgroup_L5_8b61f50b","GSE120756",FALSE,FALSE,"trattamento","MCF7_Tamoxifen_rep ; cell_line=MCF7 ; perturbation=Tamoxifen","MCF7_DMSO ; cell_line=MCF7 ; perturbation=DMSO"
"cgroup_L5_905be893","GSE120784",FALSE,FALSE,"trattamento","Dermal Endothelial Cells IL-1b Stimulated ; cell_type=dermal endothelial cells","Dermal Endothelial Cells Unstimulated ; cell_type=de"
"cgroup_L5_905be893","GSE120784",FALSE,FALSE,"trattamento","Dermal Endothelial Cells IL-1b Stimulated 1 Hour ; cell_type=dermal endothelia","Dermal Endothelial Cells Unstimulated ; cell_type=de"
"cgroup_L5_905be893","GSE120784",FALSE,FALSE,"trattamento","Dermal Fibroblasts IL-1b Stimulated ; cell_type=dermal fibroblasts ; treatment","Dermal Fibroblasts Unstimulated ; cell_type=dermal f"
"cgroup_L5_905be893","GSE120784",FALSE,FALSE,"trattamento","Dermal Fibroblasts IL-1b Stimulated 1 Hour ; cell_type=dermal fibroblasts ; tr","Dermal Fibroblasts Unstimulated ; cell_type=dermal f"
"cgroup_L5_905be893","GSE120784",FALSE,FALSE,"trattamento","Immune Cells IL-1b Stimulated ; cell_type=immune cells ; treatment=IL-1b","Immune Cells Unstimulated ; cell_type=immune cells ;"
"cgroup_L5_3973fe03","GSE120784",FALSE,FALSE,"trattamento","Keratinocytes IL-1a Stimulated ; cell_type=keratinocytes ; treatment=IL-1a","Keratinocytes Unstimulated ; cell_type=keratinocytes"
"cgroup_L5_905be893","GSE120784",FALSE,FALSE,"trattamento","Keratinocytes IL-1b Stimulated ; cell_type=keratinocytes ; treatment=IL-1b","Keratinocytes Unstimulated ; cell_type=keratinocytes"
"cgroup_L5_83f57274","GSE120886",FALSE,FALSE,"trattamento","RCC4+VHL hypoxia ; cell_line=RCC4+VHL ; treatment=hypoxia","RCC4+VHL normoxia ; cell_line=RCC4+VHL ; treatment=n"
"cgroup_L5_444e7fc2","GSE120890",FALSE,FALSE,"trattamento","MRC5 lung cells treated with CMV/AD169 for 48 hours ; treatment=CMV/AD169 ; ti","MRC5 lung cells mock-treated for 48 hours ; treatmen"
"cgroup_L5_444e7fc2","GSE120891",FALSE,FALSE,"trattamento","ARPE19 cells exposed to CMV/TB40e ; virus=CMV/TB40e ; cell_line=ARPE19","ARPE19 cells mock-infected ; virus=mock ; cell_line="
"cgroup_L5_444e7fc2","GSE120891",FALSE,FALSE,"trattamento","MRC5 cells exposed to CMV/AD169 ; virus=CMV/AD169 ; cell_line=MRC5","MRC5 cells mock-infected for 48 hours ; virus=mock ;"
"cgroup_L5_444e7fc2","GSE120891",FALSE,FALSE,"trattamento","MRC5 cells exposed to CMV/TB40 ; virus=CMV/TB40 ; cell_line=MRC5","MRC5 cells mock-infected for 48 hours ; virus=mock ;"
"cgroup_L5_444e7fc2","GSE120891",FALSE,FALSE,"trattamento","MRC5 cells exposed to CMV/TB40e ; virus=CMV/TB40e ; cell_line=MRC5","MRC5 cells mock-infected for 48 hours ; virus=mock ;"
"cgroup_L5_bd40f34f","GSE120904",FALSE,FALSE,"trattamento","Intestinal epithelial cells treated with IL15 ; cell_type=Intestinal epithelia","Intestinal epithelial cells treated with vehicle onl"
"cgroup_L5_2d53def6","GSE120904",FALSE,FALSE,"trattamento","Intestinal epithelial cells treated with IL21 ; cell_type=Intestinal epithelia","Intestinal epithelial cells treated with vehicle onl"
"cgroup_L5_2d53def6","GSE120904",FALSE,FALSE,"trattamento","Intestinal epithelial cells treated with IL21 (alternative) ; cell_type=Intest","Intestinal epithelial cells treated with vehicle onl"
"cgroup_L5_2d53def6","GSE120904",FALSE,FALSE,"trattamento","Intestinal intraepithelial cytotoxic T cells treated with IL21 and CP ; cell_t","Intestinal intraepithelial cytotoxic T cells treated"
"cgroup_L5_bd40f34f","GSE120904",FALSE,FALSE,"trattamento","Intestinal intraepithelial cytotoxic T cells treated with IL15 and CP ; cell_t","Intestinal intraepithelial cytotoxic T cells treated"
"cgroup_L5_2d53def6","GSE120904",FALSE,FALSE,"trattamento","Intestinal intraepithelial cytotoxic T cells treated with IL21 ; cell_type=Int","Intestinal intraepithelial cytotoxic T cells treated"
"cgroup_L5_2d53def6","GSE120904",FALSE,FALSE,"trattamento","Intestinal intraepithelial cytotoxic T cells treated with IL21 and CP (alterna","Intestinal intraepithelial cytotoxic T cells treated"
"cgroup_L5_2d53def6","GSE120904",FALSE,FALSE,"trattamento","Intestinal intraepithelial cytotoxic T cells treated with IL21 and CP (alterna","Intestinal intraepithelial cytotoxic T cells treated"
"cgroup_L5_bd40f34f","GSE120904",FALSE,FALSE,"trattamento","Intestinal intraepithelial cytotoxic T cells treated with IL15 and CP (alterna","Intestinal intraepithelial cytotoxic T cells treated"
"cgroup_L5_bd40f34f","GSE120904",FALSE,FALSE,"trattamento","Intestinal intraepithelial cytotoxic T cells treated with IL15 and CP (alterna","Intestinal intraepithelial cytotoxic T cells treated"
"cgroup_L5_2d53def6","GSE120904",FALSE,FALSE,"trattamento","Intestinal intraepithelial cytotoxic T cells treated with IL21 (alternative 2)","Intestinal intraepithelial cytotoxic T cells treated"
"cgroup_L5_bd40f34f","GSE120904",FALSE,FALSE,"trattamento","Intestinal intraepithelial cytotoxic T cells treated with IL15 (alternative) ;","Intestinal intraepithelial cytotoxic T cells treated"
"cgroup_L5_2d53def6","GSE120904",FALSE,FALSE,"trattamento","Intestinal intraepithelial cytotoxic T cells treated with IL21 (alternative 3)","Intestinal intraepithelial cytotoxic T cells treated"
"cgroup_L5_2d53def6","GSE120904",FALSE,FALSE,"trattamento","Intestinal intraepithelial cytotoxic T cells treated with IL21 (alternative 4)","Intestinal intraepithelial cytotoxic T cells treated"
"cgroup_L5_3a625868","GSE121105",FALSE,FALSE,"trattamento","Trastuzumab (HER2+) ; treatment=trastuzumab ; cell_line=BT474 ; disease_state=","Untreated (HER2+) ; treatment=no treatment ; cell_li"
"cgroup_L5_3a625868","GSE121105",FALSE,FALSE,"trattamento","Trastuzumab (normal) ; treatment=trastuzumab ; cell_line=BT474","Untreated (normal) ; treatment=no treatment ; cell_l"
"cgroup_L5_3a625868","GSE121105",FALSE,FALSE,"trattamento","Trastuzumab (normal) ; treatment=trastuzumab ; cell_line=BT474","Untreated (normal) ; treatment=no treatment ; cell_l"
"cgroup_L5_03b38818","GSE121117",FALSE,FALSE,"trattamento","Thyroid Cancer Cell Line Vemurafenib Treated ; cell_line=Cancer cell line ; tr","Thyroid Cancer Cell Line Control ; cell_line=Cancer "
"cgroup_L5_03b38818","GSE121117",FALSE,FALSE,"trattamento","SW1736 Vemurafenib Treated ; cell_line=SW1736 ; treatment=vemurafenib","SW1736 Control ; cell_line=SW1736 ; treatment=contro"
"cgroup_L5_03b38818","GSE121117",FALSE,FALSE,"trattamento","WiDr Vemurafenib Treated ; cell_line=WiDr ; treatment=vemurafenib","WiDr Control ; cell_line=WiDr ; treatment=control"
"cgroup_L5_516200d1","GSE121137",FALSE,FALSE,"trattamento","Vitamin C ; treatment=Vitamin C","Vehicle Control ; treatment=Vehicle Control"
"cgroup_L5_79a73ac5","GSE121155",FALSE,FALSE,"trattamento","Influenza virus PR8 ; treatment=Influenza virus PR8 ; cell_line=A549","Mock infection ; treatment=mock infection ; cell_lin"
"cgroup_L5_79a73ac5","GSE121155",FALSE,FALSE,"trattamento","Influenza virus PR8 ; treatment=Influenza virus PR8 ; cell_line=A549","PBS ; treatment=PBS ; cell_line=A549"
"cgroup_L5_aecd610f","GSE121376",FALSE,FALSE,"trattamento","Schizophrenia ; disease_state=schizophrenia","Healthy Control ; disease_state=healthy control"
"cgroup_L5_1bbf4b9b","GSE121445",FALSE,FALSE,"trattamento","Gastric Cancer Tissue ; disease_status=gastric_cancer","Adjacent Normal Stomach Tissue ; disease_status=adja"
"cgroup_L5_37942548","GSE121534",FALSE,FALSE,"trattamento","SH-SY5Y neuroblastoma cells, passage 30-33, treated with 10 uM retinoic acid ;","SH-SY5Y neuroblastoma cells, passage 30-33, untreate"
"cgroup_L5_37942548","GSE121534",FALSE,FALSE,"trattamento","SH-SY5Y neuroblastoma cells, passage 30-33, treated with 10 uM retinoic acid ;","SH-SY5Y neuroblastoma cells, passage 30-33, untreate"
"cgroup_L5_37942548","GSE121534",FALSE,FALSE,"trattamento","SH-SY5Y neuroblastoma cells, passage 30-33, treated with 10 uM retinoic acid ;","SH-SY5Y neuroblastoma cells, passage 30-33, untreate"
"cgroup_L5_12228932","GSE121697",FALSE,FALSE,"trattamento","EGF (Primary Culture) ; treatment=EGF ; context_kind=primary_culture","Untreated (Primary Culture) ; treatment=untreated ; "
"cgroup_L5_12228932","GSE121697",FALSE,FALSE,"trattamento","EGF (Primary Culture) ; treatment=EGF ; context_kind=primary_culture","Untreated (Primary Culture) ; treatment=untreated ; "
"cgroup_L5_c548d053","GSE122267",FALSE,FALSE,"trattamento","Monocytes treated with LPS ; treatment=LPS","Monocytes cultured in media for 24 hours ; treatment"
"cgroup_L5_df599af1","GSE122274",FALSE,FALSE,"trattamento","Mixed_ATN_AIN_sepsis ; disease_state=Mixed ATN and AIN ; perturbation=sepsis","Mixed_ATN_AIN ; disease_state=Mixed ATN and AIN ; pe"
"cgroup_L5_b32ab7f6","GSE122305",FALSE,FALSE,"trattamento","IL-17A ; treatment=IL-17A","Control (PBS-0.1%BSA) ; treatment=PBS-0.1%BSA"
"cgroup_L5_d9e23e09","GSE122305",FALSE,FALSE,"trattamento","TNF ; treatment=TNF","Control (PBS-0.1%BSA) ; treatment=PBS-0.1%BSA"
"cgroup_L5_3d8c29f4","GSE122409",FALSE,FALSE,"trattamento","CD3+ Vd2+ CD26- CD94hi +IL2 ; cell_subset=CD3+ Vd2+ CD26- CD94hi ; treatment=I","CD3+ Vd2+ CD26- CD94hi ; cell_subset=CD3+ Vd2+ CD26-"
"cgroup_L5_3d8c29f4","GSE122409",FALSE,FALSE,"trattamento","CD3+ Vd2+ CD26- CD94lo +IL2 ; cell_subset=CD3+ Vd2+ CD26- CD94lo ; treatment=I","CD3+ Vd2+ CD26- CD94lo ; cell_subset=CD3+ Vd2+ CD26-"
"cgroup_L5_3d8c29f4","GSE122409",FALSE,FALSE,"trattamento","CD3+ Vd2+ CD26+ CD94hi +IL2 ; cell_subset=CD3+ Vd2+ CD26+ CD94hi ; treatment=I","CD3+ Vd2+ CD26+ CD94hi ; cell_subset=CD3+ Vd2+ CD26+"
"cgroup_L5_3d8c29f4","GSE122409",FALSE,FALSE,"trattamento","CD3+ Vd2+ CD26+ CD94hi +IL2 ; cell_subset=CD3+ Vd2+ CD26+ CD94hi ; treatment=I","CD3+ Vd2+ CD26+ CD94hi ; cell_subset=CD3+ Vd2+ CD26+"
"cgroup_L5_3d8c29f4","GSE122409",FALSE,FALSE,"trattamento","CD3+ Vd2+ CD26+ CD94lo +IL2 ; cell_subset=CD3+ Vd2+ CD26+ CD94lo ; treatment=I","CD3+ Vd2+ CD26+ CD94lo ; cell_subset=CD3+ Vd2+ CD26+"
"cgroup_L5_522fa0c2","GSE122649",FALSE,FALSE,"trattamento","sALS (JR9) ; disease_state=sALS","Non-neurological control (JR39) ; disease_state=Non-"
"cgroup_L5_522fa0c2","GSE122649",FALSE,FALSE,"trattamento","sALS (JR9) ; disease_state=sALS","Non-neurological control (JR39) ; disease_state=Non-"
"cgroup_L5_522fa0c2","GSE122649",FALSE,FALSE,"trattamento","sALS (JR34) ; disease_state=sALS","Non-neurological control (JR39) ; disease_state=Non-"
"cgroup_L5_522fa0c2","GSE122649",FALSE,FALSE,"trattamento","sALS (JR34) ; disease_state=sALS","Non-neurological control (JR39) ; disease_state=Non-"
"cgroup_L5_522fa0c2","GSE122649",FALSE,FALSE,"trattamento","sALS (JR36) ; disease_state=sALS","Non-neurological control (JR39) ; disease_state=Non-"
"cgroup_L5_522fa0c2","GSE122649",FALSE,FALSE,"trattamento","sALS (JR36) ; disease_state=sALS","Non-neurological control (JR39) ; disease_state=Non-"
"cgroup_L5_522fa0c2","GSE122649",FALSE,FALSE,"trattamento","sALS (JR61) ; disease_state=sALS","Non-neurological control (JR39) ; disease_state=Non-"
"cgroup_L5_522fa0c2","GSE122649",FALSE,FALSE,"trattamento","sALS (JR61) ; disease_state=sALS","Non-neurological control (JR39) ; disease_state=Non-"
"cgroup_L5_2e16719f","GSE123018",FALSE,FALSE,"trattamento","TGFB1 45 mins ; treatment=TGFB1 ; time=45 mins","Untreated"
"cgroup_L5_2e16719f","GSE123018",FALSE,FALSE,"trattamento","TGFB1 2 hrs ; treatment=TGFB1 ; time=2 hrs","Untreated"
"cgroup_L5_2e16719f","GSE123018",FALSE,FALSE,"trattamento","TGFB1 6 hrs ; treatment=TGFB1 ; time=6 hrs","Untreated"
"cgroup_L5_2e16719f","GSE123018",FALSE,FALSE,"trattamento","TGFB1 24 hrs ; treatment=TGFB1 ; time=24 hrs","Untreated"
"cgroup_L5_c3ae78cd","GSE123141",FALSE,FALSE,"trattamento","Crohn's Disease, Never Smoked, Systemic Immunosuppression ; disease_state=Croh","Normal Control, Never Smoked ; disease_state=Normal "
"cgroup_L5_3f0cc1fe","GSE123141",FALSE,FALSE,"trattamento","Ulcerative Colitis, Never Smoked ; disease_state=Ulcerative Colitis ; smoking_","Normal Control, Never Smoked ; disease_state=Normal "
"cgroup_L5_3f0cc1fe","GSE123141",FALSE,FALSE,"trattamento","Ulcerative Colitis, Systemic Immunosuppression, Never Smoked ; disease_state=U","Normal Control, Never Smoked ; disease_state=Normal "
"cgroup_L5_0e66597e","GSE123285",FALSE,FALSE,"trattamento","MCF7 + Fulvestrant (10 nM) ; treatment=Fulvestrant ; dose=10 nM ; time=6 hours","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_0e66597e","GSE123285",FALSE,FALSE,"trattamento","MCF7 + Fulvestrant (10 nM) ; treatment=Fulvestrant ; dose=10 nM ; time=6 hours","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_0e66597e","GSE123285",FALSE,FALSE,"trattamento","MCF7 + Fulvestrant (10 nM) ; treatment=Fulvestrant ; dose=10 nM ; time=6 hours","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_b71a25a2","GSE123285",FALSE,FALSE,"trattamento","MCF7 + JQ1 (250 nM) ; treatment=JQ1 ; dose=250 nM ; time=6 hours","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_8b61f50b","GSE123285",FALSE,FALSE,"trattamento","MCF7 + 4-hydroxy tamoxifen (100 nM) ; treatment=4-hydroxy tamoxifen ; dose=100","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_8b61f50b","GSE123285",FALSE,FALSE,"trattamento","MCF7 + 4-hydroxy tamoxifen (100 nM) ; treatment=4-hydroxy tamoxifen ; dose=100","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_8b61f50b","GSE123285",FALSE,FALSE,"trattamento","MCF7 + 4-hydroxy tamoxifen (100 nM) ; treatment=4-hydroxy tamoxifen ; dose=100","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_8b61f50b","GSE123285",FALSE,FALSE,"trattamento","MCF7 + 4-hydroxy tamoxifen (100 nM) ; treatment=4-hydroxy tamoxifen ; dose=100","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_8b61f50b","GSE123285",FALSE,FALSE,"trattamento","MCF7 + 4-hydroxy tamoxifen (100 nM) ; treatment=4-hydroxy tamoxifen ; dose=100","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_8b61f50b","GSE123285",FALSE,FALSE,"trattamento","MCF7 + 4-hydroxy tamoxifen (100 nM) ; treatment=4-hydroxy tamoxifen ; dose=100","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_b71a25a2","GSE123285",FALSE,FALSE,"trattamento","MCF7 + JQ1 (250 nM) ; treatment=JQ1 ; dose=250 nM ; time=6 hours","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_0e66597e","GSE123285",FALSE,FALSE,"trattamento","MCF7 + Fulvestrant (10 nM) ; treatment=Fulvestrant ; dose=10 nM ; time=6 hours","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_8b61f50b","GSE123285",FALSE,FALSE,"trattamento","MCF7 + 4-hydroxy tamoxifen (100 nM) ; treatment=4-hydroxy tamoxifen ; dose=100","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_8b61f50b","GSE123285",FALSE,FALSE,"trattamento","MCF7 + 4-hydroxy tamoxifen (100 nM) ; treatment=4-hydroxy tamoxifen ; dose=100","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_8b61f50b","GSE123285",FALSE,FALSE,"trattamento","MCF7 + 4-hydroxy tamoxifen (100 nM) ; treatment=4-hydroxy tamoxifen ; dose=100","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_0e66597e","GSE123285",FALSE,FALSE,"trattamento","MCF7 + Fulvestrant (10 nM) ; treatment=Fulvestrant ; dose=10 nM ; time=6 hours","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_0e66597e","GSE123285",FALSE,FALSE,"trattamento","MCF7 + Fulvestrant (10 nM) ; treatment=Fulvestrant ; dose=10 nM ; time=6 hours","MCF7 + DMSO Vehicle ; treatment=DMSO Vehicle ; time="
"cgroup_L5_17b55386","GSE123468",FALSE,FALSE,"trattamento","FSHD Patient 1 ; disease_state=FSHD ; cell_type_or_line_raw=Immortalised Human","Control ; disease_state=Control ; cell_type_or_line_"
"cgroup_L5_17b55386","GSE123468",FALSE,FALSE,"trattamento","FSHD Patient 2 ; disease_state=FSHD ; cell_type_or_line_raw=Immortalised Human","Control ; disease_state=Control ; cell_type_or_line_"
"cgroup_L5_17b55386","GSE123468",FALSE,FALSE,"trattamento","FSHD Patient 3 ; disease_state=FSHD ; cell_type_or_line_raw=Immortalised Human","Control ; disease_state=Control ; cell_type_or_line_"
"cgroup_L5_17b55386","GSE123468",FALSE,FALSE,"trattamento","FSHD Patient 4 ; disease_state=FSHD ; cell_type_or_line_raw=Immortalised Human","Control ; disease_state=Control ; cell_type_or_line_"
"cgroup_L5_17b55386","GSE123468",FALSE,FALSE,"trattamento","FSHD Patient 5 ; disease_state=FSHD ; cell_type_or_line_raw=Immortalised Human","Control ; disease_state=Control ; cell_type_or_line_"
"cgroup_L5_17b55386","GSE123468",FALSE,FALSE,"trattamento","FSHD Patient 6 ; disease_state=FSHD ; cell_type_or_line_raw=Immortalised Human","Control ; disease_state=Control ; cell_type_or_line_"
"cgroup_L5_17b55386","GSE123468",FALSE,FALSE,"trattamento","FSHD Patient 7 ; disease_state=FSHD ; cell_type_or_line_raw=Immortalised Human","Control ; disease_state=Control ; cell_type_or_line_"
"cgroup_L5_17b55386","GSE123468",TRUE,TRUE,"contesto","Transgenic FSHD Patient T7 ; disease_state=FSHD ; cell_type_or_line_raw=Immort","Transgenic Control T3 ; disease_state=Control ; cell"
"cgroup_L5_089ccae5","GSE123637",FALSE,FALSE,"trattamento","MM.1S_Bortezomib ; treatment=Bortezomib ; cell_type=MM.1S ; context_kind=cell_","MM.1S_PBS ; treatment=PBS ; cell_type=MM.1S ; contex"
"cgroup_L5_089ccae5","GSE123638",TRUE,TRUE,"contesto","Bortezomib-treated shPSMD2 ; treatment=Bortezomib ; PSMD2_knockdown=induced","DMSO-treated shPSMD2 ; treatment=DMSO ; PSMD2_knockd"
"cgroup_L5_089ccae5","GSE123638",TRUE,TRUE,"contesto","Bortezomib-treated shPSMD2 (no Dox) ; treatment=Bortezomib ; PSMD2_knockdown=u","DMSO-treated uninduced shPSMD2 ; treatment=DMSO ; PS"
"cgroup_L5_089ccae5","GSE123638",TRUE,TRUE,"contesto","Bortezomib-treated Dox-induced shPSMD2 ; treatment=Bortezomib ; PSMD2_knockdow","DMSO-treated shPSMD2 ; treatment=DMSO ; PSMD2_knockd"
"cgroup_L5_089ccae5","GSE123638",TRUE,TRUE,"contesto","Bortezomib-treated uninduced shPSMD2 ; treatment=Bortezomib ; PSMD2_knockdown=","DMSO-treated uninduced shPSMD2 ; treatment=DMSO ; PS"
"cgroup_L5_387b0d1a","GSE123658",FALSE,FALSE,"trattamento","Type 1 Diabetes donor 0089 ; disease_state=type 1 diabetes ; donor_id=0089 ; a","Healthy donor 0131 ; disease_state=healthy ; donor_i"
"cgroup_L5_930c8dcf","GSE123763",FALSE,FALSE,"trattamento","GAR15-13_DHT ; treatment=DHT ; cell_line=Breast cancer PDX model GAR15-13","GAR15-13_Vehicle ; treatment=Vehicle ; cell_line=Bre"
"cgroup_L5_930c8dcf","GSE123763",FALSE,FALSE,"trattamento","HCI-005_DHT ; treatment=DHT ; cell_line=Breast cancer PDX model HCI-005 tumor","HCI-005_Vehicle ; treatment=Vehicle ; cell_line=Brea"
