"cluster_id","contrast_entity","canonical_name","k","entity_source","recovery_source","nel_deliverable","label_id","n_alias","esito","alias_che_matcha","n_membri"
"cgroup_L5_844de383","STR:sjogren_s_syndrome","sjogren's syndrome",6,"STR","STR_FALLBACK",TRUE,"sjogren_s_syndrome",1,"nome per esteso","sjogren_s_syndrome",6
"cgroup_L5_ff78d2a8","CHEBI:15365","acetylsalicylic acid",5,"onto","NO_RECOVERY",TRUE,"acetylsalicylic acid",19,"nome per esteso","aspirin",8
"cgroup_L5_ef9b09df","CHEBI:167693","GSK343",5,"onto","CHEBI_ALIAS",FALSE,"GSK343",6,"nome per esteso","gsk-343",8
"cgroup_L5_b5db4aff","CHEBI:229764","selinexor",5,"anchor","CHEBI_ALIAS",TRUE,"selinexor",9,"nome per esteso","selinexor",18
"cgroup_L5_3a625868","CHEBI:231601","trastuzumab",5,"anchor","CHEBI_ALIAS",TRUE,"trastuzumab",5,"nome per esteso","trastuzumab",10
"cgroup_L5_49e290ae","CHEBI:4031","cyclosporin A",5,"onto","CHEBI_ALIAS",TRUE,"cyclosporin A",17,"nome per esteso","cyclosporine",14
"cgroup_L5_10344dfd","CHEBI:4167",NA,5,"onto","NO_RECOVERY",TRUE,"D-glucopyranose",11,"nome per esteso","glucose",9
"cgroup_L5_dcce160a","CHEBI:41977","daunorubicin",5,"anchor","CHEMBL_VIA_CHEBI",TRUE,"daunorubicin",9,"nome per esteso","daunorubicin",5
"cgroup_L5_2248a891","CHEBI:42471","glutamine",5,"onto","CHEBI_ALIAS",TRUE,"forskolin",10,"nome per esteso","forskolin",20
"cgroup_L5_03d0ca7b","CHEBI:4551","digoxin",5,"onto","CHEBI_ALIAS",TRUE,"digoxin",4,"nome per esteso","digoxin",15
"cgroup_L5_cf34c533","CHEBI:46742","Nutlin-3",5,"onto","CHEBI_ALIAS",TRUE,"Nutlin-3",6,"nome per esteso","nutlin 3",8
"cgroup_L5_3eaa92c9","CHEBI:50122","rosiglitazone",5,"anchor","CHEBI_ALIAS",TRUE,"rosiglitazone",7,"nome per esteso","rosiglitazone",12
"cgroup_L5_3b461817","CHEBI:52172","flavanone",5,"onto","NO_RECOVERY",TRUE,"nilotinib",6,"nome per esteso","nilotinib",20
"cgroup_L5_cbc935db","CHEBI:61076","belinostat",5,"onto","CHEBI_ALIAS",FALSE,"belinostat",6,"nome per esteso","belinostat",14
"cgroup_L5_3439da02","CHEBI:68478","tolcapone",5,"onto","NO_RECOVERY",TRUE,"everolimus",18,"nome per esteso","everolimus",11
"cgroup_L5_fd0c6a79","CHEBI:68647","6,7,4'-trihydroxyflavanone",5,"onto","NO_RECOVERY",TRUE,"regorafenib",6,"nome per esteso","regorafenib",25
"cgroup_L5_ae11259e","CHEBI:71200","tofacitinib",5,"onto","NO_RECOVERY",TRUE,"tofacitinib",7,"nome per esteso","tofacitinib",6
"cgroup_L5_99d7941a","CHEBI:72564","morpholine",5,"onto","CHEBI_ALIAS",TRUE,"temozolomide",23,"nome per esteso","temozolomide",9
"cgroup_L5_a8d88150","CHEBI:85994","<em>N</em>-[(<i>Z</i>)-dodec-2-enoyl]morpholine",5,"onto","NO_RECOVERY",TRUE,"lenvatinib",7,"nome per esteso","lenvatinib",8
"cgroup_L5_4041e3af","CHEBI:95077","GSK-J4",5,"onto","NO_RECOVERY",TRUE,"GSK-J4",8,"nome per esteso","gskj4",13
"cgroup_L5_165b7913","CHEMBL:CHEMBL2108494","IFNG",5,"onto","LLM_NAME_CLEANUP",FALSE,"INTERFERON",2,"nome per esteso","interferon",8
"cgroup_L5_ff45f67e","COMBO:ionomycin+pma","phorbol 12-myristate 13-acetate",5,"COMBO","LLM_NAME_CLEANUP",TRUE,"ionomycin + pma",2,"nome per esteso","ionomycin",6
"cgroup_L5_828ae0cb","HGNC:11927","epoxyoctadecenoate",5,"onto","LLM_NAME_CLEANUP",TRUE,"TNFSF12",6,"nome per esteso","tweak",12
"cgroup_L5_eba39954","MeSH:D000074285","(<i>S</i>)-nicotine",5,"onto","NO_RECOVERY",TRUE,"Smokers",13,"nome per esteso","Smokers",14
"cgroup_L5_c040a36d","MeSH:D002292","Residual Volume",5,"onto","LLM_NAME_CLEANUP",TRUE,"Carcinoma, Renal Cell",47,"nome per esteso","clear cell renal cell carcinoma",17
"cgroup_L5_a3c3e08c","MeSH:D008175","non-small cell lung carcinoma",5,"onto","LLM_NAME_CLEANUP",TRUE,"Lung Neoplasms",18,"nome per esteso","lung cancers",60
"cgroup_L5_c99ed4ee","MeSH:D010051","Ovarian Neoplasms",5,"onto","MESH_NAME",FALSE,"Ovarian Neoplasms",18,"nome per esteso","ovarian cancers",10
"cgroup_L5_c13b1103","MeSH:D065626","Non-alcoholic Fatty Liver Disease",5,"onto","MESH_NAME",TRUE,"Non-alcoholic Fatty Liver Disease",14,"nome per esteso","nafld",6
"cgroup_L5_2a225fda","STR:asthma",NA,5,"STR","NO_RECOVERY",TRUE,"asthma",1,"nome per esteso","asthma",6
"cgroup_L5_cfad03a8","STR:hepatoblastoma",NA,5,"STR","NO_RECOVERY",TRUE,"hepatoblastoma",1,"nome per esteso","hepatoblastoma",20
"cgroup_L5_3fa847fe","STR:osteoarthritis","osteoarthritis",5,"anchor","STR_FALLBACK",TRUE,"osteoarthritis",1,"nome per esteso","osteoarthritis",5
"cgroup_L5_a90d3d64","STR:sikras","KRAS",5,"STR","NO_RECOVERY",FALSE,"sikras",1,"nome per esteso","sikras",14
"cgroup_L5_3370a794","CHEBI:145372","Gilteritinib",4,"onto","LLM_NAME_CLEANUP",TRUE,"gilteritinib",11,"nome per esteso","gilteritinib",8
"cgroup_L5_8e775709","CHEBI:145431","2-amino-6-(1-hydroxypropyl)-8-methylpteridine-4,7(3<em>H</em>,8<em>H</em>)-dione",4,"onto","LLM_NAME_CLEANUP",FALSE,"indisulam",8,"nome per esteso","indisulam",5
"cgroup_L5_e17c136b","CHEBI:145535","pevonedistat",4,"onto","CHEBI_ALIAS",TRUE,"pevonedistat",9,"nome per esteso","pevonedistat",8
"cgroup_L5_8be26844","CHEBI:16796","hydron",4,"onto","CHEBI_ALIAS",FALSE,"melatonin",7,"nome per esteso","melatonin",7
"cgroup_L5_b967c97c","CHEBI:195599","CH-223191",4,"anchor","CHEBI_ALIAS",FALSE,"CH-223191",9,"nome per esteso","ch 223191",5
"cgroup_L5_f44b01e2","CHEBI:230905","Ribociclib",4,"onto","NO_RECOVERY",FALSE,"Ribociclib",4,"nome per esteso","ribociclib",5
"cgroup_L5_417c69a3","CHEBI:231324","BYL-719",4,"onto","LLM_NAME_CLEANUP",FALSE,"alpelisib",5,"nome per esteso","alpelisib",4
"cgroup_L5_a3f0c959","CHEBI:232752","GSK-LSD1",4,"onto","CHEBI_ALIAS",TRUE,"GSK-LSD1",4,"nome per esteso","gsk-lsd1",8
"cgroup_L5_516200d1","CHEBI:29073","3-methyl-<i>cis</i>,<i>cis</i>-muconic acid",4,"onto","STR_FALLBACK",TRUE,"L-ascorbic acid",20,"nome per esteso","l-ascorbic acid",5
"cgroup_L5_d8006c5b","CHEBI:31941","oxaliplatin",4,"anchor","CHEBI_ALIAS",TRUE,"oxaliplatin",9,"nome per esteso","oxaliplatin",9
"cgroup_L5_62404e11","CHEBI:4026","cyclophosphamide hydrate",4,"onto","CHEBI_ALIAS",FALSE,"cyclophosphamide hydrate",14,"nome per esteso","cyclophosphamide",14
"cgroup_L5_ff04c7c1","CHEBI:4167","colon cancer",4,"onto","LLM_NAME_CLEANUP",FALSE,"D-glucopyranose",11,"nome per esteso","glucose",6
"cgroup_L5_5b9a08fb","CHEBI:44185","methotrexate",4,"onto","CHEBI_ALIAS",TRUE,"methotrexate",13,"nome per esteso","methotrexate",5
"cgroup_L5_f640365a","CHEBI:50385","hemin",4,"onto","NO_RECOVERY",TRUE,"hemin",16,"nome per esteso","hemin",6
"cgroup_L5_a4029927","CHEBI:61390","[5-(aminomethyl)-3-furyl]methyl diphosphate",4,"onto","LLM_NAME_CLEANUP",TRUE,"afatinib",5,"nome per esteso","afatinib",23
"cgroup_L5_5927750b","CHEBI:65347","nicotinate-adenine dinucleotide phosphate(4−)",4,"onto","CHEBI_ALIAS",TRUE,"carfilzomib",4,"nome per esteso","carfilzomib",16
"cgroup_L5_523e64b9","CHEBI:67271","(5<i>Z</i>,11<i>Z</i>,14<i>Z</i>)-icosatrienoate",4,"onto","K2_GENETIC",TRUE,"MK-2206",8,"nome per esteso","mk 2206",27
"cgroup_L5_6ac5ea3a","CHEBI:68747","Filixic acid BBB",4,"onto","CHEBI_ALIAS",FALSE,"chaetocin",2,"nome per esteso","chaetocin",5
"cgroup_L5_8eca612e","CHEBI:75045","foaming agent",4,"onto","LLM_NAME_CLEANUP",TRUE,"dabrafenib",3,"nome per esteso","dabrafenib",15
"cgroup_L5_83135c89","CHEBI:76612","EC 6.3.2.4 (<small>D</small>-alanine—<small>D</small>-alanine ligase) inhibitor",4,"onto","NO_RECOVERY",FALSE,"ibrutinib",8,"nome per esteso","ibrutinib",9
"cgroup_L5_16525349","CHEBI:78543","4-coumaroyltriacetic acid lactone",4,"onto","NO_RECOVERY",TRUE,"ponatinib",7,"nome per esteso","ponatinib",25
"cgroup_L5_aa505132","CHEBI:85164","nintedanib",4,"onto","CHEBI_ALIAS",FALSE,"nintedanib",6,"nome per esteso","nintedanib",6
"cgroup_L5_57ea5503","CHEBI:88249","PD 0325901",4,"anchor","CHEBI_ALIAS",FALSE,"PD 0325901",8,"nome per esteso","pd0325901",4
"cgroup_L5_af2c15aa","CHEBI:90693","hydrogen trithiocarbonate",4,"onto","CHEBI_ALIAS",FALSE,"U0126",7,"nome per esteso","u-0126",8
"cgroup_L5_5e0c0fae","CHEMBL:CHEMBL1201576","RITUXIMAB",4,"onto","CHEMBL_ALIAS",TRUE,"RITUXIMAB",55,"nome per esteso","rituximab",23
"cgroup_L5_b2645a34","CHEMBL:CHEMBL1201577","CETUXIMAB",4,"anchor","CHEMBL_ALIAS",FALSE,"CETUXIMAB",13,"nome per esteso","cetuximab",13
"cgroup_L5_e135d758","CHEMBL:CHEMBL2107881","2-hydroxy-6-oxohexa-2,4-dienoic acid",4,"onto","NO_RECOVERY",FALSE,"REGRAMOSTIM",9,"nome per esteso","gm-csf",8
"cgroup_L5_f56d966d","CHEMBL:CHEMBL2177390","IPATASERTIB",4,"onto","CHEMBL_ALIAS",TRUE,"IPATASERTIB",5,"nome per esteso","ipatasertib",9
"cgroup_L5_b0e8388e","HGNC:11768","TGFB2",4,"onto","CYTOKINE_IMMPORT",FALSE,"TGFB2",2,"nome per esteso","TGFB2",14
"cgroup_L5_545a48c6","MeSH:D000077192","non-small cell lung carcinoma",4,"onto","LLM_NAME_CLEANUP",TRUE,"Adenocarcinoma of Lung",5,"nome per esteso","lung adenocarcinoma",5
"cgroup_L5_6b7b8076","MeSH:D000077273","papillary thyroid carcinoma",4,"anchor","LLM_NAME_CLEANUP",TRUE,"Thyroid Cancer, Papillary",20,"nome per esteso","papillary thyroid carcinomas",11
"cgroup_L5_387b0d1a","MeSH:D003922","type 1 diabetes",4,"anchor","LLM_NAME_CLEANUP",TRUE,"Diabetes Mellitus, Type 1",28,"nome per esteso","type 1 diabetes mellitus",4
"cgroup_L5_964c6389","MeSH:D006816","neurodevelopmental disorder",4,"onto","LLM_NAME_CLEANUP",TRUE,"Huntington Disease",25,"nome per esteso","huntington's disease",39
"cgroup_L5_81c08752","MeSH:D012008","pediatric b-cell acute lymphoblastic leukemias",4,"onto","STR_FALLBACK",FALSE,"Recurrence",6,"nome per esteso","relapses",11
"cgroup_L5_a7509255","NCBITaxon:1280","Staphylococcus aureus",4,"onto","LLM_NAME_CLEANUP",TRUE,"staphylococcusaureus",6,"nome per esteso","staphylococcusaureus",5
"cgroup_L5_e25d67cf","NCBITaxon:12814",NA,4,"onto","NO_RECOVERY",FALSE,"respiratorysyncytialvirus",4,"nome per esteso","respiratorysyncytialvirusrsv",9
"cgroup_L5_a739837c","STR:adenoma","pituitary adenoma",4,"STR","LLM_NAME_CLEANUP",TRUE,"adenoma",1,"nome per esteso","adenoma",15
"cgroup_L5_f51ff620","STR:asthmatic",NA,4,"STR","NO_RECOVERY",TRUE,"asthmatic",1,"nome per esteso","asthmatic",10
"cgroup_L5_96c9f7bf","STR:bipolar_disorder",NA,4,"STR","NO_RECOVERY",TRUE,"bipolar_disorder",1,"nome per esteso","bipolar_disorder",16
"cgroup_L5_80a3028a","STR:jib_04","Doxycycline",4,"STR","LLM_NAME_CLEANUP",FALSE,"jib_04",1,"nome per esteso","jib_04",4
"cgroup_L5_37b0b276","STR:osteosarcoma","osteosarcoma",4,"anchor","STR_FALLBACK",FALSE,"osteosarcoma",1,"nome per esteso","osteosarcoma",6
"cgroup_L5_5801e974","STR:psoriasis_vulgaris","psoriasis vulgaris",4,"anchor","STR_FALLBACK",FALSE,"psoriasis_vulgaris",1,"nome per esteso","psoriasis_vulgaris",6
"cgroup_L5_27f3255f","STR:rbm4_knockdown","RBM4",4,"STR","LLM_NAME_CLEANUP",FALSE,"rbm4_knockdown",1,"nome per esteso","rbm4_knockdown",6
"cgroup_L5_d5e39a5d","STR:sarcopenia",NA,4,"STR","NO_RECOVERY",TRUE,"sarcopenia",1,"nome per esteso","sarcopenia",7
"cgroup_L5_eedd08cb","STR:sirna_pool_against_igf2bp1","IGF2BP1",4,"STR","NO_RECOVERY",TRUE,"sirna_pool_against_igf2bp1",1,"nome per esteso","sirna_pool_against_igf2bp1",5
"cgroup_L5_b3bbf8e4","CHEBI:125628","alisertib",3,"onto","CHEBI_ALIAS",FALSE,"alisertib",9,"nome per esteso","alisertib",6
"cgroup_L5_61352c9e","CHEBI:132082","entinostat",3,"anchor","CHEBI_ALIAS",FALSE,"entinostat",14,"nome per esteso","entinostat",7
"cgroup_L5_86417b40","CHEBI:140908","GANT61",3,"onto","CHEBI_ALIAS",FALSE,"GANT61",6,"nome per esteso","gant-61",3
"cgroup_L5_b45f7252","CHEBI:142708","tigecycline(1+)",3,"anchor","NO_RECOVERY",FALSE,"tigecycline(1+)",4,"nome per esteso","tigecycline",5
"cgroup_L5_d28620cd","CHEBI:15738","staurosporine",3,"onto","CHEBI_ALIAS",TRUE,"staurosporine",8,"nome per esteso","(+)-staurosporine",3
"cgroup_L5_0b985869","CHEBI:16335","glucose",3,"onto","NO_RECOVERY",FALSE,"adenosine",16,"nome per esteso","adenosine",4
"cgroup_L5_862cd9b9","CHEBI:167670","SCH772984",3,"onto","CHEBI_ALIAS",TRUE,"SCH772984",7,"nome per esteso","sch 772984",7
"cgroup_L5_8341bee7","CHEBI:17026","progesterone",3,"anchor","K2_GENETIC",TRUE,"progesterone",16,"nome per esteso","progesterone",4
"cgroup_L5_56d531e8","CHEBI:17154","hydron",3,"onto","CHEBI_ALIAS",TRUE,"nicotinamide",24,"nome per esteso","nicotinamide",10
"cgroup_L5_5a202240","CHEBI:17234","glucose",3,"anchor","NO_RECOVERY",FALSE,"glucose",6,"nome per esteso","glucose",10
"cgroup_L5_5756018b","CHEBI:176844","niraparib",3,"onto","CHEBI_ALIAS",FALSE,"niraparib",10,"nome per esteso","niraparib",4
"cgroup_L5_34376df0","CHEBI:18357","biotin amide",3,"onto","LLM_NAME_CLEANUP",FALSE,"(R)-noradrenaline",19,"nome per esteso","(−)-norepinephrine",9
"cgroup_L5_c5c72bba","CHEBI:189651","dBET6",3,"onto","CHEBI_ALIAS",FALSE,"dBET6",3,"nome per esteso","dbet6",10
"cgroup_L5_ea4a1823","CHEBI:22984","calcium atom",3,"onto","NO_RECOVERY",TRUE,"calcium atom",7,"nome per esteso","calcium",5
"cgroup_L5_f9769fd6","CHEBI:230495","N-ethyl-2-[(2R,3R,6S)-3-[(4-fluorophenyl)sulfonylamino]-2-(hydroxymethyl)-3,6-dihydro-2H-pyran-6-yl]acetamide",3,"onto","LLM_NAME_CLEANUP",FALSE,"GSK591",5,"nome per esteso","gsk3203591",6
"cgroup_L5_84b52570","CHEBI:231344","<em>P</em>-{α-<small>D</small>-Glc<em>p</em>NAc-(1→3)-[<small>D</small>-GroA-(2→1)]-α-<small>D</small>-Glc<em>p</em>NAc-6-yl}-α-<small>D</small>-Glc<em>p</em>NAc-(1→3)-[<em>P</em>-6-[CH<small><sub>2</sub></small>]<small><sub>5</sub></small>NH<small><sub>2</sub></small>]-α-<small>D</small>-Glc<em>p</em>NAc-(1→2)-<small>D</small>-GroA",3,"onto","CHEBI_ALIAS",FALSE,"talazoparib",5,"nome per esteso","talazoparib",8
"cgroup_L5_2618c026","CHEBI:232613","BRM014",3,"onto","LLM_NAME_CLEANUP",FALSE,"BRM014",4,"nome per esteso","brm014",4
"cgroup_L5_f01e9f74","CHEBI:233643","<small>L</small>-methionine + UNC0642",3,"onto","COMPOUND_COMBO",FALSE,"UNC0642",7,"nome per esteso","unc-0642",4
"cgroup_L5_fde7b89b","CHEBI:2704","anastrozole",3,"anchor","CHEBI_ALIAS",FALSE,"anastrozole",5,"nome per esteso","anastrozole",4
"cgroup_L5_57810d6c","CHEBI:27881","resveratrol",3,"onto","NO_RECOVERY",FALSE,"resveratrol",4,"nome per esteso","resveratrol",7
"cgroup_L5_d7abf612","CHEBI:28201","2-hexaprenyl-6-methoxy-1,4-benzoquinone",3,"onto","CHEBI_ALIAS",TRUE,"rotenone",15,"nome per esteso","(−)-rotenone",6
"cgroup_L5_26c302f6","CHEBI:28680","Buchananine",3,"onto","LLM_NAME_CLEANUP",FALSE,"cytarabine",13,"nome per esteso","cytarabine",4
"cgroup_L5_3d3658ad","CHEBI:28777","liquiritigenin",3,"anchor","CHEBI_ALIAS",FALSE,"liquiritigenin",10,"nome per esteso","liquiritigenin",6
"cgroup_L5_1c7b64af","CHEBI:3638","chloroquine",3,"onto","LLM_NAME_CLEANUP",FALSE,"chloroquine",15,"nome per esteso","chloroquine",4
"cgroup_L5_8078374b","CHEBI:37415","α-amanitin",3,"onto","NO_RECOVERY",FALSE,"α-amanitin",6,"nome per esteso","alpha-amanitin",4
"cgroup_L5_ebd83cd1","CHEBI:42068","idarubicin",3,"onto","CHEBI_ALIAS",FALSE,"idarubicin",7,"nome per esteso","idarubicin",8
"cgroup_L5_451ecb56","CHEBI:47344","Fibrin",3,"onto","CHEBI_ALIAS",FALSE,"alvocidib",12,"nome per esteso","flavopiridol",5
"cgroup_L5_ae969461","CHEBI:47458","saracatinib",3,"anchor","CHEBI_ALIAS",TRUE,"saracatinib",10,"nome per esteso","saracatinib",3
"cgroup_L5_24ae0579","CHEBI:47898","4'-epidoxorubicin",3,"onto","CHEBI_ALIAS",TRUE,"4'-epidoxorubicin",12,"nome per esteso","epirubicin",11
"cgroup_L5_b3ccf1c1","CHEBI:49960","flavanone",3,"onto","NO_RECOVERY",TRUE,"vandetanib",7,"nome per esteso","vandetanib",12
"cgroup_L5_8f29463d","CHEBI:50729","mitoxantrone",3,"anchor","CHEBI_ALIAS",FALSE,"mitoxantrone",6,"nome per esteso","mitoxantrone",3
"cgroup_L5_06ff1592","CHEBI:5118","fluoxetine",3,"onto","CHEBI_ALIAS",FALSE,"fluoxetine",9,"nome per esteso","fluoxetine",5
"cgroup_L5_5d97d5b1","CHEBI:59132","S-(1,2-dichlorovinyl)-L-cysteine",3,"onto","LLM_NAME_CLEANUP",TRUE,"antigen",3,"nome per esteso","antigens",5
"cgroup_L5_759892f5","CHEBI:5931","chloride",3,"onto","LLM_NAME_CLEANUP",FALSE,"insulin (human)",11,"nome per esteso","insulin",9
"cgroup_L5_83b1f88c","CHEBI:61397","neratinib",3,"onto","CHEBI_ALIAS",TRUE,"neratinib",6,"nome per esteso","neratinib",25
"cgroup_L5_92f4f307","CHEBI:64317","kanamycin A",3,"onto","CHEBI_ALIAS",TRUE,"isoprenaline",17,"nome per esteso","isoproterenol",8
"cgroup_L5_b80b0368","CHEBI:6704","mebendazole",3,"onto","STR_FALLBACK",FALSE,"mebendazole",6,"nome per esteso","mebendazole",5
"cgroup_L5_05322ba1","CHEBI:71019","omacetaxine mepesuccinate",3,"onto","CHEBI_ALIAS",TRUE,"omacetaxine mepesuccinate",10,"nome per esteso","(−)-homoharringtonine",12
"cgroup_L5_dcfcec80","CHEBI:78432","N-ethyl-2-[(2R,3R,6S)-3-[(4-fluorophenyl)sulfonylamino]-2-(hydroxymethyl)-3,6-dihydro-2H-pyran-6-yl]acetamide",3,"onto","NO_RECOVERY",FALSE,"ceritinib",6,"nome per esteso","ceritinib",9
"cgroup_L5_b8bc334a","CHEBI:79369","elesclomol",3,"onto","CHEBI_ALIAS",FALSE,"elesclomol",6,"nome per esteso","elesclomol",4
"cgroup_L5_af782291","CHEBI:81571","<em>N</em>-hydroxydihomomethionine",3,"onto","CHEBI_ALIAS",FALSE,"Leptin",3,"nome per esteso","leptin",6
"cgroup_L5_a3112513","CHEBI:8228","pioglitazone",3,"anchor","NO_RECOVERY",FALSE,"pioglitazone",6,"nome per esteso","pioglitazone",20
"cgroup_L5_00fd9348","CHEBI:8499","propranolol",3,"anchor","CHEBI_ALIAS",TRUE,"propranolol",10,"nome per esteso","propranolol",4
"cgroup_L5_7cda77c1","CHEBI:90195","tacedinaline",3,"onto","CHEBI_ALIAS",FALSE,"tacedinaline",10,"nome per esteso","tacedinaline",7
"cgroup_L5_0a71325c","CHEBI:90217","quizartinib",3,"onto","CHEBI_ALIAS",FALSE,"quizartinib",10,"nome per esteso","quizartinib",18
"cgroup_L5_203dc31a","CHEBI:91091","dihexadecanoyl phosphatidic acid",3,"onto","LLM_NAME_CLEANUP",FALSE,"CHIR 99021",9,"nome per esteso","chir99021",5
"cgroup_L5_87135459","CHEBI:91414","adavosertib",3,"onto","CHEBI_ALIAS",FALSE,"adavosertib",10,"nome per esteso","azd1775",5
"cgroup_L5_3437775a","CHEBI:91450","sapanisertib",3,"onto","CHEBI_ALIAS",FALSE,"sapanisertib",17,"nome per esteso","ink 128",5
"cgroup_L5_9f293ec3","CHEBI:9150","simvastatin",3,"onto","CHEBI_ALIAS",FALSE,"simvastatin",9,"nome per esteso","simvastatin",7
"cgroup_L5_f2139c4f","CHEBI:94287","erastin",3,"onto","CHEBI_ALIAS",TRUE,"erastin",4,"nome per esteso","erastin",4
"cgroup_L5_edc8e828","CHEBI:95083","<em>P</em>-{α-<small>D</small>-Glc<em>p</em>NAc-(1→3)-[<small>D</small>-GroA-(2→1)]-α-<small>D</small>-Glc<em>p</em>NAc-6-yl}-α-<small>D</small>-Glc<em>p</em>NAc-(1→3)-[<small>D</small>-GroA-(2→1)]-α-<small>D</small>-Glc<em>p</em>NAc-<em>P</em>-6-[CH<small><sub>2</sub></small>]<small><sub>5</sub></small>NHC(=O)[CH<small><sub>2</sub></small>]<small><sub>4</sub></small>C(=O)NHR group",3,"onto","STR_FALLBACK",FALSE,"I-BET151",11,"nome per esteso","i-bet 151",5
"cgroup_L5_766cd3c6","CHEBI:9513","thalidomide",3,"onto","CHEBI_ALIAS",FALSE,"thalidomide",22,"nome per esteso","thalidomide",11
"cgroup_L5_1d4f4a13","CHEMBL:CHEMBL1201583","bevacizumab",3,"onto","NO_RECOVERY",FALSE,"BEVACIZUMAB",78,"nome per esteso","bevacizumab",3
"cgroup_L5_f2481870","CHEMBL:CHEMBL2022968","Gilteritinib",3,"onto","LLM_NAME_CLEANUP",TRUE,"DUBERMATINIB",6,"nome per esteso","tp 0903",3
"cgroup_L5_0a4e5f58","CHEMBL:CHEMBL3544911","PREXASERTIB",3,"anchor","CHEMBL_ALIAS",FALSE,"PREXASERTIB",4,"nome per esteso","prexasertib",7
"cgroup_L5_28bee975","CHEMBL:CHEMBL3987016","MIVEBRESIB",3,"onto","CHEMBL_ALIAS",TRUE,"MIVEBRESIB",4,"nome per esteso","abbv-075",6
"cgroup_L5_e16bfa7f","CHEMBL:CHEMBL4297454","ABBV-744",3,"onto","CHEMBL_ALIAS",TRUE,"ABBV-744",4,"nome per esteso","abbv-744",5
"cgroup_L5_b1c1f147","CHEMBL:CHEMBL4650278","REVUMENIB SESQUIFUMARATE",3,"onto","CHEMBL_ALIAS",FALSE,"REVUMENIB SESQUIFUMARATE",7,"nome per esteso","sndx 5613",6
"cgroup_L5_855ca642","COMBO:hydrogen+peroxide","hydrogen peroxide",3,"COMBO","COMPOUND_COMBO",TRUE,"hydrogen + peroxide",2,"nome per esteso","hydrogen",7
"cgroup_L5_9f34eb99","COMBO:indisulam+palbociclib","PS(20:3(8Z,11Z,14Z)/18:0)",3,"COMBO","LLM_NAME_CLEANUP",FALSE,"indisulam + palbociclib",2,"nome per esteso","palbociclib",4
"cgroup_L5_574b5d0e","HGNC:1100","breast cancer",3,"onto","LLM_NAME_CLEANUP",FALSE,"BRCA1",6,"nome per esteso","BRCA1",7
"cgroup_L5_bff799ca","HGNC:1101","breast cancer",3,"onto","LLM_NAME_CLEANUP",FALSE,"BRCA2",9,"nome per esteso","BRCA2",8
"cgroup_L5_206576be","HGNC:2434","<small>L</small>-arabinono-1,4-lactone",3,"onto","LLM_NAME_CLEANUP",FALSE,"CSF2",4,"nome per esteso","gm-csf",5
"cgroup_L5_9132f546","HGNC:5423","IFNA2",3,"onto","CYTOKINE_IMMPORT",FALSE,"IFNA2",4,"nome per esteso","interferon alpha 2",9
"cgroup_L5_680b6b9c","HGNC:8975","PIK3CA",3,"onto","LLM_NAME_CLEANUP",FALSE,"PIK3CA",3,"nome per esteso","PIK3CA",11
"cgroup_L5_7a9d880a","MeSH:D000077195","oral squamous cell carcinoma",3,"anchor","LLM_NAME_CLEANUP",FALSE,"Squamous Cell Carcinoma of Head and Neck",18,"nome per esteso","oral squamous cell carcinoma",6
"cgroup_L5_c669863b","MeSH:D001749","bladder cancer",3,"onto","LLM_NAME_CLEANUP",FALSE,"Urinary Bladder Neoplasms",19,"nome per esteso","bladder cancer",11
"cgroup_L5_fbcdc471","MeSH:D002311","Cardiomyopathy, Dilated",3,"anchor","MESH_NAME",FALSE,"Cardiomyopathy, Dilated",26,"nome per esteso","dilated cardiomyopathy",6
"cgroup_L5_e0c9a685","MeSH:D003876","Atopic Dermatitis",3,"anchor","LLM_NAME_CLEANUP",FALSE,"Dermatitis, Atopic",10,"nome per esteso","atopic dermatitis",11
"cgroup_L5_3e8ba26a","MeSH:D005909","Gentamicins",3,"onto","NO_RECOVERY",FALSE,"Glioblastoma",11,"nome per esteso","glioblastoma multiforme",11
"cgroup_L5_f2f8d3ac","MeSH:D006519","Hepatitis, Alcoholic",3,"onto","MESH_NAME",FALSE,"Hepatitis, Alcoholic",6,"nome per esteso","alcoholic hepatitis",7
"cgroup_L5_6d58c751","MeSH:D008113","hepatocellular carcinoma",3,"onto","LLM_NAME_CLEANUP",FALSE,"Liver Neoplasms",22,"nome per esteso","liver cancer",3
"cgroup_L5_d53bf74e","MeSH:D008224","Lymphoma, Follicular",3,"anchor","MESH_NAME",TRUE,"Lymphoma, Follicular",77,"nome per esteso","follicular lymphoma",5
"cgroup_L5_be3d65c3","MeSH:D010634","Phenobarbital",3,"onto","MESH_NAME",FALSE,"Phenobarbital",13,"nome per esteso","luminal",4
"cgroup_L5_719ab136","MeSH:D012595","systemic sclerosis",3,"anchor","LLM_NAME_CLEANUP",FALSE,"Scleroderma, Systemic",4,"nome per esteso","systemic sclerosis",4
"cgroup_L5_6ee86f02","MeSH:D013167","ankylosing spondylitis",3,"anchor","LLM_NAME_CLEANUP",TRUE,"Spondylitis, Ankylosing",20,"nome per esteso","ankylosing spondylitis",3
"cgroup_L5_6c7f9e9e","MeSH:D015451","chronic lymphocytic leukemia",3,"anchor","LLM_NAME_CLEANUP",FALSE,"Leukemia, Lymphocytic, Chronic, B-Cell",89,"nome per esteso","chronic lymphocytic leukemia",3
