"cluster_id","entita","nome","nel_214","k_s3","keff_v15","keff_tutto","passa_v15","passa_dopo"
"cgroup_L5_c13b1103","MeSH:D065626","Non-alcoholic Fatty Liver Disease",TRUE,5,5,5,TRUE,TRUE
"cgroup_L5_7cc951b5","NCBITaxon:10298",NA,FALSE,5,1,1,FALSE,FALSE
"cgroup_L5_444e7fc2","NCBITaxon:10359","influenza virus",TRUE,12,9,9,TRUE,TRUE
"cgroup_L5_debadb13","NCBITaxon:10407","hepatitis B virus",TRUE,4,3,3,TRUE,TRUE
"cgroup_L5_79a73ac5","NCBITaxon:11320",NA,TRUE,9,7,7,TRUE,TRUE
"cgroup_L5_b9c77320","NCBITaxon:11676","HIV-1",TRUE,6,4,4,TRUE,TRUE
"cgroup_L5_a7509255","NCBITaxon:1280","Staphylococcus aureus",TRUE,4,4,3,TRUE,TRUE
"cgroup_L5_e25d67cf","NCBITaxon:12814",NA,FALSE,4,2,2,FALSE,FALSE
"cgroup_L5_034592d9","NCBITaxon:1282","Staphylococcus epidermidis",TRUE,3,3,2,TRUE,FALSE
"cgroup_L5_538960a6","NCBITaxon:1773","mtb",TRUE,5,4,4,TRUE,TRUE
"cgroup_L5_871ae09e","NCBITaxon:2697049","sars-cov2",TRUE,41,36,36,TRUE,TRUE
"cgroup_L5_38c9104c","NCBITaxon:32644",NA,FALSE,3,1,1,FALSE,FALSE
"cgroup_L5_ee94648c","NCBITaxon:562","Escherichia coli",TRUE,6,3,3,TRUE,TRUE
"cgroup_L5_8c9339f5","NCBITaxon:64320","Zika virus",TRUE,6,5,5,TRUE,TRUE
"cgroup_L5_44420e6e","NCBITaxon:851",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_47e67cab","STR:1_25_oh_2d3",NA,FALSE,3,1,1,FALSE,FALSE
"cgroup_L5_a739837c","STR:adenoma","pituitary adenoma",TRUE,4,3,3,TRUE,TRUE
"cgroup_L5_2a225fda","STR:asthma",NA,TRUE,5,4,4,TRUE,TRUE
"cgroup_L5_f51ff620","STR:asthmatic",NA,TRUE,4,4,4,TRUE,TRUE
"cgroup_L5_a8ff7b6d","STR:atra","spin probe",TRUE,9,5,5,TRUE,TRUE
"cgroup_L5_aaecff07","STR:biliary_atresia",NA,FALSE,3,1,1,FALSE,FALSE
"cgroup_L5_96c9f7bf","STR:bipolar_disorder",NA,TRUE,4,4,4,TRUE,TRUE
"cgroup_L5_7636ff0e","STR:chronic_periodontitis",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_b837242a","STR:cocl2",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_988d478d","STR:copd","ionizing radiation",TRUE,4,4,4,TRUE,TRUE
"cgroup_L5_7805eee6","STR:covid_19","Mycobacterium tuberculosis",TRUE,12,7,7,TRUE,TRUE
"cgroup_L5_03544ab6","STR:covid",NA,FALSE,3,0,0,FALSE,FALSE
"cgroup_L5_79b3a442","STR:cteph","cteph",TRUE,3,3,3,TRUE,TRUE
"cgroup_L5_c860712d","STR:cystic_fibrosis",NA,TRUE,7,5,5,TRUE,TRUE
"cgroup_L5_45ca22b1","STR:dbrd9",NA,FALSE,3,0,0,FALSE,FALSE
"cgroup_L5_82f82010","STR:diabetic","diabetic",TRUE,6,5,5,TRUE,TRUE
"cgroup_L5_d5e79c9e","STR:diseased",NA,FALSE,3,1,1,FALSE,FALSE
"cgroup_L5_bb8cb388","STR:endometriosis",NA,TRUE,9,7,7,TRUE,TRUE
"cgroup_L5_4399f313","STR:epilepsy",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_cacf5d1a","STR:f_nucleatum","Fusobacterium nucleatum",TRUE,3,3,3,TRUE,TRUE
"cgroup_L5_17b55386","STR:fshd","Facioscapulohumeral muscular dystrophy",TRUE,4,4,4,TRUE,TRUE
"cgroup_L5_4def5638","STR:fshd1",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_777adc83","STR:g007_lk",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_fa0ee5b4","STR:glioblastoma",NA,FALSE,6,1,1,FALSE,FALSE
"cgroup_L5_dd2a1a58","STR:heart_failure","glucose",TRUE,6,5,5,TRUE,TRUE
"cgroup_L5_cfad03a8","STR:hepatoblastoma",NA,TRUE,5,3,3,TRUE,TRUE
"cgroup_L5_97da8b42","STR:hypertension",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_83f57274","STR:hypoxia","hypoxia",TRUE,49,33,33,TRUE,TRUE
"cgroup_L5_dd2a13de","STR:idiopathic_pulmonary_fibrosis","idiopathic pulmonary fibrosis",TRUE,7,3,3,TRUE,TRUE
"cgroup_L5_9bdf0dcb","STR:ifna","palmitate",TRUE,6,3,3,TRUE,TRUE
"cgroup_L5_9bb4734d","STR:ifnb","Interferon-beta",TRUE,5,3,3,TRUE,TRUE
"cgroup_L5_1556072e","STR:interferon_alpha",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_ba4af011","STR:irradiation","Radiation",TRUE,7,7,7,TRUE,TRUE
"cgroup_L5_80a3028a","STR:jib_04",NA,FALSE,4,1,1,FALSE,FALSE
"cgroup_L5_b0066299","STR:keloid","Friedreich's ataxia",TRUE,10,4,4,TRUE,TRUE
"cgroup_L5_522e9ebd","STR:keratoconus",NA,TRUE,3,3,3,TRUE,TRUE
"cgroup_L5_7ba0168b","STR:lupus",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_70f8671b","STR:medulloblastoma",NA,FALSE,3,1,1,FALSE,FALSE
"cgroup_L5_c2cce144","STR:multiple_myeloma",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_12212e41","STR:multiple_sclerosis","multiple sclerosis",TRUE,9,8,8,TRUE,TRUE
"cgroup_L5_d6fad784","STR:myotonic_dystrophy_type_1",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_469db990","STR:nahs","hydrogen sulfide",TRUE,3,3,3,TRUE,TRUE
"cgroup_L5_3824dc37","STR:nash","nonalcoholic steatohepatitis",TRUE,7,6,6,TRUE,TRUE
"cgroup_L5_35d1be10","STR:nutlin_3a","anabolic androgenic steroid",TRUE,10,8,8,TRUE,TRUE
"cgroup_L5_3ec58cd6","STR:obese","obese",TRUE,7,7,7,TRUE,TRUE
"cgroup_L5_74daf1c9","STR:oscc","oral squamous cell carcinoma",TRUE,4,4,4,TRUE,TRUE
"cgroup_L5_3fa847fe","STR:osteoarthritis","osteoarthritis",TRUE,5,3,3,TRUE,TRUE
"cgroup_L5_67e7722b","STR:osteogenic_differentiation",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_37b0b276","STR:osteosarcoma",NA,FALSE,4,1,1,FALSE,FALSE
"cgroup_L5_6e9f3913","STR:ovarian_tumor",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_16aef109","STR:p16ink4a_positive_expression",NA,FALSE,3,0,0,FALSE,FALSE
"cgroup_L5_304e1195","STR:pathogen_or_aggregate_exposure",NA,FALSE,4,1,1,FALSE,FALSE
"cgroup_L5_7784bb43","STR:pcos","endometrial cancer",TRUE,6,6,6,TRUE,TRUE
"cgroup_L5_3de56a79","STR:pdac","pdac",TRUE,4,3,3,TRUE,TRUE
"cgroup_L5_a747a14e","STR:pm2_5",NA,TRUE,4,4,4,TRUE,TRUE
"cgroup_L5_5801e974","STR:psoriasis_vulgaris",NA,FALSE,4,1,1,FALSE,FALSE
"cgroup_L5_4b901bf1","STR:psoriasis","psoriasis",TRUE,10,9,9,TRUE,TRUE
"cgroup_L5_36b956de","STR:ptsd",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_4753688f","STR:r5020","estrogen",TRUE,8,7,7,TRUE,TRUE
"cgroup_L5_46a3a103","STR:radiation","Radiation",TRUE,9,7,7,TRUE,TRUE
"cgroup_L5_067df4a3","STR:radiotherapy",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_27f3255f","STR:rbm4_knockdown",NA,FALSE,4,0,0,FALSE,FALSE
"cgroup_L5_af8f3547","STR:rhinovirus",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_522fa0c2","STR:sals","sals",TRUE,5,4,4,TRUE,TRUE
"cgroup_L5_d5e39a5d","STR:sarcopenia",NA,TRUE,4,4,4,TRUE,TRUE
"cgroup_L5_aecd610f","STR:schizophrenia","schizophrenia",TRUE,15,14,14,TRUE,TRUE
"cgroup_L5_75110535","STR:senescent",NA,FALSE,3,0,0,FALSE,FALSE
"cgroup_L5_df599af1","STR:sepsis","Sepsis",TRUE,7,5,5,TRUE,TRUE
"cgroup_L5_a90d3d64","STR:sikras",NA,FALSE,5,1,1,FALSE,FALSE
"cgroup_L5_eedd08cb","STR:sirna_pool_against_igf2bp1","IGF2BP1",TRUE,4,3,3,TRUE,TRUE
"cgroup_L5_844de383","STR:sjogren_s_syndrome","sjogren's syndrome",TRUE,6,5,5,TRUE,TRUE
"cgroup_L5_64c55823","STR:smoking",NA,FALSE,3,0,0,FALSE,FALSE
"cgroup_L5_5929f298","STR:snx631","lncap cells treated with 500 nm snx631 for 72 hours",TRUE,3,3,3,TRUE,TRUE
"cgroup_L5_e0fdea29","STR:sr2211",NA,FALSE,3,1,1,FALSE,FALSE
"cgroup_L5_64adcd6b","STR:srsf1_knockdown",NA,FALSE,3,0,0,FALSE,FALSE
"cgroup_L5_e7eebebd","STR:steatotic","steatotic",TRUE,3,3,3,TRUE,TRUE
"cgroup_L5_ead098cd","STR:stroke",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_9de3f0ea","STR:tb_positive","Mycobacterium tuberculosis",TRUE,3,3,3,TRUE,TRUE
"cgroup_L5_6ce4ac22","STR:tuberculosis",NA,FALSE,3,2,2,FALSE,FALSE
"cgroup_L5_37ecd157","STR:vegf","but-1-ene-1,2,4-tricarboxylic acid",TRUE,4,4,4,TRUE,TRUE
"cgroup_L5_f9cc41b3","STR:vtp50469","0.1% vtp50469 in chow",TRUE,3,3,3,TRUE,TRUE
"cgroup_L5_4d535f25","STR:ykl_5_124","ykl-5-124 (100 nm)",TRUE,3,3,3,TRUE,TRUE
