"id_a","id_b","reg_a","reg_b","chiave","tier","entrambi_nel_corpus"
"CHEBI:232556","CHEMBL:CHEMBL3545376","chebi","chembl","erdafitinib","T1_canonico_canonico",FALSE
"CHEBI:232606","CHEMBL:CHEMBL4748063","chebi","chembl","anle138b","T2_canonico_alias",FALSE
"CHEBI:232616","CHEMBL:CHEMBL2402737","chebi","chembl","idasanutlin","T1_canonico_canonico",FALSE
"CHEBI:232618","CHEMBL:CHEMBL2104247","chebi","chembl","broxaldine","T1_canonico_canonico",FALSE
"CHEBI:233197","CHEMBL:CHEMBL3186849","chebi","chembl","cpi613","T2_canonico_alias",FALSE
"CHEBI:233309","CHEMBL:CHEMBL4594350","chebi","chembl","adagrasib","T1_canonico_canonico",FALSE
"CHEBI:233310","CHEMBL:CHEMBL1614707","chebi","chembl","mubritinib","T1_canonico_canonico",FALSE
"CHEBI:233316","CHEMBL:CHEMBL4297644","chebi","chembl","simurosertib","T1_canonico_canonico",FALSE
"CHEBI:233318","CHEMBL:CHEMBL5095181","chebi","chembl","camibirstat","T2_canonico_alias",FALSE
"CHEBI:233359","CHEMBL:CHEMBL4462530","chebi","chembl","azd4573","T2_canonico_alias",FALSE
"CHEBI:233362","CHEMBL:CHEMBL3301610","chebi","chembl","abemaciclib","T1_canonico_canonico",FALSE
"CHEBI:233363","CHEMBL:CHEMBL4282264","chebi","chembl","a485","T1_canonico_canonico",FALSE
"CHEBI:234358","CHEMBL:CHEMBL3408248","chebi","chembl","azd8186","T1_canonico_canonico",FALSE
"CHEBI:234429","CHEMBL:CHEMBL4074884","chebi","chembl","mitoquinonemesylate","T1_canonico_canonico",FALSE
"CHEBI:234592","CHEMBL:CHEMBL3781751","chebi","chembl","iadademstat","T1_canonico_canonico",FALSE
"CHEBI:234609","CHEMBL:CHEMBL1923234","chebi","chembl","wp1066","T1_canonico_canonico",FALSE
"CHEBI:23965","MeSH:D004958","chebi","mesh","oestradiol","T3_alias_alias",FALSE
"CHEBI:24261","MeSH:D005938","chebi","mesh","glucocorticoid","T2_canonico_alias",FALSE
"HGNC:9966","CHEBI:24433","hgnc","chebi","rest","T2_canonico_alias",FALSE
"CHEBI:2453","CHEMBL:CHEMBL184","chebi","chembl","acyclovir","T1_canonico_canonico",FALSE
"CHEBI:2453","MeSH:D000212","chebi","mesh","acyclovir","T1_canonico_canonico",FALSE
"CHEBI:24564","CHEMBL:CHEMBL1455","chebi","chembl","altretamine","T2_canonico_alias",FALSE
"CHEBI:24564","MeSH:D006585","chebi","mesh","altretamine","T2_canonico_alias",FALSE
"CHEBI:24636","MeSH:D011522","chebi","mesh","proton","T2_canonico_alias",FALSE
"CHEBI:24786","MeSH:D006033","chebi","mesh","diglycine","T3_alias_alias",FALSE
"CHEBI:25255","CHEMBL:CHEMBL313493","chebi","chembl","methanesulfonicacidmethylester","T2_canonico_alias",FALSE
"CHEBI:25255","MeSH:D008741","chebi","mesh","methylmethanesulfonate","T1_canonico_canonico",FALSE
"CHEBI:25350","MeSH:D008798","chebi","mesh","mevalonate","T2_canonico_alias",FALSE
"CHEBI:2549","MeSH:D000420","chebi","mesh","proventil","T3_alias_alias",FALSE
"CHEBI:25675","CHEMBL:CHEMBL1255855","chebi","chembl","oligomycin","T1_canonico_canonico",FALSE
"CHEBI:25675","MeSH:D009840","chebi","mesh","oligomycin","T2_canonico_alias",FALSE
"CHEBI:25858","CHEMBL:CHEMBL1158","chebi","chembl","paraxanthine","T2_canonico_alias",FALSE
"CHEBI:26267","MeSH:D044945","chebi","mesh","proanthocyanidins","T2_canonico_alias",FALSE
"CHEBI:26523","MeSH:D017382","chebi","mesh","reactiveoxygenspecies","T1_canonico_canonico",FALSE
"CHEBI:2663","CHEMBL:CHEMBL633","chebi","chembl","amiodarone","T1_canonico_canonico",FALSE
"CHEBI:2663","MeSH:D000638","chebi","mesh","amiodarone","T1_canonico_canonico",FALSE
"CHEBI:2666","CHEMBL:CHEMBL629","chebi","chembl","amitriptyline","T1_canonico_canonico",FALSE
"CHEBI:2666","MeSH:D000639","chebi","mesh","amitriptyline","T1_canonico_canonico",FALSE
"CHEBI:26708","MeSH:D012964","chebi","mesh","sodium","T2_canonico_alias",FALSE
"CHEBI:26710","CHEMBL:CHEMBL1200574","chebi","chembl","sodiumchloride","T1_canonico_canonico",FALSE
"CHEBI:26710","MeSH:D012965","chebi","mesh","sodiumchloride","T1_canonico_canonico",FALSE
"CHEBI:26710","MeSH:D017673","chebi","mesh","tablesalt","T3_alias_alias",FALSE
"CHEBI:2687","CHEMBL:CHEMBL43","chebi","chembl","amsacrine","T1_canonico_canonico",FALSE
"CHEBI:2687","MeSH:D000677","chebi","mesh","amsacrine","T1_canonico_canonico",FALSE
"CHEBI:2700","CHEMBL:CHEMBL15848","chebi","chembl","anandamide","T1_canonico_canonico",FALSE
"CHEBI:2704","CHEMBL:CHEMBL1399","chebi","chembl","anastrozole","T1_canonico_canonico",FALSE
"CHEBI:2704","MeSH:D000077384","chebi","mesh","anastrozole","T1_canonico_canonico",FALSE
"CHEBI:2719","CHEMBL:CHEMBL408403","chebi","chembl","5lisoleucineangiotensinii","T3_alias_alias",FALSE
"CHEBI:2719","MeSH:D000802","chebi","mesh","hypertensin","T3_alias_alias",FALSE
"CHEBI:2719","MeSH:D000804","chebi","mesh","5lisoleucineangiotensinii","T3_alias_alias",FALSE
"HGNC:333","CHEBI:2720","hgnc","chebi","angiotensinogen","T1_canonico_canonico",FALSE
"CHEBI:27407","CHEMBL:CHEMBL228792","chebi","chembl","kinetin","T1_canonico_canonico",FALSE
"CHEBI:27407","MeSH:D007701","chebi","mesh","kinetin","T1_canonico_canonico",FALSE
"CHEBI:27413","MeSH:D000629","chebi","mesh","betaaminopropionitrile","T2_canonico_alias",FALSE
"CHEBI:27504","CHEMBL:CHEMBL105","chebi","chembl","ametycine","T3_alias_alias",FALSE
"CHEBI:27504","MeSH:D016685","chebi","mesh","ametycine","T3_alias_alias",FALSE
"CHEBI:27618","CHEMBL:CHEMBL7976","chebi","chembl","chalcone","T1_canonico_canonico",FALSE
"CHEBI:27618","MeSH:D002599","chebi","mesh","chalcone","T1_canonico_canonico",FALSE
"CHEBI:27618","NCBITaxon:2839451","chebi","ncbitaxon","chalcone","T1_canonico_canonico",FALSE
"CHEBI:27641","CHEMBL:CHEMBL123292","chebi","chembl","cycloheximide","T1_canonico_canonico",FALSE
"CHEBI:27641","MeSH:D003513","chebi","mesh","cycloheximide","T1_canonico_canonico",FALSE
"CHEBI:27656","CHEMBL:CHEMBL65","chebi","chembl","camptothecin","T1_canonico_canonico",FALSE
"CHEBI:27656","MeSH:D002166","chebi","mesh","camptothecin","T1_canonico_canonico",FALSE
"CHEBI:2766","CHEMBL:CHEMBL29711","chebi","chembl","aphidicolin","T1_canonico_canonico",FALSE
"CHEBI:2766","MeSH:D016590","chebi","mesh","aphidicolin","T1_canonico_canonico",FALSE
"CHEBI:27666","CHEMBL:CHEMBL1554","chebi","chembl","actinomycind","T2_canonico_alias",FALSE
"CHEBI:27666","MeSH:D003609","chebi","mesh","actinomycind","T2_canonico_alias",FALSE
"CHEBI:27690","CHEMBL:CHEMBL20","chebi","chembl","acetazolamida","T3_alias_alias",FALSE
"CHEBI:27690","MeSH:D000086","chebi","mesh","diacarb","T3_alias_alias",FALSE
"CHEBI:27732","CHEMBL:CHEMBL113","chebi","chembl","caffeine","T1_canonico_canonico",FALSE
"CHEBI:27732","MeSH:D002110","chebi","mesh","caffeine","T1_canonico_canonico",FALSE
"CHEBI:27744","MeSH:D000097797","chebi","mesh","nphosphonomethylglycine","T3_alias_alias",FALSE
"CHEBI:27789","CHEMBL:CHEMBL16370","chebi","chembl","12dichloroethane","T1_canonico_canonico",FALSE
"CHEBI:27789","CHEMBL:CHEMBL2311071","chebi","chembl","ethylenechloride","T3_alias_alias",FALSE
"CHEBI:2781","CHEMBL:CHEMBL346919","chebi","chembl","apocynin","T1_canonico_canonico",FALSE
"CHEBI:27899","CHEMBL:CHEMBL11359","chebi","chembl","cisplatin","T1_canonico_canonico",FALSE
"CHEBI:27899","MeSH:D002945","chebi","mesh","cisplatin","T1_canonico_canonico",FALSE
"CHEBI:27958","CHEMBL:CHEMBL370805","chebi","chembl","benzoylmethylecgonine","T3_alias_alias",FALSE
"CHEBI:28001","CHEMBL:CHEMBL1200628","chebi","chembl","vancocin","T3_alias_alias",FALSE
"CHEBI:28001","CHEMBL:CHEMBL262777","chebi","chembl","vancomicina","T3_alias_alias",FALSE
"CHEBI:28001","MeSH:D014640","chebi","mesh","vancocin","T3_alias_alias",FALSE
"CHEBI:28073","CHEMBL:CHEMBL1201228","chebi","chembl","chromium","T2_canonico_alias",FALSE
"CHEBI:28073","HGNC:54059","chebi","hgnc","chrome","T3_alias_alias",FALSE
"CHEBI:28073","MeSH:D002857","chebi","mesh","chromium","T2_canonico_alias",FALSE
"CHEBI:28077","CHEMBL:CHEMBL374478","chebi","chembl","rifampin","T2_canonico_alias",FALSE
"CHEBI:28077","MeSH:D012293","chebi","mesh","rifampin","T2_canonico_alias",FALSE
"CHEBI:28088","CHEMBL:CHEMBL44","chebi","chembl","457trihydroxyisoflavone","T3_alias_alias",FALSE
"CHEBI:28112","MeSH:D009532","chebi","mesh","nickel","T2_canonico_alias",FALSE
"CHEBI:28119","CHEMBL:CHEMBL30327","chebi","chembl","2378tetrachlorodibenzopdioxin","T2_canonico_alias",FALSE
"CHEBI:28119","MeSH:D000072317","chebi","mesh","2378tetrachlorodibenzopdioxin","T3_alias_alias",FALSE
"CHEBI:28121","CHEMBL:CHEMBL269538","chebi","chembl","harmine","T1_canonico_canonico",FALSE
"CHEBI:28121","MeSH:D006247","chebi","mesh","harmine","T1_canonico_canonico",FALSE
"CHEBI:28177","CHEMBL:CHEMBL1355736","chebi","chembl","theophylline","T1_canonico_canonico",FALSE
"CHEBI:28177","CHEMBL:CHEMBL190","chebi","chembl","theophyllineanhydrous","T2_canonico_alias",FALSE
"CHEBI:28177","MeSH:D013806","chebi","mesh","theophylline","T1_canonico_canonico",FALSE
"CHEBI:28201","CHEMBL:CHEMBL429023","chebi","chembl","rotenone","T1_canonico_canonico",FALSE
"CHEBI:28201","MeSH:D012402","chebi","mesh","rotenone","T1_canonico_canonico",FALSE
"CHEBI:28201","MeSH:D029866","chebi","mesh","derris","T2_canonico_alias",FALSE
"CHEBI:28201","MeSH:D032126","chebi","mesh","barbasco","T3_alias_alias",FALSE
"CHEBI:28201","NCBITaxon:53864","chebi","ncbitaxon","derris","T2_canonico_alias",FALSE
"CHEBI:28229","CHEMBL:CHEMBL256147","chebi","chembl","tilarginine","T2_canonico_alias",FALSE
"CHEBI:28229","MeSH:D019323","chebi","mesh","lmonomethylarginine","T3_alias_alias",FALSE
"CHEBI:28260","CHEMBL:CHEMBL6067641","chebi","chembl","galactose","T1_canonico_canonico",FALSE
"CHEBI:28260","MeSH:D005690","chebi","mesh","galactose","T1_canonico_canonico",FALSE
"CHEBI:28285","CHEMBL:CHEMBL1256136","chebi","chembl","oligomycina","T1_canonico_canonico",FALSE
"CHEBI:28358","CHEMBL:CHEMBL1200559","chebi","chembl","e270","T3_alias_alias",FALSE
"CHEBI:28445","CHEMBL:CHEMBL90555","chebi","chembl","22oxovincaleukoblastine","T3_alias_alias",FALSE
"CHEBI:28445","MeSH:D014750","chebi","mesh","leurocristine","T3_alias_alias",FALSE
"CHEBI:28527","CHEMBL:CHEMBL226335","chebi","chembl","quercetin3rutinoside","T3_alias_alias",FALSE
"CHEBI:28527","MeSH:D012431","chebi","mesh","quercetin3rutinoside","T3_alias_alias",FALSE
"CHEBI:28680","CHEMBL:CHEMBL803","chebi","chembl","cytarabine","T1_canonico_canonico",FALSE
"CHEBI:28680","MeSH:D003561","chebi","mesh","cytarabine","T1_canonico_canonico",FALSE
"CHEBI:28689","CHEMBL:CHEMBL90593","chebi","chembl","dehydroepiandrosterone","T2_canonico_alias",FALSE
"CHEBI:28689","MeSH:D003687","chebi","mesh","dehydroepiandrosterone","T1_canonico_canonico",FALSE
"CHEBI:28748","CHEMBL:CHEMBL359744","chebi","chembl","adriamycin","T3_alias_alias",FALSE
"CHEBI:28748","CHEMBL:CHEMBL53463","chebi","chembl","doxorubicine","T3_alias_alias",FALSE
"CHEBI:28748","MeSH:D004317","chebi","mesh","adriamycin","T3_alias_alias",FALSE
"CHEBI:28793","MeSH:D047071","chebi","mesh","betaglucan","T3_alias_alias",FALSE
"CHEBI:28851","CHEMBL:CHEMBL46730","chebi","chembl","phenanthrene","T1_canonico_canonico",FALSE
"CHEBI:28876","CHEMBL:CHEMBL852","chebi","chembl","melphalan","T1_canonico_canonico",FALSE
"CHEBI:28876","MeSH:D008558","chebi","mesh","melphalan","T1_canonico_canonico",FALSE
"CHEBI:28918","CHEMBL:CHEMBL42280","chebi","chembl","ladrenaline","T2_canonico_alias",FALSE
"CHEBI:28918","CHEMBL:CHEMBL679","chebi","chembl","adrenalin","T3_alias_alias",FALSE
"CHEBI:28938","MeSH:D064751","chebi","mesh","ammonium","T2_canonico_alias",FALSE
"CHEBI:28940","CHEMBL:CHEMBL1042","chebi","chembl","cholecalciferol","T2_canonico_alias",FALSE
"CHEBI:28940","MeSH:D002762","chebi","mesh","calciol","T2_canonico_alias",FALSE
"CHEBI:28946","CHEMBL:CHEMBL1114","chebi","chembl","theobromine","T1_canonico_canonico",FALSE
"CHEBI:28946","MeSH:D013805","chebi","mesh","theobromine","T1_canonico_canonico",FALSE
"CHEBI:2896","CHEMBL:CHEMBL296419","chebi","chembl","astemizole","T1_canonico_canonico",FALSE
"CHEBI:2896","MeSH:D016589","chebi","mesh","astemizole","T1_canonico_canonico",FALSE
"CHEBI:28987","CHEMBL:CHEMBL71893","chebi","chembl","abieticacid","T1_canonico_canonico",FALSE
"CHEBI:29007","CHEMBL:CHEMBL161","chebi","chembl","ceftriaxone","T1_canonico_canonico",FALSE
"CHEBI:29007","CHEMBL:CHEMBL6067656","chebi","chembl","rocephin","T3_alias_alias",FALSE
"CHEBI:29007","MeSH:D002443","chebi","mesh","ceftriaxone","T1_canonico_canonico",FALSE
"CHEBI:29073","CHEMBL:CHEMBL196","chebi","chembl","lascorbicacid","T2_canonico_alias",FALSE
"CHEBI:29073","MeSH:D001205","chebi","mesh","lascorbicacid","T2_canonico_alias",FALSE
"CHEBI:2948","CHEMBL:CHEMBL1542","chebi","chembl","azathioprine","T1_canonico_canonico",FALSE
"CHEBI:2948","MeSH:D001379","chebi","mesh","azathioprine","T1_canonico_canonico",FALSE
"CHEBI:29693","CHEMBL:CHEMBL1236460","chebi","chembl","thiostrepton","T1_canonico_canonico",FALSE
"CHEBI:29693","MeSH:D013883","chebi","mesh","thiostrepton","T1_canonico_canonico",FALSE
"CHEBI:29699","CHEMBL:CHEMBL505513","chebi","chembl","tunicamycin","T1_canonico_canonico",FALSE
"CHEBI:29699","MeSH:D014415","chebi","mesh","tunicamycin","T1_canonico_canonico",FALSE
"CHEBI:29806","MeSH:D005650","chebi","mesh","fumarate","T3_alias_alias",FALSE
"CHEBI:29865","CHEMBL:CHEMBL31184","chebi","chembl","benzoapyrene","T2_canonico_alias",FALSE
"CHEBI:29865","MeSH:D001564","chebi","mesh","benzoapyrene","T1_canonico_canonico",FALSE
"CHEBI:29865","MeSH:D001580","chebi","mesh","benzpyrene","T3_alias_alias",FALSE
"CHEBI:30145","CHEMBL:CHEMBL1201333","chebi","chembl","lithium","T2_canonico_alias",FALSE
"CHEBI:30145","MeSH:D008094","chebi","mesh","lithium","T2_canonico_alias",FALSE
"CHEBI:30145","NCBITaxon:421421","chebi","ncbitaxon","lithium","T2_canonico_alias",FALSE
"CHEBI:30351","MeSH:D015082","chebi","mesh","22bipyridine","T2_canonico_alias",FALSE
"CHEBI:30614","CHEMBL:CHEMBL1743211","chebi","chembl","benzoapyrenediolepoxide","T2_canonico_alias",FALSE
"CHEBI:30614","MeSH:D015123","chebi","mesh","78dihydro78dihydroxybenzoapyrene910oxide","T2_canonico_alias",FALSE
"CHEBI:3063","CHEMBL:CHEMBL504323","chebi","chembl","berbamine","T1_canonico_canonico",FALSE
"CHEBI:30740","CHEMBL:CHEMBL240390","chebi","chembl","egtazicacid","T2_canonico_alias",FALSE
"CHEBI:30740","MeSH:D004533","chebi","mesh","egtazicacid","T2_canonico_alias",FALSE
"CHEBI:31263","CHEMBL:CHEMBL1200368","chebi","chembl","bentiromide","T1_canonico_canonico",FALSE
"CHEBI:31317","CHEMBL:CHEMBL94394","chebi","chembl","bufexamac","T1_canonico_canonico",FALSE
"CHEBI:31317","MeSH:D002019","chebi","mesh","bufexamac","T1_canonico_canonico",FALSE
"CHEBI:31348","CHEMBL:CHEMBL1773","chebi","chembl","capecitabine","T1_canonico_canonico",FALSE
"CHEBI:31348","MeSH:D000069287","chebi","mesh","capecitabine","T1_canonico_canonico",FALSE
"CHEBI:31355","CHEMBL:CHEMBL1351","chebi","chembl","carboplatin","T1_canonico_canonico",FALSE
"CHEBI:31355","MeSH:D016190","chebi","mesh","carboplatin","T1_canonico_canonico",FALSE
"CHEBI:3139","CHEMBL:CHEMBL4649901","chebi","chembl","bleomycina2","T1_canonico_canonico",FALSE
"CHEBI:3139","MeSH:D001761","chebi","mesh","bleomycina2","T2_canonico_alias",FALSE
"CHEBI:31575","CHEMBL:CHEMBL15841","chebi","chembl","ethylparaben","T1_canonico_canonico",FALSE
"CHEBI:31638","CHEMBL:CHEMBL1358","chebi","chembl","fulvestrant","T1_canonico_canonico",FALSE
"CHEBI:31638","MeSH:D000077267","chebi","mesh","fulvestrant","T1_canonico_canonico",FALSE
"CHEBI:31689","CHEMBL:CHEMBL2107455","chebi","chembl","iguratimod","T1_canonico_canonico",FALSE
"CHEBI:31709","CHEMBL:CHEMBL1200455","chebi","chembl","iohexol","T1_canonico_canonico",FALSE
"CHEBI:31709","MeSH:D007472","chebi","mesh","iohexol","T1_canonico_canonico",FALSE
"CHEBI:31794","CHEMBL:CHEMBL1200572","chebi","chembl","magnesiumoxide","T1_canonico_canonico",FALSE
"CHEBI:31794","MeSH:D008277","chebi","mesh","magnesiumoxide","T1_canonico_canonico",FALSE
"CHEBI:31835","CHEMBL:CHEMBL325372","chebi","chembl","methylparaben","T1_canonico_canonico",FALSE
"CHEBI:31856","CHEMBL:CHEMBL1237054","chebi","chembl","mithramycin","T2_canonico_alias",FALSE
"CHEBI:31856","MeSH:D008926","chebi","mesh","mithramycin","T2_canonico_alias",FALSE
"CHEBI:31941","CHEMBL:CHEMBL414804","chebi","chembl","oxaliplatin","T1_canonico_canonico",FALSE
"CHEBI:31941","MeSH:D000077150","chebi","mesh","oxaliplatin","T1_canonico_canonico",FALSE
"CHEBI:31952","CHEMBL:CHEMBL2107011","chebi","chembl","oxypertine","T1_canonico_canonico",FALSE
"CHEBI:32016","CHEMBL:CHEMBL1256391","chebi","chembl","pirfenidone","T1_canonico_canonico",FALSE
"CHEBI:32020","CHEMBL:CHEMBL1201753","chebi","chembl","pitavastatin","T1_canonico_canonico",FALSE
"CHEBI:32020","CHEMBL:CHEMBL1237061","chebi","chembl","nk104","T3_alias_alias",FALSE
"CHEBI:32063","CHEMBL:CHEMBL194014","chebi","chembl","propylparaben","T1_canonico_canonico",FALSE
"CHEBI:32065","CHEMBL:CHEMBL600325","chebi","chembl","proscillaridin","T1_canonico_canonico",FALSE
"CHEBI:32065","MeSH:D011442","chebi","mesh","proscillaridin","T1_canonico_canonico",FALSE
"CHEBI:3207","CHEMBL:CHEMBL1370","chebi","chembl","budesonide","T1_canonico_canonico",FALSE
"CHEBI:3207","MeSH:D019819","chebi","mesh","budesonide","T1_canonico_canonico",FALSE
"CHEBI:32162","CHEMBL:CHEMBL1525826","chebi","chembl","sulfalene","T2_canonico_alias",FALSE
"CHEBI:32162","MeSH:D013415","chebi","mesh","sulfalene","T2_canonico_alias",FALSE
"CHEBI:32223","CHEMBL:CHEMBL2103774","chebi","chembl","tibolone","T1_canonico_canonico",FALSE
"CHEBI:32497","CHEMBL:CHEMBL38737","chebi","chembl","thioacetamide","T1_canonico_canonico",FALSE
"CHEBI:32497","MeSH:D013853","chebi","mesh","thioacetamide","T1_canonico_canonico",FALSE
"CHEBI:32588","CHEMBL:CHEMBL1200731","chebi","chembl","potassiumchloride","T1_canonico_canonico",FALSE
"CHEBI:32588","MeSH:D011189","chebi","mesh","potassiumchloride","T1_canonico_canonico",FALSE
"CHEBI:3259","CHEMBL:CHEMBL224214","chebi","chembl","carbonylcyanidemchlorophenylhydrazone","T2_canonico_alias",FALSE
"CHEBI:3259","MeSH:D002258","chebi","mesh","carbonylcyanidemchlorophenylhydrazone","T2_canonico_alias",FALSE
"CHEBI:3312","CHEMBL:CHEMBL1200668","chebi","chembl","cacl2","T3_alias_alias",FALSE
"CHEBI:3312","MeSH:D002122","chebi","mesh","calciumchlorideanhydrous","T3_alias_alias",FALSE
"CHEBI:33216","CHEMBL:CHEMBL418971","chebi","chembl","bisphenola","T1_canonico_canonico",FALSE
"CHEBI:33281","MeSH:D000890","chebi","mesh","antimicrobialagent","T2_canonico_alias",FALSE
"CHEBI:33359","MeSH:D012238","chebi","mesh","rhodium","T2_canonico_alias",FALSE
"CHEBI:33364","MeSH:D002945","chebi","mesh","platino","T3_alias_alias",FALSE
"CHEBI:338412","CHEMBL:CHEMBL423192","chebi","chembl","anisomycin","T1_canonico_canonico",FALSE
"CHEBI:338412","MeSH:D000841","chebi","mesh","anisomycin","T1_canonico_canonico",FALSE
"CHEBI:3423","CHEMBL:CHEMBL513","chebi","chembl","carmustine","T1_canonico_canonico",FALSE
"CHEBI:3423","MeSH:D002330","chebi","mesh","carmustine","T1_canonico_canonico",FALSE
"CHEBI:3429","CHEMBL:CHEMBL218693","chebi","chembl","carnosol","T1_canonico_canonico",FALSE
"CHEBI:3441","CHEMBL:CHEMBL723","chebi","chembl","carvedilol","T1_canonico_canonico",FALSE
"CHEBI:3441","MeSH:D000077261","chebi","mesh","carvedilol","T1_canonico_canonico",FALSE
"CHEBI:34682","CHEMBL:CHEMBL388560","chebi","chembl","diazinon","T2_canonico_alias",FALSE
"CHEBI:34682","MeSH:D003976","chebi","mesh","diazinon","T1_canonico_canonico",FALSE
"CHEBI:34741","CHEMBL:CHEMBL198877","chebi","chembl","sequol","T3_alias_alias",FALSE
"CHEBI:34749","CHEMBL:CHEMBL241694","chebi","chembl","ethisterone","T1_canonico_canonico",FALSE
"CHEBI:34749","MeSH:D005003","chebi","mesh","ethisterone","T1_canonico_canonico",FALSE
"CHEBI:34756","CHEMBL:CHEMBL23832","chebi","chembl","fenamicacid","T1_canonico_canonico",FALSE
"CHEBI:34795","MeSH:D015056","chebi","mesh","1methyl3isobutylxanthine","T2_canonico_alias",FALSE
"CHEBI:34823","CHEMBL:CHEMBL319111","chebi","chembl","linopirdine","T1_canonico_canonico",FALSE
"CHEBI:34892","CHEMBL:CHEMBL9514","chebi","chembl","nocodazole","T1_canonico_canonico",FALSE
"CHEBI:34892","MeSH:D015739","chebi","mesh","nocodazole","T1_canonico_canonico",FALSE
"HGNC:9718","CHEBI:34907","hgnc","chebi","paxillin","T2_canonico_alias",FALSE
"CHEBI:3498","CHEMBL:CHEMBL1010","chebi","chembl","cefotaximesodium","T1_canonico_canonico",FALSE
"CHEBI:3498","MeSH:D002439","chebi","mesh","cefotaximesodium","T2_canonico_alias",FALSE
"CHEBI:3546","CHEMBL:CHEMBL449782","chebi","chembl","cepharanthine","T1_canonico_canonico",FALSE
"CHEBI:3611","CHEMBL:CHEMBL1200703","chebi","chembl","tropium","T3_alias_alias",FALSE
"CHEBI:3611","CHEMBL:CHEMBL451","chebi","chembl","chlordiazepoxide","T1_canonico_canonico",FALSE
"CHEBI:3611","MeSH:D002707","chebi","mesh","chlordiazepoxide","T1_canonico_canonico",FALSE
"CHEBI:3614","CHEMBL:CHEMBL790","chebi","chembl","chlorhexidine","T1_canonico_canonico",FALSE
"CHEBI:3614","MeSH:D002710","chebi","mesh","chlorhexidine","T1_canonico_canonico",FALSE
"CHEBI:36373","CHEMBL:CHEMBL238071","chebi","chembl","vindesine","T1_canonico_canonico",FALSE
"CHEBI:36373","MeSH:D014751","chebi","mesh","vindesine","T1_canonico_canonico",FALSE
"CHEBI:3638","CHEMBL:CHEMBL58510","chebi","chembl","aralen","T3_alias_alias",FALSE
"CHEBI:3638","CHEMBL:CHEMBL76","chebi","chembl","cloroquina","T3_alias_alias",FALSE
"CHEBI:3638","MeSH:D002738","chebi","mesh","aralen","T3_alias_alias",FALSE
"CHEBI:36706","CHEMBL:CHEMBL383322","chebi","chembl","resiquimod","T1_canonico_canonico",FALSE
"CHEBI:367163","CHEMBL:CHEMBL1323","chebi","chembl","darunavir","T1_canonico_canonico",FALSE
"CHEBI:367163","MeSH:D000069454","chebi","mesh","darunavir","T1_canonico_canonico",FALSE
"CHEBI:3732","CHEMBL:CHEMBL1741","chebi","chembl","clarithromycin","T1_canonico_canonico",FALSE
"CHEBI:3732","MeSH:D017291","chebi","mesh","clarithromycin","T1_canonico_canonico",FALSE
"CHEBI:37415","CHEMBL:CHEMBL2369768","chebi","chembl","alphaamanitin","T1_canonico_canonico",FALSE
"CHEBI:37415","MeSH:D000546","chebi","mesh","amanitin","T2_canonico_alias",FALSE
"CHEBI:37415","MeSH:D053959","chebi","mesh","alphaamanitin","T1_canonico_canonico",FALSE
"CHEBI:37447","CHEMBL:CHEMBL65606","chebi","chembl","tmpyp4","T2_canonico_alias",FALSE
"CHEBI:3745","CHEMBL:CHEMBL1753","chebi","chembl","clindamycin","T1_canonico_canonico",FALSE
"CHEBI:3745","MeSH:D002981","chebi","mesh","clindamycin","T1_canonico_canonico",FALSE
"CHEBI:37537","CHEMBL:CHEMBL279115","chebi","chembl","phorbol12myristate13acetate","T3_alias_alias",FALSE
"CHEBI:37537","MeSH:D013755","chebi","mesh","tetradecanoylphorbolacetate","T2_canonico_alias",FALSE
"CHEBI:37671","MeSH:D015054","chebi","mesh","zymosan","T2_canonico_alias",FALSE
"CHEBI:37684","CHEMBL:CHEMBL469448","chebi","chembl","mannose","T2_canonico_alias",FALSE
"CHEBI:37684","MeSH:D008358","chebi","mesh","mannose","T1_canonico_canonico",FALSE
"CHEBI:37845","CHEMBL:CHEMBL1201621","chebi","chembl","growthhormone","T2_canonico_alias",FALSE
"CHEBI:37845","MeSH:D013006","chebi","mesh","growthhormone","T1_canonico_canonico",FALSE
"CHEBI:37958","MeSH:D004396","chebi","mesh","dyes","T3_alias_alias",FALSE
"CHEBI:379896","CHEMBL:CHEMBL166444","chebi","chembl","metribolone","T2_canonico_alias",FALSE
"CHEBI:379896","MeSH:D015741","chebi","mesh","metribolone","T2_canonico_alias",FALSE
"CHEBI:3815","MeSH:D003094","chebi","mesh","collagen","T1_canonico_canonico",FALSE
"CHEBI:38561","CHEMBL:CHEMBL2218894","chebi","chembl","cranoc","T3_alias_alias",FALSE
"CHEBI:38561","CHEMBL:CHEMBL2220442","chebi","chembl","fluvastatin","T1_canonico_canonico",FALSE
"CHEBI:38561","MeSH:D000077340","chebi","mesh","fluvastatin","T1_canonico_canonico",FALSE
"CHEBI:3892","CHEMBL:CHEMBL1201610","chebi","chembl","corticotropin","T1_canonico_canonico",FALSE
"CHEBI:3892","HGNC:9201","chebi","hgnc","acth","T3_alias_alias",FALSE
"CHEBI:3892","MeSH:D000324","chebi","mesh","adrenocorticotropichormone","T2_canonico_alias",FALSE
"CHEBI:38940","CHEMBL:CHEMBL1567","chebi","chembl","sutent","T3_alias_alias",FALSE
"CHEBI:38940","CHEMBL:CHEMBL535","chebi","chembl","sunitinib","T1_canonico_canonico",FALSE
"CHEBI:38940","MeSH:D000077210","chebi","mesh","sunitinib","T1_canonico_canonico",FALSE
