"caso","ruolo","entita","cluster_id","control_key_cluster","canonical_name","series_id","comparison_id","design_kind_study","design_kind_cmp","varying_factor","fixed_factors","control_type","treated_group","control_group","treated_label","control_label","treated_fl","control_fl","n_treated","n_control","treated_role","control_role","treated_samples","control_samples","design_summary","record_id"
"NCBITaxon:11320","VINCENTE","NCBITaxon:11320","cgroup_L5_79a73ac5","vehicle_untreated",,"GSE184017","GSE184017__Influenza_vs_mock","case_control_disease","case_control_disease","treatment","cell_type|bronchial epithelial cells|tissue|lung|context_kind|primary_culture","vehicle","grp_0001","grp_0002","Bronchial epithelial cells exposed to Influenza","Mock-treated bronchial epithelial cells","treatment=Influenza ; cell_type=bronchial epithelial cells ; tissue=lung ; context_kind=primary_culture","treatment=mock ; cell_type=bronchial epithelial cells ; tissue=lung ; context_kind=primary_culture",30,2,"treated","control","GSM5575931;GSM5575932;GSM5575933;GSM5575934;GSM5575935;GSM5575936;GSM5575937;GSM5575938;GSM5575939;GSM5575940;GSM5575941;GSM5575942;GSM5575943;GSM5575944;GSM5575945;GSM5575946;GSM5575947;GSM5575948;GSM5575949;GSM5575950;GSM5575951;GSM5575952;GSM5575953;GSM5575954;GSM5575955;GSM5575956;GSM5575957;GSM5575958;GSM5575959;GSM5575960","GSM5575961;GSM5575962","Case-control study comparing bronchial epithelial cells exposed to Influenza virus versus mock-treated controls.","GSE184017__GSE184017__Influenza_vs_mock__1"
"NCBITaxon:11320","VINCENTE","NCBITaxon:11320","cgroup_L5_79a73ac5","vehicle_untreated",,"GSE197143","GSE197143__Influenza_B_48hpi_vs_Mock_48hpi","time_course","case_control_disease","virus_strain","time|48hpi","secondary_arm","grp_0002","grp_0005","Influenza B 48hpi","Mock 48hpi","virus_strain=FluB_337_48hpi ; time=48hpi","virus_strain=Mock ; time=48hpi",2,3,"treated","control","GSM5910105;GSM5910114","GSM5910103;GSM5910108;GSM5910112","This study investigates the transcriptional response of human lung tissue to influenza B virus infection over time.","GSE197143__GSE197143__Influenza_B_48hpi_vs_Mock_48hpi__1"
"NCBITaxon:11320","VINCENTE","NCBITaxon:11320","cgroup_L5_79a73ac5","vehicle_untreated",,"GSE239726","GSE239726__grp_0001_vs_grp_0002","multi_arm_treatment","treatment_vs_vehicle","virus_infection","","vehicle","grp_0001","grp_0002","Influenza A (H3N2) infected","Mock infected","virus_infection=Influenza A (H3N2)","virus_infection=mock",14,30,"treated","control","GSM7670529;GSM7670531;GSM7670533;GSM7670535;GSM7670537;GSM7670539;GSM7670541;GSM7670544;GSM7670546;GSM7670548;GSM7670550;GSM7670552;GSM7670554;GSM7670556","GSM7670528;GSM7670530;GSM7670532;GSM7670534;GSM7670536;GSM7670538;GSM7670540;GSM7670542;GSM7670543;GSM7670545;GSM7670547;GSM7670549;GSM7670551;GSM7670553;GSM7670555;GSM7670557;GSM7670559;GSM7670561;GSM7670563;GSM7670565;GSM7670567;GSM7670569;GSM7670571;GSM7670573;GSM7670575;GSM7670577;GSM7670579;GSM7670581;GSM7670583;GSM7670585","This study investigates the transcriptional response of primary nasal epithelial cells to infection with Influenza A (H3N2) and Respiratory Syncytial Virus (RSV) compared to mock-infected controls.","GSE239726__GSE239726__grp_0001_vs_grp_0002__1"
"NCBITaxon:11320","VINCENTE","NCBITaxon:11320","cgroup_L5_79a73ac5","vehicle_untreated",,"GSE253542","GSE253542__grp_0004_vs_grp_0007","multi_arm_treatment","treatment_vs_vehicle","virus","time|48hpi","vehicle","grp_0004","grp_0007","IAV (H1N1) 48hpi","Mock Infected 48hpi","virus=IAV (H1N1) ; time=48hpi","virus=Mock Infected ; time=48hpi",2,5,"treated","control","GSM8022916;GSM8022917","GSM8022913;GSM8022914;GSM8022915;GSM8022918;GSM8022920","This study investigates the transcriptional response of primary human nasal epithelial cells to various respiratory viruses, including HCoV-NL63, HCoV-229E, HRV-16, IAV (H1N1), MERS-CoV, and SARS-CoV-2, compared to mock-infected controls.","GSE253542__GSE253542__grp_0004_vs_grp_0007__1"
"NCBITaxon:11320","ASSORBITO","NCBITaxon:11320","cgroup_L5_a299eca9","uninfected","SARS-CoV-2","GSE206606","GSE206606__AEC_IAV_vs_AEC_uninfected","multi_arm_treatment","treatment_vs_untreated","infection_status","cell_type|AEC","untreated","grp_AEC_IAV","grp_AEC_uninfected","AEC IAV","AEC uninfected","cell_type=AEC ; infection_status=IAV infected","cell_type=AEC ; infection_status=uninfected",3,3,"treated","control","GSM6257653;GSM6257654;GSM6257657","GSM6257655;GSM6257656;GSM6257658","This study investigates the transcriptional response of human lung cells to Influenza A Virus (IAV) infection.","GSE206606__GSE206606__AEC_IAV_vs_AEC_uninfected__1"
"NCBITaxon:11320","ASSORBITO","NCBITaxon:11320","cgroup_L5_a299eca9","uninfected","SARS-CoV-2","GSE206606","GSE206606__AM_IAV_vs_AM_uninfected","multi_arm_treatment","treatment_vs_untreated","infection_status","cell_type|AM","untreated","grp_AM_IAV","grp_AM_uninfected","AM IAV","AM uninfected","cell_type=AM ; infection_status=IAV infected","cell_type=AM ; infection_status=uninfected",3,1,"treated","control","GSM6257665;GSM6257667;GSM6257668","GSM6257669","This study investigates the transcriptional response of human lung cells to Influenza A Virus (IAV) infection.","GSE206606__GSE206606__AM_IAV_vs_AM_uninfected__1"
"NCBITaxon:11320","ASSORBITO","NCBITaxon:11320","cgroup_L5_a299eca9","uninfected","SARS-CoV-2","GSE206606","GSE206606__HuLu_IAV_vs_HuLu_uninfected","multi_arm_treatment","treatment_vs_untreated","infection_status","cell_type|HuLu","untreated","grp_HuLu_IAV","grp_HuLu_uninfected","HuLu IAV","HuLu uninfected","cell_type=HuLu ; infection_status=IAV infected","cell_type=HuLu ; infection_status=uninfected",2,1,"treated","control","GSM6257648;GSM6257649","GSM6257651","This study investigates the transcriptional response of human lung cells to Influenza A Virus (IAV) infection.","GSE206606__GSE206606__HuLu_IAV_vs_HuLu_uninfected__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE142383","GSE142383__grp_0006_vs_grp_0007","multi_arm_treatment","treatment_vs_untreated","Treatment","Genetic Modification|BKO-98","untreated","grp_0006","grp_0007","SH SY5Y BKO-98 ATRA Treated","SH SY5Y BKO-98 Untreated Control","Treatment=ATRA ; Genetic Modification=BKO-98","Treatment=Untreated ; Genetic Modification=BKO-98",2,1,"treated","control","GSM4226549;GSM4226557","GSM4226556","This study investigates the effects of all-trans retinoic acid (ATRA) on SH SY5Y cells, including both wild-type and genetically modified variants.","GSE142383__GSE142383__grp_0006_vs_grp_0007__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE142383","GSE142383__grp_0009_vs_grp_0008","multi_arm_treatment","treatment_vs_untreated","Treatment","Genetic Modification|BKO-98","untreated","grp_0009","grp_0008","SH SY5Y BKO-98 ATRA Treated","SH SY5Y BKO-98 Untreated Control","Treatment=ATRA ; Genetic Modification=BKO-98","Treatment=Untreated ; Genetic Modification=BKO-98",2,3,"treated","control","GSM4226553;GSM4226561","GSM4226548;GSM4226552;GSM4226560","This study investigates the effects of all-trans retinoic acid (ATRA) on SH SY5Y cells, including both wild-type and genetically modified variants.","GSE142383__GSE142383__grp_0009_vs_grp_0008__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE155000","GSE155000__BE2C_ATRA_vs_BE2C_DMSO","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_line|BE2C","vehicle","grp_BE2C_ATRA","grp_BE2C_DMSO","BE2C + ATRA","BE2C + DMSO","cell_line=BE2C ; treatment=ATRA","cell_line=BE2C ; treatment=DMSO",3,3,"treated","control","GSM4693026;GSM4693024;GSM4693025","GSM4693027;GSM4693028;GSM4693029","This study investigates the effects of all-trans retinoic acid (ATRA) on neuroblastoma cell lines BE2C, NBL-S, and NGP.","GSE155000__GSE155000__BE2C_ATRA_vs_BE2C_DMSO__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE155000","GSE155000__NBL_S_ATRA_vs_NBL_S_DMSO","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_line|NBL-S","vehicle","grp_NBL_S_ATRA","grp_NBL_S_DMSO","NBL-S + ATRA","NBL-S + DMSO","cell_line=NBL-S ; treatment=ATRA","cell_line=NBL-S ; treatment=DMSO",3,3,"treated","control","GSM4693031;GSM4693030;GSM4693032","GSM4693033;GSM4693034;GSM4693035","This study investigates the effects of all-trans retinoic acid (ATRA) on neuroblastoma cell lines BE2C, NBL-S, and NGP.","GSE155000__GSE155000__NBL_S_ATRA_vs_NBL_S_DMSO__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE155000","GSE155000__NGP_ATRA_vs_NGP_DMSO","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_line|NGP","vehicle","grp_NGP_ATRA","grp_NGP_DMSO","NGP + ATRA","NGP + DMSO","cell_line=NGP ; treatment=ATRA","cell_line=NGP ; treatment=DMSO",3,3,"treated","control","GSM4693036;GSM4693037;GSM4693038","GSM4693039;GSM4693040;GSM4693041","This study investigates the effects of all-trans retinoic acid (ATRA) on neuroblastoma cell lines BE2C, NBL-S, and NGP.","GSE155000__GSE155000__NGP_ATRA_vs_NGP_DMSO__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE163428","GSE163428__grp_0001_vs_grp_0002","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_line|SK-N-BE(2)","vehicle","grp_0001","grp_0002","SK-N-BE(2) + ATRA","SK-N-BE(2)C + ethanol","treatment=ATRA ; cell_line=SK-N-BE(2)","treatment=ethanol ; cell_line=SK-N-BE(2)C",1,2,"treated","control","GSM4979210","GSM4979211;GSM4979212","This study investigates the effects of all-trans retinoic acid (ATRA) on neuroblastoma cell lines SK-N-BE(2) and SK-N-BE(2)C.","GSE163428__GSE163428__grp_0001_vs_grp_0002__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE163428","GSE163428__grp_0003_vs_grp_0002","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_line|SK-N-BE(2)C","vehicle","grp_0003","grp_0002","SK-N-BE(2)C + ATRA","SK-N-BE(2)C + ethanol","treatment=ATRA ; cell_line=SK-N-BE(2)C","treatment=ethanol ; cell_line=SK-N-BE(2)C",1,2,"treated","control","GSM4979209","GSM4979211;GSM4979212","This study investigates the effects of all-trans retinoic acid (ATRA) on neuroblastoma cell lines SK-N-BE(2) and SK-N-BE(2)C.","GSE163428__GSE163428__grp_0003_vs_grp_0002__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE175757","GSE175757__Kasumi1_ATRA_1mM_24h_vs_Kasumi1","multi_arm_treatment","treatment_vs_untreated","treatment","cell_line|Kasumi1","untreated","grp_Kasumi1_ATRA_1mM_24h","grp_Kasumi1","Kasumi1 ATRA 1mM 24h","Kasumi1","cell_line=Kasumi1 ; treatment=ATRA","cell_line=Kasumi1 ; treatment=untreated",1,2,"treated","control","GSM5345761","GSM5345758;GSM5345759","This study investigates the effects of all-trans retinoic acid (ATRA) treatment on acute myeloid leukemia cell lines HL60 and Kasumi1, including various genetically modified versions of these cell lines.","GSE175757__GSE175757__Kasumi1_ATRA_1mM_24h_vs_Kasumi1__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE175757","GSE175757__Kasumi1_EPASp10_ATRA_1mM_24h_vs_Kasumi1_EPASp10","multi_arm_treatment","treatment_vs_untreated","treatment","cell_line|Kasumi1","untreated","grp_Kasumi1_EPASp10_ATRA_1mM_24h","grp_Kasumi1_EPASp10","Kasumi1 EPASp10 ATRA 1mM 24h","Kasumi1 EPASp10","cell_line=Kasumi1 ; treatment=ATRA","cell_line=Kasumi1 ; treatment=untreated",1,1,"treated","control","GSM5345769","GSM5345767","This study investigates the effects of all-trans retinoic acid (ATRA) treatment on acute myeloid leukemia cell lines HL60 and Kasumi1, including various genetically modified versions of these cell lines.","GSE175757__GSE175757__Kasumi1_EPASp10_ATRA_1mM_24h_vs_Kasumi1_EPASp10__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE175757","GSE175757__Kasumi1_EPASp8A_ATRA_1mM_24h_vs_Kasumi1_EPASp8","multi_arm_treatment","treatment_vs_untreated","treatment","cell_line|Kasumi1","untreated","grp_Kasumi1_EPASp8A_ATRA_1mM_24h","grp_Kasumi1_EPASp8","Kasumi1 EPASp8A ATRA 1mM 24h","Kasumi1 EPASp8","cell_line=Kasumi1 ; treatment=ATRA","cell_line=Kasumi1 ; treatment=untreated",1,1,"treated","control","GSM5345768","GSM5345766","This study investigates the effects of all-trans retinoic acid (ATRA) treatment on acute myeloid leukemia cell lines HL60 and Kasumi1, including various genetically modified versions of these cell lines.","GSE175757__GSE175757__Kasumi1_EPASp8A_ATRA_1mM_24h_vs_Kasumi1_EPASp8__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE175757","GSE175757__Kasumi1_HIF1p10A_ATRA_1mM_24h_vs_Kasumi1","multi_arm_treatment","treatment_vs_untreated","treatment","cell_line|Kasumi1","untreated","grp_Kasumi1_HIF1p10A_ATRA_1mM_24h","grp_Kasumi1","Kasumi1 HIF1p10A ATRA 1mM 24h","Kasumi1","cell_line=Kasumi1 ; treatment=ATRA","cell_line=Kasumi1 ; treatment=untreated",1,2,"treated","control","GSM5345765","GSM5345758;GSM5345759","This study investigates the effects of all-trans retinoic acid (ATRA) treatment on acute myeloid leukemia cell lines HL60 and Kasumi1, including various genetically modified versions of these cell lines.","GSE175757__GSE175757__Kasumi1_HIF1p10A_ATRA_1mM_24h_vs_Kasumi1__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE175757","GSE175757__Kasumi1_HIF1p8A_ATRA_1mM_24h_vs_Kasumi1_HIF1p8","multi_arm_treatment","treatment_vs_untreated","treatment","cell_line|Kasumi1","untreated","grp_Kasumi1_HIF1p8A_ATRA_1mM_24h","grp_Kasumi1_HIF1p8","Kasumi1 HIF1p8A ATRA 1mM 24h","Kasumi1 HIF1p8","cell_line=Kasumi1 ; treatment=ATRA","cell_line=Kasumi1 ; treatment=untreated",1,1,"treated","control","GSM5345764","GSM5345762","This study investigates the effects of all-trans retinoic acid (ATRA) treatment on acute myeloid leukemia cell lines HL60 and Kasumi1, including various genetically modified versions of these cell lines.","GSE175757__GSE175757__Kasumi1_HIF1p8A_ATRA_1mM_24h_vs_Kasumi1_HIF1p8__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE178340","GSE178340__ATRA_vs_DMSO","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_line|MM.1S","vehicle","grp_0002","grp_0004","MM.1S + ATRA","MM.1S + DMSO","treatment=ATRA ; cell_line=MM.1S","treatment=DMSO ; cell_line=MM.1S",12,12,"treated","control","GSM5387940;GSM5387941;GSM5387942;GSM5387943;GSM5387944;GSM5387945;GSM5387946;GSM5387947;GSM5387948;GSM5387949;GSM5387950;GSM5387951","GSM5387956;GSM5387957;GSM5387958;GSM5387959;GSM5387960;GSM5387961;GSM5387962;GSM5387963;GSM5387964;GSM5387965;GSM5387966;GSM5387967","This study investigates the effects of ATRA and Cfz treatments on MM.1S cells, comparing them against a DMSO vehicle control.","GSE178340__GSE178340__ATRA_vs_DMSO__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE184282","GSE184282__ATRA_2h_vs_untreated","multi_arm_treatment","treatment_vs_untreated","treatment","time|2 hours","untreated","grp_ATRA_2h","grp_untreated","MOLM-13 cells treated with ATRA for 2 hours","Untreated MOLM-13 cells","treatment=ATRA ; time=2 hours","treatment=untreated ; time=0 hours",1,3,"treated","control","GSM5583284","GSM5583276;GSM5583277;GSM5583278","This study investigates the effects of all-trans retinoic acid (ATRA) and decitabine on AML cell lines.","GSE184282__GSE184282__ATRA_2h_vs_untreated__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE184282","GSE184282__ATRA_3h_vs_untreated","multi_arm_treatment","treatment_vs_untreated","treatment","time|3 hours","untreated","grp_ATRA_3h","grp_untreated","MOLM-13 cells treated with ATRA for 3 hours","Untreated MOLM-13 cells","treatment=ATRA ; time=3 hours","treatment=untreated ; time=0 hours",1,3,"treated","control","GSM5583283","GSM5583276;GSM5583277;GSM5583278","This study investigates the effects of all-trans retinoic acid (ATRA) and decitabine on AML cell lines.","GSE184282__GSE184282__ATRA_3h_vs_untreated__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE202458","GSE202458__grp_0008_vs_grp_0007","multi_arm_treatment","treatment_vs_vehicle","treatment","oxygen_condition|normoxia","vehicle","grp_0008","grp_0007","A549 + ATRA + normoxia","A549 + ethanol (vehicle) + normoxia","treatment=ATRA ; oxygen_condition=normoxia","treatment=vehicle ; oxygen_condition=normoxia",1,1,"treated","control","GSM6122780","GSM6122786","This study investigates the effects of all-trans retinoic acid (ATRA) and hyperoxia on A549 lung cancer cells.","GSE202458__GSE202458__grp_0008_vs_grp_0007__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE202458","GSE202458__grp_0009_vs_grp_0007","multi_arm_treatment","treatment_vs_vehicle","treatment","oxygen_condition|normoxia","vehicle","grp_0009","grp_0007","A549 + ATRA + normoxia","A549 + ethanol (vehicle) + normoxia","treatment=ATRA ; oxygen_condition=normoxia","treatment=vehicle ; oxygen_condition=normoxia",2,1,"treated","control","GSM6122774;GSM6122785","GSM6122786","This study investigates the effects of all-trans retinoic acid (ATRA) and hyperoxia on A549 lung cancer cells.","GSE202458__GSE202458__grp_0009_vs_grp_0007__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE252527","GSE252527__grp_0004_vs_grp_0003","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_context.cell_type_or_line_raw|Astrocytes|cell_context.tissue|brain|cell_context.context_kind|primary_culture","vehicle","grp_0004","grp_0003","Brain astrocytes treated with ATRA","Brain astrocytes treated with DMSO","treatment=ATRA ; cell_context.cell_type_or_line_raw=Astrocytes ; cell_context.tissue=brain ; cell_context.context_kind=primary_culture","treatment=DMSO ; cell_context.cell_type_or_line_raw=Astrocytes ; cell_context.tissue=brain ; cell_context.context_kind=primary_culture",1,3,"treated","control","GSM8002581","GSM8002584;GSM8002585;GSM8002586","This study investigates the effects of all-trans retinoic acid (ATRA) on human astrocytes compared to a DMSO vehicle control.","GSE252527__GSE252527__grp_0004_vs_grp_0003__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE252527","GSE252527__grp_0005_vs_grp_0003","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_context.cell_type_or_line_raw|Astrocytes|cell_context.tissue|brain|cell_context.context_kind|primary_culture","vehicle","grp_0005","grp_0003","Brain astrocytes treated with ATRA","Brain astrocytes treated with DMSO","treatment=ATRA ; cell_context.cell_type_or_line_raw=Astrocytes ; cell_context.tissue=brain ; cell_context.context_kind=primary_culture","treatment=DMSO ; cell_context.cell_type_or_line_raw=Astrocytes ; cell_context.tissue=brain ; cell_context.context_kind=primary_culture",2,3,"treated","control","GSM8002582;GSM8002583","GSM8002584;GSM8002585;GSM8002586","This study investigates the effects of all-trans retinoic acid (ATRA) on human astrocytes compared to a DMSO vehicle control.","GSE252527__GSE252527__grp_0005_vs_grp_0003__1"
"STR:atra","VINCENTE","STR:atra","cgroup_L5_a8ff7b6d","vehicle_untreated","spin probe","GSE93996","GSE93996__grp_0001_vs_grp_0002","treatment_vs_vehicle","treatment_vs_vehicle","treatment","cell_line|HL-60|duration|4 days","vehicle","grp_0001","grp_0002","HL-60 + ATRA","HL-60 + ethanol","treatment=ATRA ; cell_line=HL-60 ; dose=1 uM ; duration=4 days","treatment=ethanol ; cell_line=HL-60 ; duration=4 days",2,2,"treated","control","GSM2466429;GSM2466430","GSM2466431;GSM2466432","This study investigates the effects of all-trans retinoic acid (ATRA) on HL-60 cells derived from acute promyelocytic leukemia patients.","GSE93996__GSE93996__grp_0001_vs_grp_0002__1"
"STR:atra","ASSORBITO","STR:atra","cgroup_L5_06b5da4a","normoxia","2,3,4,5-Tetrachloro-4'-biphenylol","GSE202458","GSE202458__grp_0008_vs_grp_0006","multi_arm_treatment","treatment_vs_untreated","treatment","","untreated","grp_0008","grp_0006","A549 + ATRA + normoxia","A549 + normoxia","treatment=ATRA ; oxygen_condition=normoxia","treatment=normoxia ; oxygen_condition=normoxia",1,1,"treated","control","GSM6122780","GSM6122778","This study investigates the effects of all-trans retinoic acid (ATRA) and hyperoxia on A549 lung cancer cells.","GSE202458__GSE202458__grp_0008_vs_grp_0006__1"
"STR:atra","ASSORBITO","STR:atra","cgroup_L5_06b5da4a","normoxia","2,3,4,5-Tetrachloro-4'-biphenylol","GSE202458","GSE202458__grp_0009_vs_grp_0006","multi_arm_treatment","treatment_vs_untreated","treatment","","untreated","grp_0009","grp_0006","A549 + ATRA + normoxia","A549 + normoxia","treatment=ATRA ; oxygen_condition=normoxia","treatment=normoxia ; oxygen_condition=normoxia",2,1,"treated","control","GSM6122774;GSM6122785","GSM6122778","This study investigates the effects of all-trans retinoic acid (ATRA) and hyperoxia on A549 lung cancer cells.","GSE202458__GSE202458__grp_0009_vs_grp_0006__1"
"NCBITaxon:10298","VINCENTE","NCBITaxon:10298","cgroup_L5_7cc951b5","vehicle_untreated","hsv-1","GSE103763","GSE103763__grp_0004_vs_grp_0001","treatment_vs_vehicle","treatment_vs_untreated","treatment","cell_type|KMB17|passage|20-28","untreated","grp_0004","grp_0001","HSV-1 Infection","Control (no treatment)","treatment=HSV-1 strain 17","treatment=none",3,1,"treated","control","GSM2781408;GSM2781409;GSM2781410","GSM2781407","This study investigates the transcriptional response of human fetal lung tissue-derived fibroblast cells (KMB17) to HSV-1 infection compared to various controls.","GSE103763__GSE103763__grp_0004_vs_grp_0001__1"
"NCBITaxon:10298","VINCENTE","NCBITaxon:10298","cgroup_L5_7cc951b5","vehicle_untreated","hsv-1","GSE120891","GSE120891__MRC5_HSV1_F_vs_MRC5_mock_9h","multi_arm_treatment","treatment_vs_vehicle","virus","cell_line|MRC5","vehicle","grp_MRC5_HSV1_F","grp_MRC5_mock_9h","MRC5 cells exposed to HSV1/strain F","MRC5 cells mock-infected for 9 hours","virus=HSV1/strain F ; cell_line=MRC5","virus=mock ; cell_line=MRC5",1,2,"treated","control","GSM3417914","GSM3417912;GSM3417913","This study investigates the host response to various viral infections in human cells using RNA sequencing.","GSE120891__GSE120891__MRC5_HSV1_F_vs_MRC5_mock_9h__1"
"NCBITaxon:10298","VINCENTE","NCBITaxon:10298","cgroup_L5_7cc951b5","vehicle_untreated","hsv-1","GSE120891","GSE120891__MRC5_HSV1_F_2_vs_MRC5_mock_9h","multi_arm_treatment","treatment_vs_vehicle","virus","cell_line|MRC5","vehicle","grp_MRC5_HSV1_F_2","grp_MRC5_mock_9h","MRC5 cells exposed to HSV1/strain F (second exposure)","MRC5 cells mock-infected for 9 hours","virus=HSV1/strain F ; cell_line=MRC5","virus=mock ; cell_line=MRC5",1,2,"treated","control","GSM3417915","GSM3417912;GSM3417913","This study investigates the host response to various viral infections in human cells using RNA sequencing.","GSE120891__GSE120891__MRC5_HSV1_F_2_vs_MRC5_mock_9h__1"
"NCBITaxon:10298","VINCENTE","NCBITaxon:10298","cgroup_L5_7cc951b5","vehicle_untreated","hsv-1","GSE201012","GSE201012__HSV1_KOS_vs_mock","treatment_vs_vehicle","treatment_vs_vehicle","treatment","time(hours)|16","vehicle","grp_HSV1_KOS","grp_mock","HSV1 KOS infected","Mock infected","treatment=HSV1 KOS ; time(hours)=16","treatment=mock ; time(hours)=16",2,1,"treated","control","GSM6048520;GSM6048521","GSM6048519","This study investigates the transcriptional response of HEK293T cells to HSV1 KOS infection compared to mock and uninfected controls.","GSE201012__GSE201012__HSV1_KOS_vs_mock__1"
"NCBITaxon:10298","VINCENTE","NCBITaxon:10298","cgroup_L5_7cc951b5","vehicle_untreated","hsv-1","GSE209632","GSE209632__grp_0001_vs_grp_0004","multi_arm_treatment","treatment_vs_vehicle","Treatment","Genotype|macroH2A1 knockout","secondary_arm","grp_0001","grp_0004","macroH2A1 knockout tert-immortalized human foreskin fibroblast, HSV-1, 12h","macroH2A1 knockout tert-immortalized human foreskin fibroblast, mH2A1 KO, mock infection","Genotype=macroH2A1 knockout ; Treatment=HSV-1 infection ; Time=12 hours post-infection","Genotype=macroH2A1 knockout ; Treatment=mock infection",3,3,"treated","control","GSM6381562;GSM6381570;GSM6381578","GSM6381559;GSM6381567;GSM6381575","This study investigates the transcriptional response of macroH2A1 knockout and wild-type tert-immortalized human foreskin fibroblasts to HSV-1 infection over time.","GSE209632__GSE209632__grp_0001_vs_grp_0004__1"
"NCBITaxon:10298","VINCENTE","NCBITaxon:10298","cgroup_L5_7cc951b5","vehicle_untreated","hsv-1","GSE209632","GSE209632__grp_0002_vs_grp_0004","multi_arm_treatment","treatment_vs_vehicle","Treatment","Genotype|macroH2A1 knockout","secondary_arm","grp_0002","grp_0004","macroH2A1 knockout tert-immortalized human foreskin fibroblast, HSV-1, 4h","macroH2A1 knockout tert-immortalized human foreskin fibroblast, mH2A1 KO, mock infection","Genotype=macroH2A1 knockout ; Treatment=HSV-1 infection ; Time=4 hours post-infection","Genotype=macroH2A1 knockout ; Treatment=mock infection",3,3,"treated","control","GSM6381560;GSM6381568;GSM6381576","GSM6381559;GSM6381567;GSM6381575","This study investigates the transcriptional response of macroH2A1 knockout and wild-type tert-immortalized human foreskin fibroblasts to HSV-1 infection over time.","GSE209632__GSE209632__grp_0002_vs_grp_0004__1"
"NCBITaxon:10298","VINCENTE","NCBITaxon:10298","cgroup_L5_7cc951b5","vehicle_untreated","hsv-1","GSE209632","GSE209632__grp_0003_vs_grp_0004","multi_arm_treatment","treatment_vs_vehicle","Treatment","Genotype|macroH2A1 knockout","secondary_arm","grp_0003","grp_0004","macroH2A1 knockout tert-immortalized human foreskin fibroblast, HSV-1, 8h","macroH2A1 knockout tert-immortalized human foreskin fibroblast, mH2A1 KO, mock infection","Genotype=macroH2A1 knockout ; Treatment=HSV-1 infection ; Time=8 hours post-infection","Genotype=macroH2A1 knockout ; Treatment=mock infection",3,3,"treated","control","GSM6381561;GSM6381569;GSM6381577","GSM6381559;GSM6381567;GSM6381575","This study investigates the transcriptional response of macroH2A1 knockout and wild-type tert-immortalized human foreskin fibroblasts to HSV-1 infection over time.","GSE209632__GSE209632__grp_0003_vs_grp_0004__1"
