"cluster_id","record_id","entita_gruppo","entita_nominate","nomina_la_propria","etichette"
"cgroup_L5_35d1be10","GSE80716__GSE80716__Nutlin-3a_vs_DMSO","STR:nutlin_3a","CHEBI:46741 CHEBI:46742",TRUE,"Nutlin-3a DMSO"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__Ulcerative_colitis_right_colon_vs_control_left_colon","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative colitis right colon Control left colon"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__Ulcerative_colitis_sigmoid_colon_vs_control_left_colon","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative colitis sigmoid colon Control left colon"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__Ulcerative_colitis_left_colon_vs_control_colon","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative colitis left colon Control colon"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__Ulcerative_colitis_left_colon_vs_control_colon","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative colitis left colon Control colon"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__Ulcerative_colitis_left_colon_vs_control_colon","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative colitis left colon Control colon"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__Ulcerative_colitis_left_colon_vs_control_colon","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative colitis left colon Control colon"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__Ulcerative_colitis_left_colon_vs_control_colon","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative colitis left colon Control colon"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__Ulcerative_colitis_left_colon_vs_control_colon","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative colitis left colon Control colon"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__Ulcerative_colitis_rectum_vs_control_colon","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative colitis rectum Control colon"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__Ulcerative_colitis_rectum_vs_control_colon","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative colitis rectum Control colon"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__Ulcerative_colitis_rectum_vs_control_colon","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative colitis rectum Control colon"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__Ulcerative_colitis_right_colon_vs_control_colon","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative colitis right colon Control colon"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__Ulcerative_colitis_right_colon_vs_control_colon","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative colitis right colon Control colon"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__Ulcerative_colitis_small_bowel_vs_control_colon","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative colitis small bowel Control colon"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__grp_0004_vs_grp_0001","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative Colitis left colon (female) Control small bowel"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__grp_0004_vs_grp_0002","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative Colitis left colon (female) Control transverse colon (male)"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__grp_0004_vs_grp_0003","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative Colitis left colon (female) Control transverse colon (female)"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__grp_0005_vs_grp_0001","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative Colitis left colon (male) Control small bowel"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__grp_0005_vs_grp_0002","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative Colitis left colon (male) Control transverse colon (male)"
"cgroup_L5_3f0cc1fe","GSE83687__GSE83687__grp_0005_vs_grp_0003","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative Colitis left colon (male) Control transverse colon (female)"
"cgroup_L5_3f0cc1fe","GSE92472__GSE92472__Ulcerative_colitis_vs_Healthy_control","MeSH:D003093","NCBITaxon:562",TRUE,"Ulcerative colitis Healthy control"
"cgroup_L5_d631ee89","GSE93620__GSE93620__grp_0002_vs_grp_0001","HGNC:6011","MeSH:D015179",FALSE,"HT-29-MTX, Colorectal carcinoma, A. ceylanicum iL3 larvae, 24h HT-29-MTX, Colorectal carcinoma, untreated"
"cgroup_L5_16525349","GSE95079__GSE95079__Ponatinib_vs_DMSO","CHEBI:78543","MeSH:D001943",TRUE,"LM2 Triple Negative Breast Cancer Cells Treated with Ponatinib LM2 Triple Negative Breast Cancer Cells Treated"
